player_id,player_name,age,season,game_num,date,team,opponent,home_away_status,result,G,A,P,rating,PIM,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S_perc,shifts,TOI,HIT,BLK,FOW,FOL,FOW_perc
/a/ahose01,Sebastian Aho,23,2021,40,2021-04-10,CAR,DET,1,L-SO,1,0,1,0,2,1,0,0,0,0,0,0,5,20.0,25,22.48333333333333,0,0,8,6,57.1
/a/ahose01,Sebastian Aho,23,2021,41,2021-04-12,CAR,DET,1,L,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,22,20.416666666666668,0,0,8,7,53.3
/a/ahose01,Sebastian Aho,23,2021,42,2021-04-15,CAR,NSH,1,W,1,0,1,-1,0,0,1,0,0,0,0,0,4,25.0,23,17.2,3,1,6,8,42.9
/a/ahose01,Sebastian Aho,23,2021,43,2021-04-17,CAR,NSH,1,W,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,23,20.78333333333333,1,0,7,4,63.6
/a/ahose01,Sebastian Aho,23,2021,44,2021-04-19,CAR,TBL,0,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,18.65,1,1,7,7,50.0
/a/ahose01,Sebastian Aho,23,2021,45,2021-04-20,CAR,TBL,0,W,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,19.566666666666666,2,2,3,13,18.8
/a/ahose01,Sebastian Aho,23,2021,46,2021-04-22,CAR,FLA,0,W,2,0,2,1,2,0,0,2,1,0,0,0,4,50.0,23,20.216666666666665,1,3,7,4,63.6
/a/ahose01,Sebastian Aho,23,2021,47,2021-04-24,CAR,FLA,0,L-OT,0,2,2,1,0,0,0,0,0,1,1,0,1,0.0,26,21.28333333333333,1,1,6,5,54.5
/a/ahose01,Sebastian Aho,23,2021,48,2021-04-26,CAR,DAL,0,L-OT,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,23,20.766666666666666,0,1,4,7,36.4
/a/ahose01,Sebastian Aho,23,2021,49,2021-04-27,CAR,DAL,0,W,1,2,3,0,0,1,0,0,1,0,2,0,2,50.0,22,19.7,0,1,5,3,62.5
