,2021,2022,2023,2024
2021,0.0,0.01103420901816841,0.0151036172659098,0.025092772279293886
2022,,0.0,0.018743537461017267,0.036341463221906
2023,,,0.0,0.010838304746152386
2024,,,,0.0
