,2021,2022,2023,2024
2021,0.0,0.007798142445607184,0.010351002406809664,0.014949326054402272
2022,,0.0,0.002265983660731451,0.01006696190718679
2023,,,0.0,0.006024734462211408
2024,,,,0.0
