,2021,2022,2023,2024
2021,0.0,0.2953549733782116,0.15741369521215867,0.09389643911374199
2022,,0.0,0.05352351788276426,0.15239322626699192
2023,,,0.0,0.10345717803516219
2024,,,,0.0
