,2021,2022,2023,2024
2021,0.0,0.000974726610813423,0.0015435856933656606,0.0011089146104001969
2022,,0.0,0.00013637566707035175,0.0008470373654748564
2023,,,0.0,0.0007345626593656197
2024,,,,0.0
