,2021,2022,2023,2024
2021,0.0,0.004188159302978658,0.004573926287635486,0.004077334801350921
2022,,0.0,0.0011995921976247375,0.0015535298795496095
2023,,,0.0,0.0006942990373497886
2024,,,,0.0
