,2021,2022,2023,2024
2021,0.0,0.10096072128381793,0.047360101936546696,0.01201153760178698
2022,,0.0,0.021109366975958888,0.06984941287511952
2023,,,0.0,0.03155808533525423
2024,,,,0.0
