,2021,2022,2023,2024
2021,0.0,0.0044475994888310945,0.0037617007346628702,0.06335169811276707
2022,,0.0,0.001369383822097421,0.0905365943222528
2023,,,0.0,0.049490934720742404
2024,,,,0.0
