,2021,2022,2023,2024
2021,0.0,0.01956516980283346,0.03260550040681831,0.042064098986532975
2022,,0.0,0.0023166784857262565,0.009700337409677512
2023,,,0.0,0.002455884457145477
2024,,,,0.0
