,2021,2022,2023,2024
2021,0.0,0.0821425035388633,0.1946969984058622,0.49933778926955646
2022,,0.0,0.11089555061546477,0.15625673995362377
2023,,,0.0,0.17047436501837748
2024,,,,0.0
