,2021,2022,2023,2024
2021,0.0,0.012985280047055677,0.008910812510769472,0.008439792448737573
2022,,0.0,0.0042387822048077384,0.02395135035412887
2023,,,0.0,0.012506382545602514
2024,,,,0.0
