,2021,2022,2023,2024
2021,0.0,0.02032888785711407,0.012652794821257909,0.014613605196369303
2022,,0.0,0.010064908688048968,0.011384540010740761
2023,,,0.0,0.005151538945167716
2024,,,,0.0
