,2021,2022,2023,2024
2021,0.0,0.0019139389718716127,0.004571717855162694,0.003820682146744134
2022,,0.0,0.0021481049968140632,0.003300129936171344
2023,,,0.0,0.0016264047633967281
2024,,,,0.0
