,2021,2022,2023,2024
2021,0.0,0.011060567344210726,0.012470582293812094,0.010478115382151125
2022,,0.0,0.00666383676602053,0.016689867697674606
2023,,,0.0,0.00994389550324174
2024,,,,0.0
