,2021,2022,2023,2024
2021,0.0,0.035129824871814715,0.07662199483704824,0.09263233109340885
2022,,0.0,0.04324136025824349,0.04305837647830715
2023,,,0.0,0.015428377199496876
2024,,,,0.0
