,2021,2022,2023,2024
2021,0.0,0.013769910673447454,0.016251892778614534,0.016927967685743048
2022,,0.0,0.00868585023240264,0.007085460341029155
2023,,,0.0,0.005815113283355955
2024,,,,0.0
