,2021,2022,2023,2024
2021,0.0,0.004643608755091802,0.0040448096166460605,0.0023882331892896443
2022,,0.0,0.0006894800887198741,0.0006451311930373019
2023,,,0.0,0.000934955772022599
2024,,,,0.0
