date_recorded,time_recorded,date_game,team,name,status
2024-01-02,09:37:59,2024-01-02,MIN,marc andre fleury,U
2024-01-02,09:37:59,2024-01-02,TBL,andrei vasilevskiy,U
2024-01-02,09:37:59,2024-01-02,WPG,connor hellebuyck,U
2024-01-02,09:37:59,2024-01-02,CHI,arvid soderblom,U
2024-01-02,09:37:59,2024-01-02,NSH,juuse saros,U
2024-01-02,09:37:59,2024-01-02,MTL,jake allen,U
2024-01-02,09:37:59,2024-01-02,DAL,scott wedgewood,U
2024-01-02,09:37:59,2024-01-02,NYI,ilya sorokin,U
2024-01-02,09:37:59,2024-01-02,COL,alexandar georgiev,U
2024-01-02,09:37:59,2024-01-02,FLA,sergei bobrovsky,U
2024-01-02,09:37:59,2024-01-02,ARI,karel vejmelka,C
2024-01-02,09:37:59,2024-01-02,PHI,carter hart,U
2024-01-02,09:37:59,2024-01-02,EDM,stuart skinner,U
2024-01-02,09:37:59,2024-01-02,OTT,joonas korpisalo,U
2024-01-02,09:37:59,2024-01-02,VAN,thatcher demko,U
2024-01-02,09:37:59,2024-01-02,DET,alex lyon,U
2024-01-02,09:37:59,2024-01-02,SJS,kaapo kahkonen,U
2024-01-02,09:37:59,2024-01-02,TOR,martin jones,U
2024-01-02,09:37:59,2024-01-02,LAK,cam talbot,U
2024-01-03,08:38:01,2024-01-03,NJD,vitek vanecek,U
2024-01-03,08:38:01,2024-01-03,WSH,hunter shepard,U
2024-01-03,08:38:01,2024-01-03,TOR,dennis hildeby,U
2024-01-03,08:38:01,2024-01-03,ANA,john gibson,U
2024-01-04,09:03:08,2024-01-04,CBJ,elvis merzlikins,U
2024-01-04,09:03:08,2024-01-04,PHI,carter hart,U
2024-01-04,09:03:08,2024-01-04,CHI,petr mrazek,U
2024-01-04,09:03:08,2024-01-04,NYR,jonathan quick,U
2024-01-04,09:03:08,2024-01-04,BUF,devon levi,U
2024-01-04,09:03:08,2024-01-04,MTL,jake allen,U
2024-01-04,09:03:08,2024-01-04,PIT,alex nedeljkovic,U
2024-01-04,09:03:08,2024-01-04,BOS,jeremy swayman,U
2024-01-04,09:03:08,2024-01-04,VAN,thatcher demko,U
2024-01-04,09:03:08,2024-01-04,STL,jordan binnington,U
2024-01-04,09:03:08,2024-01-04,TBL,andrei vasilevskiy,U
2024-01-04,09:03:08,2024-01-04,MIN,marc andre fleury,U
2024-01-04,09:03:08,2024-01-04,CGY,jacob markstrom,U
2024-01-04,09:03:08,2024-01-04,NSH,juuse saros,U
2024-01-04,09:03:08,2024-01-04,COL,alexandar georgiev,U
2024-01-04,09:03:08,2024-01-04,DAL,scott wedgewood,U
2024-01-04,09:03:08,2024-01-04,NYI,ilya sorokin,U
2024-01-04,09:03:08,2024-01-04,ARI,connor ingram,C
2024-01-04,09:03:08,2024-01-04,OTT,joonas korpisalo,U
2024-01-04,09:03:08,2024-01-04,SEA,joey daccord,U
2024-01-04,09:03:08,2024-01-04,FLA,sergei bobrovsky,U
2024-01-04,09:03:08,2024-01-04,VGK,logan thompson,U
2024-01-04,09:03:08,2024-01-04,WPG,laurent brossoit,U
2024-01-04,09:03:08,2024-01-04,SJS,mackenzie blackwood,U
2024-01-04,09:03:08,2024-01-04,DET,alex lyon,C
2024-01-04,09:03:08,2024-01-04,LAK,cam talbot,U
2024-01-05,16:31:32,2024-01-05,CAR,pyotr kochetkov,C
2024-01-05,16:31:32,2024-01-05,WSH,darcy kuemper,C
2024-01-05,16:31:32,2024-01-05,CHI,arvid soderblom,C
2024-01-05,16:31:32,2024-01-05,NJD,vitek vanecek,P
2024-01-05,16:31:32,2024-01-05,WPG,laurent brossoit,U
2024-01-05,16:31:32,2024-01-05,ANA,john gibson,C
2024-01-06,09:17:06,2024-01-06,CGY,jacob markstrom,U
2024-01-06,09:17:06,2024-01-06,PHI,carter hart,U
2024-01-06,09:17:06,2024-01-06,FLA,sergei bobrovsky,U
2024-01-06,09:17:06,2024-01-06,COL,alexandar georgiev,U
2024-01-06,09:17:06,2024-01-06,MIN,marc andre fleury,U
2024-01-06,09:17:06,2024-01-06,CBJ,elvis merzlikins,U
2024-01-06,09:17:06,2024-01-06,TOR,martin jones,C
2024-01-06,09:17:06,2024-01-06,SJS,mackenzie blackwood,U
2024-01-06,09:17:06,2024-01-06,BUF,ukko pekka luukkonen,U
2024-01-06,09:17:06,2024-01-06,PIT,tristan jarry,U
2024-01-06,09:17:06,2024-01-06,VAN,thatcher demko,U
2024-01-06,09:17:06,2024-01-06,NJD,nico daws,U
2024-01-06,09:17:06,2024-01-06,NYR,igor shesterkin,U
2024-01-06,09:17:06,2024-01-06,MTL,samuel montembeault,C
2024-01-06,09:17:06,2024-01-06,TBL,andrei vasilevskiy,U
2024-01-06,09:17:06,2024-01-06,BOS,linus ullmark,U
2024-01-06,09:17:06,2024-01-06,NSH,juuse saros,U
2024-01-06,09:17:06,2024-01-06,DAL,scott wedgewood,U
2024-01-06,09:17:06,2024-01-06,STL,jordan binnington,U
2024-01-06,09:17:06,2024-01-06,CAR,antti raanta,U
2024-01-06,09:17:06,2024-01-06,NYI,ilya sorokin,P
2024-01-06,09:17:06,2024-01-06,VGK,logan thompson,U
2024-01-06,09:17:06,2024-01-06,OTT,anton forsberg,U
2024-01-06,09:17:06,2024-01-06,EDM,stuart skinner,U
2024-01-07,09:41:53,2024-01-07,LAK,cam talbot,U
2024-01-07,09:41:53,2024-01-07,WSH,darcy kuemper,P
2024-01-07,09:41:53,2024-01-07,CGY,daniel vladar,U
2024-01-07,09:41:53,2024-01-07,CHI,petr mrazek,U
2024-01-07,09:41:53,2024-01-07,WPG,connor hellebuyck,U
2024-01-07,09:41:53,2024-01-07,ARI,karel vejmelka,C
2024-01-07,09:41:53,2024-01-07,DET,alex lyon,C
2024-01-07,09:41:53,2024-01-07,ANA,lukas dostal,U
2024-01-08,10:12:14,2024-01-08,PIT,tristan jarry,U
2024-01-08,10:12:14,2024-01-08,PHI,carter hart,C
2024-01-08,10:12:14,2024-01-08,VAN,thatcher demko,U
2024-01-08,10:12:14,2024-01-08,NYR,igor shesterkin,P
2024-01-08,10:12:14,2024-01-08,DAL,scott wedgewood,U
2024-01-08,10:12:14,2024-01-08,MIN,marc andre fleury,C
2024-01-08,10:12:14,2024-01-08,BOS,jeremy swayman,U
2024-01-08,10:12:14,2024-01-08,COL,alexandar georgiev,U
