team,game_id,date,season,location,G,OT_status,win_flag
BUF,240221_MTLBUF,2024-02-21,2024,A,,,
FLA,240222_CARFLA,2024-02-22,2024,A,,,
BOS,240222_CGYBOS,2024-02-22,2024,A,,,
COL,240222_DETCOL,2024-02-22,2024,A,,,
NSH,240222_LAKNSH,2024-02-22,2024,A,,,
NYR,240222_NJDNYR,2024-02-22,2024,A,,,
DAL,240222_OTTDAL,2024-02-22,2024,A,,,
MTL,240222_PITMTL,2024-02-22,2024,A,,,
VAN,240222_SEAVAN,2024-02-22,2024,A,,,
NYI,240222_STLNYI,2024-02-22,2024,A,,,
WSH,240222_TBLWSH,2024-02-22,2024,A,,,
TOR,240222_VGKTOR,2024-02-22,2024,A,,,
BUF,240223_CBJBUF,2024-02-23,2024,A,,,
WPG,240223_CHIWPG,2024-02-23,2024,A,,,
MIN,240223_EDMMIN,2024-02-23,2024,A,,,
DAL,240224_CARDAL,2024-02-24,2024,A,,,
TOR,240224_COLTOR,2024-02-24,2024,A,,,
STL,240224_DETSTL,2024-02-24,2024,A,,,
CGY,240224_EDMCGY,2024-02-24,2024,A,,,
WSH,240224_FLAWSH,2024-02-24,2024,A,,,
ANA,240224_LAKANA,2024-02-24,2024,A,,,
MTL,240224_NJDMTL,2024-02-24,2024,A,,,
TBL,240224_NYITBL,2024-02-24,2024,A,,,
VGK,240224_OTTVGK,2024-02-24,2024,A,,,
NYR,240224_PHINYR,2024-02-24,2024,A,,,
MIN,240224_SEAMIN,2024-02-24,2024,A,,,
NSH,240224_SJSNSH,2024-02-24,2024,A,,,
BOS,240224_VANBOS,2024-02-24,2024,A,,,
NSH,240225_ANANSH,2024-02-25,2024,A,,,
CAR,240225_BUFCAR,2024-02-25,2024,A,,,
NYR,240225_CBJNYR,2024-02-25,2024,A,,,
DET,240225_CHIDET,2024-02-25,2024,A,,,
TBL,240225_NJDTBL,2024-02-25,2024,A,,,
PHI,240225_PITPHI,2024-02-25,2024,A,,,
ARI,240225_WPGARI,2024-02-25,2024,A,,,
NYI,240226_DALNYI,2024-02-26,2024,A,,,
LAK,240226_EDMLAK,2024-02-26,2024,A,,,
BOS,240226_SEABOS,2024-02-26,2024,A,,,
OTT,240226_WSHOTT,2024-02-26,2024,A,,,
LAK,240227_CGYLAK,2024-02-27,2024,A,,,
DAL,240227_COLDAL,2024-02-27,2024,A,,,
WSH,240227_DETWSH,2024-02-27,2024,A,,,
BUF,240227_FLABUF,2024-02-27,2024,A,,,
CAR,240227_MINCAR,2024-02-27,2024,A,,,
ARI,240227_MTLARI,2024-02-27,2024,A,,,
OTT,240227_NSHOTT,2024-02-27,2024,A,,,
TBL,240227_PHITBL,2024-02-27,2024,A,,,
NJD,240227_SJSNJD,2024-02-27,2024,A,,,
VGK,240227_TORVGK,2024-02-27,2024,A,,,
PIT,240227_VANPIT,2024-02-27,2024,A,,,
STL,240227_WPGSTL,2024-02-27,2024,A,,,
STL,240228_EDMSTL,2024-02-28,2024,A,,,
CBJ,240228_NYRCBJ,2024-02-28,2024,A,,,
VGK,240229_BOSVGK,2024-02-29,2024,A,,,
CAR,240229_CBJCAR,2024-02-29,2024,A,,,
COL,240229_CHICOL,2024-02-29,2024,A,,,
WPG,240229_DALWPG,2024-02-29,2024,A,,,
NYI,240229_DETNYI,2024-02-29,2024,A,,,
MTL,240229_FLAMTL,2024-02-29,2024,A,,,
MIN,240229_NSHMIN,2024-02-29,2024,A,,,
PIT,240229_SEAPIT,2024-02-29,2024,A,,,
ANA,240229_SJSANA,2024-02-29,2024,A,,,
BUF,240229_TBLBUF,2024-02-29,2024,A,,,
ARI,240229_TORARI,2024-02-29,2024,A,,,
LAK,240229_VANLAK,2024-02-29,2024,A,,,
NJD,240301_ANANJD,2024-03-01,2024,A,,,
ARI,240301_OTTARI,2024-03-01,2024,A,,,
PHI,240301_WSHPHI,2024-03-01,2024,A,,,
VGK,240302_BUFVGK,2024-03-02,2024,A,,,
WPG,240302_CARWPG,2024-03-02,2024,A,,,
PIT,240302_CGYPIT,2024-03-02,2024,A,,,
CBJ,240302_CHICBJ,2024-03-02,2024,A,,,
SJS,240302_DALSJS,2024-03-02,2024,A,,,
FLA,240302_DETFLA,2024-03-02,2024,A,,,
COL,240302_NSHCOL,2024-03-02,2024,A,,,
BOS,240302_NYIBOS,2024-03-02,2024,A,,,
OTT,240302_PHIOTT,2024-03-02,2024,A,,,
EDM,240302_SEAEDM,2024-03-02,2024,A,,,
MIN,240302_STLMIN,2024-03-02,2024,A,,,
MTL,240302_TBLMTL,2024-03-02,2024,A,,,
NYR,240302_TORNYR,2024-03-02,2024,A,,,
VAN,240303_ANAVAN,2024-03-03,2024,A,,,
WPG,240303_BUFWPG,2024-03-03,2024,A,,,
PIT,240303_EDMPIT,2024-03-03,2024,A,,,
NJD,240303_LAKNJD,2024-03-03,2024,A,,,
SJS,240303_MINSJS,2024-03-03,2024,A,,,
ARI,240303_WSHARI,2024-03-03,2024,A,,,
VGK,240304_CBJVGK,2024-03-04,2024,A,,,
SEA,240304_CGYSEA,2024-03-04,2024,A,,,
CHI,240304_COLCHI,2024-03-04,2024,A,,,
FLA,240304_NYRFLA,2024-03-04,2024,A,,,
STL,240304_PHISTL,2024-03-04,2024,A,,,
BOS,240304_TORBOS,2024-03-04,2024,A,,,
CHI,240305_ARICHI,2024-03-05,2024,A,,,
EDM,240305_BOSEDM,2024-03-05,2024,A,,,
VAN,240305_LAKVAN,2024-03-05,2024,A,,,
FLA,240305_NJDFLA,2024-03-05,2024,A,,,
MTL,240305_NSHMTL,2024-03-05,2024,A,,,
STL,240305_NYISTL,2024-03-05,2024,A,,,
CBJ,240305_PITCBJ,2024-03-05,2024,A,,,
DAL,240305_SJSDAL,2024-03-05,2024,A,,,
SEA,240305_WPGSEA,2024-03-05,2024,A,,,
OTT,240306_ANAOTT,2024-03-06,2024,A,,,
DET,240306_COLDET,2024-03-06,2024,A,,,
BUF,240306_TORBUF,2024-03-06,2024,A,,,
MIN,240307_ARIMIN,2024-03-07,2024,A,,,
TOR,240307_BOSTOR,2024-03-07,2024,A,,,
MTL,240307_CARMTL,2024-03-07,2024,A,,,
EDM,240307_CBJEDM,2024-03-07,2024,A,,,
PHI,240307_FLAPHI,2024-03-07,2024,A,,,
OTT,240307_LAKOTT,2024-03-07,2024,A,,,
STL,240307_NJDSTL,2024-03-07,2024,A,,,
BUF,240307_NSHBUF,2024-03-07,2024,A,,,
WSH,240307_PITWSH,2024-03-07,2024,A,,,
NYI,240307_SJSNYI,2024-03-07,2024,A,,,
CGY,240307_TBLCGY,2024-03-07,2024,A,,,
VAN,240307_VGKVAN,2024-03-07,2024,A,,,
DAL,240308_ANADAL,2024-03-08,2024,A,,,
DET,240308_ARIDET,2024-03-08,2024,A,,,
MIN,240308_COLMIN,2024-03-08,2024,A,,,
WPG,240308_SEAWPG,2024-03-08,2024,A,,,
PIT,240309_BOSPIT,2024-03-09,2024,A,,,
EDM,240309_BUFEDM,2024-03-09,2024,A,,,
NSH,240309_CBJNSH,2024-03-09,2024,A,,,
CGY,240309_FLACGY,2024-03-09,2024,A,,,
DAL,240309_LAKDAL,2024-03-09,2024,A,,,
TOR,240309_MTLTOR,2024-03-09,2024,A,,,
CAR,240309_NJDCAR,2024-03-09,2024,A,,,
STL,240309_NYRSTL,2024-03-09,2024,A,,,
OTT,240309_SJSOTT,2024-03-09,2024,A,,,
PHI,240309_TBLPHI,2024-03-09,2024,A,,,
WPG,240309_VANWPG,2024-03-09,2024,A,,,
DET,240309_VGKDET,2024-03-09,2024,A,,,
CHI,240309_WSHCHI,2024-03-09,2024,A,,,
NYI,240310_ANANYI,2024-03-10,2024,A,,,
CGY,240310_CARCGY,2024-03-10,2024,A,,,
ARI,240310_CHIARI,2024-03-10,2024,A,,,
NSH,240310_MINNSH,2024-03-10,2024,A,,,
EDM,240310_PITEDM,2024-03-10,2024,A,,,
STL,240311_BOSSTL,2024-03-11,2024,A,,,
NYI,240311_LAKNYI,2024-03-11,2024,A,,,
NJD,240311_NYRNJD,2024-03-11,2024,A,,,
WSH,240311_WPGWSH,2024-03-11,2024,A,,,
DET,240312_BUFDET,2024-03-12,2024,A,,,
NYR,240312_CARNYR,2024-03-12,2024,A,,,
COL,240312_CGYCOL,2024-03-12,2024,A,,,
ANA,240312_CHIANA,2024-03-12,2024,A,,,
FLA,240312_DALFLA,2024-03-12,2024,A,,,
ARI,240312_MINARI,2024-03-12,2024,A,,,
CBJ,240312_MTLCBJ,2024-03-12,2024,A,,,
PIT,240312_OTTPIT,2024-03-12,2024,A,,,
SJS,240312_PHISJS,2024-03-12,2024,A,,,
VGK,240312_SEAVGK,2024-03-12,2024,A,,,
WSH,240313_EDMWSH,2024-03-13,2024,A,,,
LAK,240313_STLLAK,2024-03-13,2024,A,,,
COL,240313_VANCOL,2024-03-13,2024,A,,,
NSH,240313_WPGNSH,2024-03-13,2024,A,,,
NYI,240314_BUFNYI,2024-03-14,2024,A,,,
FLA,240314_CARFLA,2024-03-14,2024,A,,,
OTT,240314_CBJOTT,2024-03-14,2024,A,,,
VGK,240314_CGYVGK,2024-03-14,2024,A,,,
NJD,240314_DALNJD,2024-03-14,2024,A,,,
ARI,240314_DETARI,2024-03-14,2024,A,,,
ANA,240314_MINANA,2024-03-14,2024,A,,,
BOS,240314_MTLBOS,2024-03-14,2024,A,,,
TOR,240314_PHITOR,2024-03-14,2024,A,,,
SJS,240314_PITSJS,2024-03-14,2024,A,,,
WSH,240314_SEAWSH,2024-03-14,2024,A,,,
NYR,240314_TBLNYR,2024-03-14,2024,A,,,
LAK,240315_CHILAK,2024-03-15,2024,A,,,
ANA,240315_WPGANA,2024-03-15,2024,A,,,
NJD,240316_ARINJD,2024-03-16,2024,A,,,
PHI,240316_BOSPHI,2024-03-16,2024,A,,,
SJS,240316_CBJSJS,2024-03-16,2024,A,,,
MTL,240316_CGYMTL,2024-03-16,2024,A,,,
LAK,240316_DALLAK,2024-03-16,2024,A,,,
BUF,240316_DETBUF,2024-03-16,2024,A,,,
COL,240316_EDMCOL,2024-03-16,2024,A,,,
TBL,240316_FLATBL,2024-03-16,2024,A,,,
OTT,240316_NYIOTT,2024-03-16,2024,A,,,
NYR,240316_PITNYR,2024-03-16,2024,A,,,
NSH,240316_SEANSH,2024-03-16,2024,A,,,
MIN,240316_STLMIN,2024-03-16,2024,A,,,
CAR,240316_TORCAR,2024-03-16,2024,A,,,
WSH,240316_VANWSH,2024-03-16,2024,A,,,
WPG,240317_CBJWPG,2024-03-17,2024,A,,,
SJS,240317_CHISJS,2024-03-17,2024,A,,,
NYI,240317_NYRNYI,2024-03-17,2024,A,,,
CAR,240317_OTTCAR,2024-03-17,2024,A,,,
DET,240317_PITDET,2024-03-17,2024,A,,,
ANA,240317_STLANA,2024-03-17,2024,A,,,
NJD,240317_VGKNJD,2024-03-17,2024,A,,,
WSH,240318_CGYWSH,2024-03-18,2024,A,,,
BUF,240318_SEABUF,2024-03-18,2024,A,,,
MIN,240319_ANAMIN,2024-03-19,2024,A,,,
OTT,240319_BOSOTT,2024-03-19,2024,A,,,
CBJ,240319_DETCBJ,2024-03-19,2024,A,,,
MTL,240319_EDMMTL,2024-03-19,2024,A,,,
CHI,240319_LAKCHI,2024-03-19,2024,A,,,
PIT,240319_NJDPIT,2024-03-19,2024,A,,,
SJS,240319_NSHSJS,2024-03-19,2024,A,,,
CAR,240319_NYICAR,2024-03-19,2024,A,,,
WPG,240319_NYRWPG,2024-03-19,2024,A,,,
TOR,240319_PHITOR,2024-03-19,2024,A,,,
COL,240319_STLCOL,2024-03-19,2024,A,,,
BUF,240319_VANBUF,2024-03-19,2024,A,,,
TBL,240319_VGKTBL,2024-03-19,2024,A,,,
ARI,240320_DALARI,2024-03-20,2024,A,,,
MIN,240320_LAKMIN,2024-03-20,2024,A,,,
TOR,240320_WSHTOR,2024-03-20,2024,A,,,
CHI,240321_ANACHI,2024-03-21,2024,A,,,
NYR,240321_BOSNYR,2024-03-21,2024,A,,,
PHI,240321_CARPHI,2024-03-21,2024,A,,,
NYI,240321_DETNYI,2024-03-21,2024,A,,,
BUF,240321_EDMBUF,2024-03-21,2024,A,,,
NSH,240321_FLANSH,2024-03-21,2024,A,,,
WPG,240321_NJDWPG,2024-03-21,2024,A,,,
STL,240321_OTTSTL,2024-03-21,2024,A,,,
TBL,240321_SJSTBL,2024-03-21,2024,A,,,
MTL,240321_VANMTL,2024-03-21,2024,A,,,
SEA,240321_VGKSEA,2024-03-21,2024,A,,,
SEA,240322_ARISEA,2024-03-22,2024,A,,,
CBJ,240322_COLCBJ,2024-03-22,2024,A,,,
PIT,240322_DALPIT,2024-03-22,2024,A,,,
CAR,240322_WSHCAR,2024-03-22,2024,A,,,
TBL,240323_LAKTBL,2024-03-23,2024,A,,,
STL,240323_MINSTL,2024-03-23,2024,A,,,
OTT,240323_NJDOTT,2024-03-23,2024,A,,,
DET,240323_NSHDET,2024-03-23,2024,A,,,
WPG,240323_NYIWPG,2024-03-23,2024,A,,,
FLA,240323_NYRFLA,2024-03-23,2024,A,,,
BOS,240323_PHIBOS,2024-03-23,2024,A,,,
CHI,240323_SJSCHI,2024-03-23,2024,A,,,
EDM,240323_TOREDM,2024-03-23,2024,A,,,
CGY,240323_VANCGY,2024-03-23,2024,A,,,
CBJ,240323_VGKCBJ,2024-03-23,2024,A,,,
TBL,240324_ANATBL,2024-03-24,2024,A,,,
DAL,240324_ARIDAL,2024-03-24,2024,A,,,
TOR,240324_CARTOR,2024-03-24,2024,A,,,
BUF,240324_CGYBUF,2024-03-24,2024,A,,,
PIT,240324_COLPIT,2024-03-24,2024,A,,,
NJD,240324_NYINJD,2024-03-24,2024,A,,,
EDM,240324_OTTEDM,2024-03-24,2024,A,,,
FLA,240324_PHIFLA,2024-03-24,2024,A,,,
MTL,240324_SEAMTL,2024-03-24,2024,A,,,
WPG,240324_WSHWPG,2024-03-24,2024,A,,,
VGK,240325_STLVGK,2024-03-25,2024,A,,,
LAK,240325_VANLAK,2024-03-25,2024,A,,,
CBJ,240326_ARICBJ,2024-03-26,2024,A,,,
CGY,240326_CHICGY,2024-03-26,2024,A,,,
MTL,240326_COLMTL,2024-03-26,2024,A,,,
BOS,240326_FLABOS,2024-03-26,2024,A,,,
VGK,240326_NSHVGK,2024-03-26,2024,A,,,
PHI,240326_NYRPHI,2024-03-26,2024,A,,,
CAR,240326_PITCAR,2024-03-26,2024,A,,,
ANA,240326_SEAANA,2024-03-26,2024,A,,,
DAL,240326_SJSDAL,2024-03-26,2024,A,,,
NJD,240326_TORNJD,2024-03-26,2024,A,,,
EDM,240326_WPGEDM,2024-03-26,2024,A,,,
DET,240326_WSHDET,2024-03-26,2024,A,,,
OTT,240327_BUFOTT,2024-03-27,2024,A,,,
BOS,240327_TBLBOS,2024-03-27,2024,A,,,
NSH,240328_ARINSH,2024-03-28,2024,A,,,
DET,240328_CARDET,2024-03-28,2024,A,,,
NYR,240328_COLNYR,2024-03-28,2024,A,,,
LAK,240328_EDMLAK,2024-03-28,2024,A,,,
NYI,240328_FLANYI,2024-03-28,2024,A,,,
SJS,240328_MINSJS,2024-03-28,2024,A,,,
PHI,240328_MTLPHI,2024-03-28,2024,A,,,
CHI,240328_OTTCHI,2024-03-28,2024,A,,,
CBJ,240328_PITCBJ,2024-03-28,2024,A,,,
ANA,240328_SEAANA,2024-03-28,2024,A,,,
CGY,240328_STLCGY,2024-03-28,2024,A,,,
WSH,240328_TORWSH,2024-03-28,2024,A,,,
DAL,240328_VANDAL,2024-03-28,2024,A,,,
VGK,240328_WPGVGK,2024-03-28,2024,A,,,
NJD,240329_BUFNJD,2024-03-29,2024,A,,,
NYR,240330_ARINYR,2024-03-30,2024,A,,,
TOR,240330_BUFTOR,2024-03-30,2024,A,,,
PIT,240330_CBJPIT,2024-03-30,2024,A,,,
LAK,240330_CGYLAK,2024-03-30,2024,A,,,
NSH,240330_COLNSH,2024-03-30,2024,A,,,
ANA,240330_EDMANA,2024-03-30,2024,A,,,
DET,240330_FLADET,2024-03-30,2024,A,,,
VGK,240330_MINVGK,2024-03-30,2024,A,,,
CAR,240330_MTLCAR,2024-03-30,2024,A,,,
CHI,240330_PHICHI,2024-03-30,2024,A,,,
DAL,240330_SEADAL,2024-03-30,2024,A,,,
SJS,240330_STLSJS,2024-03-30,2024,A,,,
NYI,240330_TBLNYI,2024-03-30,2024,A,,,
OTT,240330_WPGOTT,2024-03-30,2024,A,,,
BOS,240330_WSHBOS,2024-03-30,2024,A,,,
ANA,240331_VANANA,2024-03-31,2024,A,,,
COL,240401_CBJCOL,2024-04-01,2024,A,,,
PIT,240401_NYRPIT,2024-04-01,2024,A,,,
NYI,240401_PHINYI,2024-04-01,2024,A,,,
SEA,240401_SJSSEA,2024-04-01,2024,A,,,
EDM,240401_STLEDM,2024-04-01,2024,A,,,
DET,240401_TBLDET,2024-04-01,2024,A,,,
FLA,240401_TORFLA,2024-04-01,2024,A,,,
LAK,240401_WPGLAK,2024-04-01,2024,A,,,
WSH,240402_BUFWSH,2024-04-02,2024,A,,,
ANA,240402_CGYANA,2024-04-02,2024,A,,,
OTT,240402_MINOTT,2024-04-02,2024,A,,,
FLA,240402_MTLFLA,2024-04-02,2024,A,,,
PIT,240402_NJDPIT,2024-04-02,2024,A,,,
BOS,240402_NSHBOS,2024-04-02,2024,A,,,
CHI,240402_NYICHI,2024-04-02,2024,A,,,
VAN,240402_VGKVAN,2024-04-02,2024,A,,,
VAN,240403_ARIVAN,2024-04-03,2024,A,,,
EDM,240403_DALEDM,2024-04-03,2024,A,,,
SEA,240403_LAKSEA,2024-04-03,2024,A,,,
NJD,240403_NYRNJD,2024-04-03,2024,A,,,
TBL,240403_TORTBL,2024-04-03,2024,A,,,
BOS,240404_CARBOS,2024-04-04,2024,A,,,
NYI,240404_CBJNYI,2024-04-04,2024,A,,,
COL,240404_MINCOL,2024-04-04,2024,A,,,
TBL,240404_MTLTBL,2024-04-04,2024,A,,,
STL,240404_NSHSTL,2024-04-04,2024,A,,,
FLA,240404_OTTFLA,2024-04-04,2024,A,,,
LAK,240404_SJSLAK,2024-04-04,2024,A,,,
CGY,240404_WPGCGY,2024-04-04,2024,A,,,
PIT,240404_WSHPIT,2024-04-04,2024,A,,,
SEA,240405_ANASEA,2024-04-05,2024,A,,,
VGK,240405_ARIVGK,2024-04-05,2024,A,,,
PHI,240405_BUFPHI,2024-04-05,2024,A,,,
WSH,240405_CARWSH,2024-04-05,2024,A,,,
NYR,240405_DETNYR,2024-04-05,2024,A,,,
COL,240405_EDMCOL,2024-04-05,2024,A,,,
FLA,240406_BOSFLA,2024-04-06,2024,A,,,
PHI,240406_CBJPHI,2024-04-06,2024,A,,,
EDM,240406_CGYEDM,2024-04-06,2024,A,,,
DAL,240406_CHIDAL,2024-04-06,2024,A,,,
VAN,240406_LAKVAN,2024-04-06,2024,A,,,
WPG,240406_MINWPG,2024-04-06,2024,A,,,
TOR,240406_MTLTOR,2024-04-06,2024,A,,,
NSH,240406_NYINSH,2024-04-06,2024,A,,,
NJD,240406_OTTNJD,2024-04-06,2024,A,,,
TBL,240406_PITTBL,2024-04-06,2024,A,,,
STL,240406_SJSSTL,2024-04-06,2024,A,,,
STL,240407_ANASTL,2024-04-07,2024,A,,,
CBJ,240407_CARCBJ,2024-04-07,2024,A,,,
MIN,240407_CHIMIN,2024-04-07,2024,A,,,
DAL,240407_COLDAL,2024-04-07,2024,A,,,
BUF,240407_DETBUF,2024-04-07,2024,A,,,
NSH,240407_NJDNSH,2024-04-07,2024,A,,,
MTL,240407_NYRMTL,2024-04-07,2024,A,,,
ARI,240407_SJSARI,2024-04-07,2024,A,,,
OTT,240407_WSHOTT,2024-04-07,2024,A,,,
PIT,240408_TORPIT,2024-04-08,2024,A,,,
VGK,240408_VANVGK,2024-04-08,2024,A,,,
LAK,240409_ANALAK,2024-04-09,2024,A,,,
CAR,240409_BOSCAR,2024-04-09,2024,A,,,
MIN,240409_COLMIN,2024-04-09,2024,A,,,
BUF,240409_DALBUF,2024-04-09,2024,A,,,
WSH,240409_DETWSH,2024-04-09,2024,A,,,
OTT,240409_FLAOTT,2024-04-09,2024,A,,,
PHI,240409_MTLPHI,2024-04-09,2024,A,,,
TOR,240409_NJDTOR,2024-04-09,2024,A,,,
WPG,240409_NSHWPG,2024-04-09,2024,A,,,
NYR,240409_NYINYR,2024-04-09,2024,A,,,
ARI,240409_SEAARI,2024-04-09,2024,A,,,
CGY,240409_SJSCGY,2024-04-09,2024,A,,,
CBJ,240409_TBLCBJ,2024-04-09,2024,A,,,
VGK,240410_EDMVGK,2024-04-10,2024,A,,,
CHI,240410_STLCHI,2024-04-10,2024,A,,,
ARI,240410_VANARI,2024-04-10,2024,A,,,
WSH,240411_BUFWSH,2024-04-11,2024,A,,,
WPG,240411_DALWPG,2024-04-11,2024,A,,,
CBJ,240411_FLACBJ,2024-04-11,2024,A,,,
CGY,240411_LAKCGY,2024-04-11,2024,A,,,
MTL,240411_NYIMTL,2024-04-11,2024,A,,,
PHI,240411_NYRPHI,2024-04-11,2024,A,,,
DET,240411_PITDET,2024-04-11,2024,A,,,
SJS,240411_SEASJS,2024-04-11,2024,A,,,
OTT,240411_TBLOTT,2024-04-11,2024,A,,,
NJD,240411_TORNJD,2024-04-11,2024,A,,,
CGY,240412_ANACGY,2024-04-12,2024,A,,,
NSH,240412_CHINSH,2024-04-12,2024,A,,,
ARI,240412_EDMARI,2024-04-12,2024,A,,,
CAR,240412_STLCAR,2024-04-12,2024,A,,,
MIN,240412_VGKMIN,2024-04-12,2024,A,,,
WPG,240413_COLWPG,2024-04-13,2024,A,,,
SEA,240413_DALSEA,2024-04-13,2024,A,,,
VAN,240413_EDMVAN,2024-04-13,2024,A,,,
BUF,240413_FLABUF,2024-04-13,2024,A,,,
ANA,240413_LAKANA,2024-04-13,2024,A,,,
CBJ,240413_NSHCBJ,2024-04-13,2024,A,,,
NYI,240413_NYRNYI,2024-04-13,2024,A,,,
MTL,240413_OTTMTL,2024-04-13,2024,A,,,
NJD,240413_PHINJD,2024-04-13,2024,A,,,
BOS,240413_PITBOS,2024-04-13,2024,A,,,
MIN,240413_SJSMIN,2024-04-13,2024,A,,,
DET,240413_TORDET,2024-04-13,2024,A,,,
TBL,240413_WSHTBL,2024-04-13,2024,A,,,
ARI,240414_CGYARI,2024-04-14,2024,A,,,
CAR,240414_CHICAR,2024-04-14,2024,A,,,
SEA,240414_STLSEA,2024-04-14,2024,A,,,
COL,240414_VGKCOL,2024-04-14,2024,A,,,
MTL,240415_DETMTL,2024-04-15,2024,A,,,
SJS,240415_EDMSJS,2024-04-15,2024,A,,,
MIN,240415_LAKMIN,2024-04-15,2024,A,,,
NYI,240415_NJDNYI,2024-04-15,2024,A,,,
OTT,240415_NYROTT,2024-04-15,2024,A,,,
NSH,240415_PITNSH,2024-04-15,2024,A,,,
BUF,240415_TBLBUF,2024-04-15,2024,A,,,
BOS,240415_WSHBOS,2024-04-15,2024,A,,,
OTT,240416_BOSOTT,2024-04-16,2024,A,,,
CAR,240416_CBJCAR,2024-04-16,2024,A,,,
TOR,240416_FLATOR,2024-04-16,2024,A,,,
DET,240416_MTLDET,2024-04-16,2024,A,,,
WSH,240416_PHIWSH,2024-04-16,2024,A,,,
CGY,240416_VANCGY,2024-04-16,2024,A,,,
CHI,240416_VGKCHI,2024-04-16,2024,A,,,
SEA,240416_WPGSEA,2024-04-16,2024,A,,,
EDM,240417_ARIEDM,2024-04-17,2024,A,,,
STL,240417_DALSTL,2024-04-17,2024,A,,,
PIT,240417_NYIPIT,2024-04-17,2024,A,,,
TOR,240417_TBLTOR,2024-04-17,2024,A,,,
SJS,240418_CGYSJS,2024-04-18,2024,A,,,
EDM,240418_COLEDM,2024-04-18,2024,A,,,
CHI,240418_LAKCHI,2024-04-18,2024,A,,,
SEA,240418_MINSEA,2024-04-18,2024,A,,,
ANA,240418_VGKANA,2024-04-18,2024,A,,,
VAN,240418_WPGVAN,2024-04-18,2024,A,,,
