team,game_id,date,season,location,G,OT_status,win_flag
CAR,221210_NYICAR,2022-12-10,2023,A,3,,1
BUF,221210_PITBUF,2022-12-10,2023,A,1,,0
FLA,221210_TBLFLA,2022-12-10,2023,A,1,,0
CGY,221210_TORCGY,2022-12-10,2023,A,4,OT,0
MIN,221210_VANMIN,2022-12-10,2023,A,3,,1
PHI,221211_ARIPHI,2022-12-11,2023,A,4,OT,0
LAK,221211_CBJLAK,2022-12-11,2023,A,5,OT,0
SEA,221211_FLASEA,2022-12-11,2023,A,5,,1
COL,221211_STLCOL,2022-12-11,2023,A,3,OT,1
BOS,221211_VGKBOS,2022-12-11,2023,A,3,,1
WSH,221211_WPGWSH,2022-12-11,2023,A,5,,1
EDM,221212_MINEDM,2022-12-12,2023,A,1,,0
CGY,221212_MTLCGY,2022-12-12,2023,A,1,SO,0
NJD,221212_NYRNJD,2022-12-12,2023,A,3,OT,0
ANA,221212_OTTANA,2022-12-12,2023,A,0,,0
DAL,221212_PITDAL,2022-12-12,2023,A,1,,0
NSH,221212_STLNSH,2022-12-12,2023,A,0,OT,0
NYI,221213_BOSNYI,2022-12-13,2023,A,3,SO,0
LAK,221213_BUFLAK,2022-12-13,2023,A,0,,0
WSH,221213_CHIWSH,2022-12-13,2023,A,7,,1
PHI,221213_COLPHI,2022-12-13,2023,A,2,,0
CAR,221213_DETCAR,2022-12-13,2023,A,1,,1
CBJ,221213_FLACBJ,2022-12-13,2023,A,0,,0
DAL,221213_NJDDAL,2022-12-13,2023,A,4,,1
EDM,221213_NSHEDM,2022-12-13,2023,A,6,,1
ARI,221213_SJSARI,2022-12-13,2023,A,2,,0
SEA,221213_TBLSEA,2022-12-13,2023,A,2,,0
ANA,221213_TORANA,2022-12-13,2023,A,0,,0
VGK,221213_WPGVGK,2022-12-13,2023,A,6,,1
VAN,221214_CGYVAN,2022-12-14,2023,A,4,SO,1
DET,221214_MINDET,2022-12-14,2023,A,1,,0
MTL,221214_OTTMTL,2022-12-14,2023,A,2,,0
LAK,221215_BOSLAK,2022-12-15,2023,A,3,SO,1
SEA,221215_CARSEA,2022-12-15,2023,A,2,,0
VGK,221215_CHIVGK,2022-12-15,2023,A,4,,1
BUF,221215_COLBUF,2022-12-15,2023,A,4,,1
STL,221215_EDMSTL,2022-12-15,2023,A,4,SO,1
PIT,221215_FLAPIT,2022-12-15,2023,A,4,,1
ANA,221215_MTLANA,2022-12-15,2023,A,5,,1
PHI,221215_NJDPHI,2022-12-15,2023,A,2,,1
TOR,221215_NYRTOR,2022-12-15,2023,A,1,,0
CBJ,221215_TBLCBJ,2022-12-15,2023,A,1,,0
NSH,221215_WPGNSH,2022-12-15,2023,A,1,OT,0
DAL,221215_WSHDAL,2022-12-15,2023,A,2,,1
NYI,221216_ARINYI,2022-12-16,2023,A,4,,0
STL,221216_CGYSTL,2022-12-16,2023,A,5,,1
CHI,221216_MINCHI,2022-12-16,2023,A,1,,0
BUF,221217_ARIBUF,2022-12-17,2023,A,5,,1
CBJ,221217_BOSCBJ,2022-12-17,2023,A,2,,0
DAL,221217_CARDAL,2022-12-17,2023,A,4,OT,0
NSH,221217_COLNSH,2022-12-17,2023,A,1,,0
OTT,221217_DETOTT,2022-12-17,2023,A,6,,1
ANA,221217_EDMANA,2022-12-17,2023,A,4,,1
SJS,221217_LAKSJS,2022-12-17,2023,A,2,SO,0
TBL,221217_MTLTBL,2022-12-17,2023,A,5,,1
FLA,221217_NJDFLA,2022-12-17,2023,A,4,,1
NYR,221217_PHINYR,2022-12-17,2023,A,6,,1
WPG,221217_VANWPG,2022-12-17,2023,A,5,,1
NYI,221217_VGKNYI,2022-12-17,2023,A,5,,1
TOR,221217_WSHTOR,2022-12-17,2023,A,2,,0
PIT,221218_CARPIT,2022-12-18,2023,A,2,,0
NYR,221218_CHINYR,2022-12-18,2023,A,7,,1
OTT,221218_MINOTT,2022-12-18,2023,A,2,,0
WPG,221218_SEAWPG,2022-12-18,2023,A,2,,0
CGY,221218_SJSCGY,2022-12-18,2023,A,5,,1
MTL,221219_ARIMTL,2022-12-19,2023,A,3,OT,1
FLA,221219_BOSFLA,2022-12-19,2023,A,3,,0
DAL,221219_CBJDAL,2022-12-19,2023,A,2,,1
NYI,221219_COLNYI,2022-12-19,2023,A,0,SO,0
EDM,221219_NSHEDM,2022-12-19,2023,A,3,OT,0
STL,221219_VANSTL,2022-12-19,2023,A,5,,1
BUF,221219_VGKBUF,2022-12-19,2023,A,3,,1
DET,221219_WSHDET,2022-12-19,2023,A,3,OT,0
NJD,221220_CARNJD,2022-12-20,2023,A,1,,0
ANA,221220_LAKANA,2022-12-20,2023,A,1,,0
CBJ,221220_PHICBJ,2022-12-20,2023,A,3,,0
NYR,221220_PITNYR,2022-12-20,2023,A,2,,0
STL,221220_SEASTL,2022-12-20,2023,A,2,,0
CGY,221220_SJSCGY,2022-12-20,2023,A,7,,1
TBL,221220_TORTBL,2022-12-20,2023,A,1,,0
OTT,221220_WPGOTT,2022-12-20,2023,A,1,,0
MIN,221221_ANAMIN,2022-12-21,2023,A,4,,1
NSH,221221_CHINSH,2022-12-21,2023,A,4,,1
MTL,221221_COLMTL,2022-12-21,2023,A,1,OT,0
EDM,221221_DALEDM,2022-12-21,2023,A,6,,1
TBL,221221_DETTBL,2022-12-21,2023,A,4,,0
NJD,221221_FLANJD,2022-12-21,2023,A,4,,1
ARI,221221_VGKARI,2022-12-21,2023,A,2,,0
WPG,221222_BOSWPG,2022-12-22,2023,A,2,,0
CGY,221222_LAKCGY,2022-12-22,2023,A,3,OT,0
NYI,221222_NYRNYI,2022-12-22,2023,A,3,,0
WSH,221222_OTTWSH,2022-12-22,2023,A,3,OT,1
CAR,221222_PITCAR,2022-12-22,2023,A,4,OT,1
MIN,221222_SJSMIN,2022-12-22,2023,A,2,,0
PHI,221222_TORPHI,2022-12-22,2023,A,3,,0
SEA,221222_VANSEA,2022-12-22,2023,A,5,SO,0
CGY,221223_ANACGY,2022-12-23,2023,A,3,OT,1
LAK,221223_ARILAK,2022-12-23,2023,A,1,SO,0
PHI,221223_CARPHI,2022-12-23,2023,A,5,,0
CBJ,221223_CHICBJ,2022-12-23,2023,A,2,,0
MTL,221223_DALMTL,2022-12-23,2023,A,2,,0
VAN,221223_EDMVAN,2022-12-23,2023,A,5,,1
BOS,221223_NJDBOS,2022-12-23,2023,A,4,,1
COL,221223_NSHCOL,2022-12-23,2023,A,3,OT,1
FLA,221223_NYIFLA,2022-12-23,2023,A,1,,0
STL,221223_VGKSTL,2022-12-23,2023,A,4,SO,0
WPG,221223_WSHWPG,2022-12-23,2023,A,1,,0
COL,221227_ARICOL,2022-12-27,2023,A,3,,0
CHI,221227_CARCHI,2022-12-27,2023,A,0,,0
EDM,221227_CGYEDM,2022-12-27,2023,A,2,,1
VGK,221227_LAKVGK,2022-12-27,2023,A,2,,0
DAL,221227_NSHDAL,2022-12-27,2023,A,3,,1
PIT,221227_NYIPIT,2022-12-27,2023,A,1,,0
WSH,221227_NYRWSH,2022-12-27,2023,A,4,,1
BOS,221227_OTTBOS,2022-12-27,2023,A,2,SO,0
TOR,221227_STLTOR,2022-12-27,2023,A,5,OT,1
SJS,221227_VANSJS,2022-12-27,2023,A,2,,0
MIN,221227_WPGMIN,2022-12-27,2023,A,4,,1
VGK,221228_ANAVGK,2022-12-28,2023,A,2,SO,0
BOS,221228_NJDBOS,2022-12-28,2023,A,3,,1
DET,221228_PITDET,2022-12-28,2023,A,5,OT,1
CGY,221228_SEACGY,2022-12-28,2023,A,3,,1
MTL,221228_TBLMTL,2022-12-28,2023,A,1,,0
TOR,221229_ARITOR,2022-12-29,2023,A,3,,0
DET,221229_BUFDET,2022-12-29,2023,A,3,,0
LAK,221229_COLLAK,2022-12-29,2023,A,5,SO,1
MTL,221229_FLAMTL,2022-12-29,2023,A,2,,0
DAL,221229_MINDAL,2022-12-29,2023,A,4,,1
CBJ,221229_NYICBJ,2022-12-29,2023,A,1,,0
PHI,221229_SJSPHI,2022-12-29,2023,A,4,OT,1
CHI,221229_STLCHI,2022-12-29,2023,A,1,,0
NYR,221229_TBLNYR,2022-12-29,2023,A,1,SO,0
VAN,221229_WPGVAN,2022-12-29,2023,A,2,,0
OTT,221229_WSHOTT,2022-12-29,2023,A,4,OT,1
NSH,221230_ANANSH,2022-12-30,2023,A,6,,1
FLA,221230_CARFLA,2022-12-30,2023,A,0,,0
NJD,221230_PITNJD,2022-12-30,2023,A,4,,1
EDM,221230_SEAEDM,2022-12-30,2023,A,7,,1
BUF,221231_BOSBUF,2022-12-31,2023,A,4,OT,1
CHI,221231_CBJCHI,2022-12-31,2023,A,1,,0
VAN,221231_CGYVAN,2022-12-31,2023,A,2,,0
TOR,221231_COLTOR,2022-12-31,2023,A,6,,1
SJS,221231_DALSJS,2022-12-31,2023,A,2,,0
OTT,221231_DETOTT,2022-12-31,2023,A,2,,0
WPG,221231_EDMWPG,2022-12-31,2023,A,2,,1
PHI,221231_LAKPHI,2022-12-31,2023,A,4,,1
MIN,221231_STLMIN,2022-12-31,2023,A,5,,1
ARI,221231_TBLARI,2022-12-31,2023,A,3,,0
NSH,221231_VGKNSH,2022-12-31,2023,A,4,OT,0
MTL,221231_WSHMTL,2022-12-31,2023,A,2,,0
SJS,230101_CHISJS,2023-01-01,2023,A,5,,1
NYR,230101_FLANYR,2023-01-01,2023,A,5,,1
CAR,230101_NJDCAR,2023-01-01,2023,A,5,SO,1
BUF,230101_OTTBUF,2023-01-01,2023,A,1,,0
NYI,230101_SEANYI,2023-01-01,2023,A,1,,0
PHI,230102_ANAPHI,2023-01-02,2023,A,4,,1
PIT,230102_BOSPIT,2023-01-02,2023,A,1,,0
VGK,230102_COLVGK,2023-01-02,2023,A,3,,1
TBL,230103_CHITBL,2023-01-03,2023,A,4,,1
SEA,230103_EDMSEA,2023-01-03,2023,A,5,,1
ARI,230103_FLAARI,2023-01-03,2023,A,3,,0
DAL,230103_LAKDAL,2023-01-03,2023,A,2,,0
MTL,230103_NSHMTL,2023-01-03,2023,A,3,,0
CAR,230103_NYRCAR,2023-01-03,2023,A,3,,0
CBJ,230103_OTTCBJ,2023-01-03,2023,A,0,,0
STL,230103_TORSTL,2023-01-03,2023,A,6,SO,1
NYI,230103_VANNYI,2023-01-03,2023,A,6,,1
CGY,230103_WPGCGY,2023-01-03,2023,A,2,,0
BUF,230103_WSHBUF,2023-01-03,2023,A,5,OT,1
DAL,230104_ANADAL,2023-01-04,2023,A,0,,0
NJD,230104_DETNJD,2023-01-04,2023,A,5,,1
TBL,230104_MINTBL,2023-01-04,2023,A,1,,0
NSH,230105_CARNSH,2023-01-05,2023,A,5,,1
WSH,230105_CBJWSH,2023-01-05,2023,A,6,,1
NYI,230105_EDMNYI,2023-01-05,2023,A,2,,0
BOS,230105_LAKBOS,2023-01-05,2023,A,5,,1
NYR,230105_MTLNYR,2023-01-05,2023,A,4,,1
STL,230105_NJDSTL,2023-01-05,2023,A,5,,1
ARI,230105_PHIARI,2023-01-05,2023,A,2,,0
SEA,230105_TORSEA,2023-01-05,2023,A,5,,1
COL,230105_VANCOL,2023-01-05,2023,A,2,,0
PIT,230105_VGKPIT,2023-01-05,2023,A,2,,0
SJS,230106_ANASJS,2023-01-06,2023,A,4,OT,0
NYI,230106_CGYNYI,2023-01-06,2023,A,1,,0
ARI,230106_CHIARI,2023-01-06,2023,A,0,,0
FLA,230106_DETFLA,2023-01-06,2023,A,3,,1
TBL,230106_WPGTBL,2023-01-06,2023,A,2,,0
NSH,230106_WSHNSH,2023-01-06,2023,A,3,,1
MIN,230107_BUFMIN,2023-01-07,2023,A,5,OT,0
CAR,230107_CBJCAR,2023-01-07,2023,A,3,SO,0
COL,230107_EDMCOL,2023-01-07,2023,A,3,OT,1
STL,230107_MTLSTL,2023-01-07,2023,A,4,,0
NYR,230107_NJDNYR,2023-01-07,2023,A,3,OT,0
SEA,230107_OTTSEA,2023-01-07,2023,A,8,,1
BOS,230107_SJSBOS,2023-01-07,2023,A,4,,1
DET,230107_TORDET,2023-01-07,2023,A,1,,0
LAK,230107_VGKLAK,2023-01-07,2023,A,5,,1
BOS,230108_ANABOS,2023-01-08,2023,A,7,,1
PIT,230108_ARIPIT,2023-01-08,2023,A,4,,1
CGY,230108_CHICGY,2023-01-08,2023,A,3,OT,0
FLA,230108_DALFLA,2023-01-08,2023,A,1,,0
STL,230108_MINSTL,2023-01-08,2023,A,3,,1
TOR,230108_PHITOR,2023-01-08,2023,A,6,,1
VAN,230108_WPGVAN,2023-01-08,2023,A,4,,0
CBJ,230108_WSHCBJ,2023-01-08,2023,A,0,,0
PHI,230109_BUFPHI,2023-01-09,2023,A,4,,1
EDM,230109_LAKEDM,2023-01-09,2023,A,3,,0
SEA,230109_MTLSEA,2023-01-09,2023,A,4,,1
NSH,230109_OTTNSH,2023-01-09,2023,A,3,,1
SJS,230110_ARISJS,2023-01-10,2023,A,4,,1
SEA,230110_BUFSEA,2023-01-10,2023,A,4,,1
NJD,230110_CARNJD,2023-01-10,2023,A,5,,1
FLA,230110_COLFLA,2023-01-10,2023,A,5,,1
WPG,230110_DETWPG,2023-01-10,2023,A,5,,0
DAL,230110_NYIDAL,2023-01-10,2023,A,2,SO,1
MIN,230110_NYRMIN,2023-01-10,2023,A,3,SO,0
VAN,230110_PITVAN,2023-01-10,2023,A,4,,0
CGY,230110_STLCGY,2023-01-10,2023,A,3,OT,0
CBJ,230110_TBLCBJ,2023-01-10,2023,A,3,,0
EDM,230111_ANAEDM,2023-01-11,2023,A,6,,1
SJS,230111_LAKSJS,2023-01-11,2023,A,3,,0
WSH,230111_PHIWSH,2023-01-11,2023,A,3,,0
NSH,230111_TORNSH,2023-01-11,2023,A,1,,0
OTT,230112_ARIOTT,2023-01-12,2023,A,5,,1
SEA,230112_BOSSEA,2023-01-12,2023,A,3,,1
WPG,230112_BUFWPG,2023-01-12,2023,A,4,,1
CAR,230112_CBJCAR,2023-01-12,2023,A,6,,1
COL,230112_CHICOL,2023-01-12,2023,A,2,,0
TOR,230112_DETTOR,2023-01-12,2023,A,1,,0
NSH,230112_MTLNSH,2023-01-12,2023,A,3,,0
MIN,230112_NYIMIN,2023-01-12,2023,A,3,,1
DAL,230112_NYRDAL,2023-01-12,2023,A,1,OT,0
CGY,230112_STLCGY,2023-01-12,2023,A,4,,1
VAN,230112_TBLVAN,2023-01-12,2023,A,4,,0
FLA,230112_VGKFLA,2023-01-12,2023,A,2,,0
NJD,230113_ANANJD,2023-01-13,2023,A,6,,1
WPG,230113_PITWPG,2023-01-13,2023,A,4,,1
EDM,230113_SJSEDM,2023-01-13,2023,A,7,,1
TOR,230114_BOSTOR,2023-01-14,2023,A,3,,0
PIT,230114_CARPIT,2023-01-14,2023,A,1,,0
SEA,230114_CHISEA,2023-01-14,2023,A,8,,1
OTT,230114_COLOTT,2023-01-14,2023,A,0,,0
CGY,230114_DALCGY,2023-01-14,2023,A,6,,1
CBJ,230114_DETCBJ,2023-01-14,2023,A,4,,1
VAN,230114_FLAVAN,2023-01-14,2023,A,3,,0
NJD,230114_LAKNJD,2023-01-14,2023,A,5,,1
ARI,230114_MINARI,2023-01-14,2023,A,1,,0
BUF,230114_NSHBUF,2023-01-14,2023,A,5,,1
MTL,230114_NYIMTL,2023-01-14,2023,A,1,,0
TBL,230114_STLTBL,2023-01-14,2023,A,4,,1
EDM,230114_VGKEDM,2023-01-14,2023,A,4,,1
PHI,230114_WSHPHI,2023-01-14,2023,A,3,,1
VAN,230115_CARVAN,2023-01-15,2023,A,4,SO,1
MTL,230115_NYRMTL,2023-01-15,2023,A,2,,1
ARI,230115_WPGARI,2023-01-15,2023,A,1,,0
PHI,230116_BOSPHI,2023-01-16,2023,A,0,,0
FLA,230116_BUFFLA,2023-01-16,2023,A,4,,1
NYR,230116_CBJNYR,2023-01-16,2023,A,3,,1
DET,230116_COLDET,2023-01-16,2023,A,3,,0
CGY,230116_NSHCGY,2023-01-16,2023,A,1,,0
WSH,230116_NYIWSH,2023-01-16,2023,A,4,OT,1
ANA,230116_PITANA,2023-01-16,2023,A,3,OT,0
TBL,230116_SEATBL,2023-01-16,2023,A,4,,1
NJD,230116_SJSNJD,2023-01-16,2023,A,4,SO,1
OTT,230116_STLOTT,2023-01-16,2023,A,1,,0
DAL,230116_VGKDAL,2023-01-16,2023,A,4,,1
DET,230117_ARIDET,2023-01-17,2023,A,3,SO,0
BUF,230117_CHIBUF,2023-01-17,2023,A,3,OT,0
SEA,230117_EDMSEA,2023-01-17,2023,A,2,,0
WPG,230117_MTLWPG,2023-01-17,2023,A,1,,0
CBJ,230117_NSHCBJ,2023-01-17,2023,A,1,,0
ANA,230117_PHIANA,2023-01-17,2023,A,2,,0
FLA,230117_TORFLA,2023-01-17,2023,A,4,OT,0
MIN,230117_WSHMIN,2023-01-17,2023,A,4,,1
COL,230118_CGYCOL,2023-01-18,2023,A,4,,1
BOS,230118_NYIBOS,2023-01-18,2023,A,4,,1
PIT,230118_OTTPIT,2023-01-18,2023,A,4,OT,0
DAL,230118_SJSDAL,2023-01-18,2023,A,3,,0
TBL,230118_VANTBL,2023-01-18,2023,A,5,,1
WSH,230119_ARIWSH,2023-01-19,2023,A,4,,1
NYI,230119_BUFNYI,2023-01-19,2023,A,2,OT,0
MIN,230119_CARMIN,2023-01-19,2023,A,2,,0
ANA,230119_CBJANA,2023-01-19,2023,A,5,,1
TBL,230119_EDMTBL,2023-01-19,2023,A,3,,0
DAL,230119_LAKDAL,2023-01-19,2023,A,4,,1
FLA,230119_MTLFLA,2023-01-19,2023,A,6,,1
BOS,230119_NYRBOS,2023-01-19,2023,A,3,,1
CHI,230119_PHICHI,2023-01-19,2023,A,4,,1
NJD,230119_SEANJD,2023-01-19,2023,A,3,OT,0
NSH,230119_STLNSH,2023-01-19,2023,A,2,,0
WPG,230119_TORWPG,2023-01-19,2023,A,1,,0
DET,230119_VGKDET,2023-01-19,2023,A,3,,1
OTT,230120_PITOTT,2023-01-20,2023,A,1,,0
COL,230120_VANCOL,2023-01-20,2023,A,4,,1
ANA,230121_BUFANA,2023-01-21,2023,A,3,,0
SJS,230121_CBJSJS,2023-01-21,2023,A,3,,0
TBL,230121_CGYTBL,2023-01-21,2023,A,3,,0
ARI,230121_DALARI,2023-01-21,2023,A,0,,0
PHI,230121_DETPHI,2023-01-21,2023,A,2,,1
MIN,230121_FLAMIN,2023-01-21,2023,A,3,,0
TOR,230121_MTLTOR,2023-01-21,2023,A,2,OT,0
LAK,230121_NSHLAK,2023-01-21,2023,A,3,,0
CAR,230121_NYICAR,2023-01-21,2023,A,5,,1
WPG,230121_OTTWPG,2023-01-21,2023,A,5,,1
COL,230121_SEACOL,2023-01-21,2023,A,2,SO,1
CHI,230121_STLCHI,2023-01-21,2023,A,5,,1
EDM,230121_VANEDM,2023-01-21,2023,A,4,,1
WSH,230121_VGKWSH,2023-01-21,2023,A,2,,0
VGK,230122_ARIVGK,2023-01-22,2023,A,1,,0
SJS,230122_BOSSJS,2023-01-22,2023,A,0,,0
LAK,230122_CHILAK,2023-01-22,2023,A,2,,1
PIT,230122_NJDPIT,2023-01-22,2023,A,1,OT,0
WPG,230122_PHIWPG,2023-01-22,2023,A,5,,1
CBJ,230123_CGYCBJ,2023-01-23,2023,A,3,OT,0
BUF,230123_DALBUF,2023-01-23,2023,A,3,OT,1
FLA,230123_NYRFLA,2023-01-23,2023,A,2,,0
NYI,230123_TORNYI,2023-01-23,2023,A,2,,0
ANA,230124_ARIANA,2023-01-24,2023,A,5,,1
WSH,230124_COLWSH,2023-01-24,2023,A,2,,0
SJS,230124_DETSJS,2023-01-24,2023,A,2,OT,0
BOS,230124_MTLBOS,2023-01-24,2023,A,4,,1
VGK,230124_NJDVGK,2023-01-24,2023,A,2,OT,0
WPG,230124_NSHWPG,2023-01-24,2023,A,1,,0
LAK,230124_PHILAK,2023-01-24,2023,A,4,OT,1
FLA,230124_PITFLA,2023-01-24,2023,A,6,OT,0
BUF,230124_STLBUF,2023-01-24,2023,A,5,,1
MIN,230124_TBLMIN,2023-01-24,2023,A,2,,0
CHI,230124_VANCHI,2023-01-24,2023,A,2,,0
CAR,230125_DALCAR,2023-01-25,2023,A,3,OT,1
CBJ,230125_EDMCBJ,2023-01-25,2023,A,3,OT,1
NYI,230125_OTTNYI,2023-01-25,2023,A,1,,0
VAN,230125_SEAVAN,2023-01-25,2023,A,1,,0
NYR,230125_TORNYR,2023-01-25,2023,A,2,OT,0
STL,230126_ARISTL,2023-01-26,2023,A,0,,0
CHI,230126_CGYCHI,2023-01-26,2023,A,5,,1
ANA,230126_COLANA,2023-01-26,2023,A,5,,1
PHI,230126_MINPHI,2023-01-26,2023,A,2,OT,0
DET,230126_MTLDET,2023-01-26,2023,A,4,OT,1
NJD,230126_NSHNJD,2023-01-26,2023,A,4,,0
BOS,230126_TBLBOS,2023-01-26,2023,A,2,,0
BUF,230126_WPGBUF,2023-01-26,2023,A,3,,1
PIT,230126_WSHPIT,2023-01-26,2023,A,2,SO,0
SJS,230127_CARSJS,2023-01-27,2023,A,4,OT,0
NJD,230127_DALNJD,2023-01-27,2023,A,3,OT,1
LAK,230127_FLALAK,2023-01-27,2023,A,4,,1
DET,230127_NYIDET,2023-01-27,2023,A,0,,0
VGK,230127_NYRVGK,2023-01-27,2023,A,1,,0
CGY,230127_SEACGY,2023-01-27,2023,A,5,,1
OTT,230127_TOROTT,2023-01-27,2023,A,6,,1
CBJ,230127_VANCBJ,2023-01-27,2023,A,2,,0
ARI,230128_ANAARI,2023-01-28,2023,A,1,OT,0
STL,230128_COLSTL,2023-01-28,2023,A,2,,0
CHI,230128_EDMCHI,2023-01-28,2023,A,3,,0
BOS,230128_FLABOS,2023-01-28,2023,A,3,OT,0
BUF,230128_MINBUF,2023-01-28,2023,A,2,SO,0
VGK,230128_NYIVGK,2023-01-28,2023,A,1,OT,0
MTL,230128_OTTMTL,2023-01-28,2023,A,0,,0
SJS,230128_PITSJS,2023-01-28,2023,A,6,,1
CBJ,230128_SEACBJ,2023-01-28,2023,A,1,,0
LAK,230128_TBLLAK,2023-01-28,2023,A,2,,0
PHI,230128_WPGPHI,2023-01-28,2023,A,4,,1
BOS,230129_CARBOS,2023-01-29,2023,A,1,,0
WSH,230129_TORWSH,2023-01-29,2023,A,1,,0
STL,230130_WPGSTL,2023-01-30,2023,A,2,,0
LAK,230131_CARLAK,2023-01-31,2023,A,4,OT,0
WSH,230131_CBJWSH,2023-01-31,2023,A,4,OT,1
OTT,230131_MTLOTT,2023-01-31,2023,A,5,,1
CAR,230201_BUFCAR,2023-02-01,2023,A,5,,1
BOS,230201_TORBOS,2023-02-01,2023,A,5,,1
MIN,230206_ARIMIN,2023-02-06,2023,A,2,,0
ANA,230206_DALANA,2023-02-06,2023,A,2,SO,0
TBL,230206_FLATBL,2023-02-06,2023,A,1,,0
VAN,230206_NJDVAN,2023-02-06,2023,A,4,OT,0
CGY,230206_NYRCGY,2023-02-06,2023,A,4,OT,0
NYI,230206_PHINYI,2023-02-06,2023,A,2,,1
ANA,230207_CHIANA,2023-02-07,2023,A,3,OT,1
EDM,230207_DETEDM,2023-02-07,2023,A,5,,1
VGK,230207_NSHVGK,2023-02-07,2023,A,5,,1
SEA,230207_NYISEA,2023-02-07,2023,A,0,,0
COL,230207_PITCOL,2023-02-07,2023,A,1,OT,0
SJS,230207_TBLSJS,2023-02-07,2023,A,4,OT,1
MIN,230208_DALMIN,2023-02-08,2023,A,1,,0
VAN,230208_NYRVAN,2023-02-08,2023,A,3,,0
CGY,230209_DETCGY,2023-02-09,2023,A,1,,0
SJS,230209_FLASJS,2023-02-09,2023,A,1,,0
VGK,230209_MINVGK,2023-02-09,2023,A,5,,1
SEA,230209_NJDSEA,2023-02-09,2023,A,1,,0
VAN,230209_NYIVAN,2023-02-09,2023,A,6,,1
EDM,230209_PHIEDM,2023-02-09,2023,A,1,SO,0
COL,230209_TBLCOL,2023-02-09,2023,A,0,,0
PIT,230210_ANAPIT,2023-02-10,2023,A,6,,1
TOR,230210_CBJTOR,2023-02-10,2023,A,3,,1
ARI,230210_CHIARI,2023-02-10,2023,A,3,OT,0
SEA,230210_NYRSEA,2023-02-10,2023,A,3,,0
WSH,230211_BOSWSH,2023-02-11,2023,A,2,,1
CGY,230211_BUFCGY,2023-02-11,2023,A,7,,1
NYR,230211_CARNYR,2023-02-11,2023,A,6,,1
TBL,230211_DALTBL,2023-02-11,2023,A,3,,1
VAN,230211_DETVAN,2023-02-11,2023,A,2,,0
COL,230211_FLACOL,2023-02-11,2023,A,5,,1
PIT,230211_LAKPIT,2023-02-11,2023,A,0,,0
NJD,230211_MINNJD,2023-02-11,2023,A,2,SO,0
NYI,230211_MTLNYI,2023-02-11,2023,A,3,OT,0
EDM,230211_OTTEDM,2023-02-11,2023,A,6,,1
NSH,230211_PHINSH,2023-02-11,2023,A,2,OT,1
ARI,230211_STLARI,2023-02-11,2023,A,5,OT,0
CBJ,230211_TORCBJ,2023-02-11,2023,A,4,,1
CHI,230211_WPGCHI,2023-02-11,2023,A,1,,0
EDM,230212_MTLEDM,2023-02-12,2023,A,2,,0
SEA,230212_PHISEA,2023-02-12,2023,A,4,,1
ANA,230212_VGKANA,2023-02-12,2023,A,2,,0
SJS,230212_WSHSJS,2023-02-12,2023,A,4,,1
BUF,230213_LAKBUF,2023-02-13,2023,A,2,,0
FLA,230213_MINFLA,2023-02-13,2023,A,2,SO,1
ARI,230213_NSHARI,2023-02-13,2023,A,4,,1
CGY,230213_OTTCGY,2023-02-13,2023,A,3,OT,0
DET,230213_VANDET,2023-02-13,2023,A,6,,1
NJD,230214_CBJNJD,2023-02-14,2023,A,3,,1
TBL,230214_COLTBL,2023-02-14,2023,A,4,SO,1
BOS,230214_DALBOS,2023-02-14,2023,A,3,OT,1
CHI,230214_MTLCHI,2023-02-14,2023,A,0,,0
OTT,230214_NYIOTT,2023-02-14,2023,A,3,SO,1
PIT,230214_SJSPIT,2023-02-14,2023,A,3,,1
FLA,230214_STLFLA,2023-02-14,2023,A,2,,0
SEA,230214_WPGSEA,2023-02-14,2023,A,2,SO,0
CAR,230214_WSHCAR,2023-02-14,2023,A,3,,1
BUF,230215_ANABUF,2023-02-15,2023,A,7,,1
TBL,230215_ARITBL,2023-02-15,2023,A,0,SO,0
DET,230215_EDMDET,2023-02-15,2023,A,5,SO,1
COL,230215_MINCOL,2023-02-15,2023,A,3,,1
CHI,230215_TORCHI,2023-02-15,2023,A,2,,0
NYR,230215_VANNYR,2023-02-15,2023,A,6,,1
MTL,230216_CARMTL,2023-02-16,2023,A,2,,0
WPG,230216_CBJWPG,2023-02-16,2023,A,1,,0
DET,230216_CGYDET,2023-02-16,2023,A,5,,1
BOS,230216_NSHBOS,2023-02-16,2023,A,5,,1
PHI,230216_SEAPHI,2023-02-16,2023,A,2,,0
NJD,230216_STLNJD,2023-02-16,2023,A,2,,0
SJS,230216_VGKSJS,2023-02-16,2023,A,1,,0
FLA,230216_WSHFLA,2023-02-16,2023,A,6,,1
LAK,230217_ANALAK,2023-02-17,2023,A,6,,1
NYR,230217_EDMNYR,2023-02-17,2023,A,5,SO,1
DAL,230217_MINDAL,2023-02-17,2023,A,1,SO,0
PIT,230217_NYIPIT,2023-02-17,2023,A,4,,0
CHI,230217_OTTCHI,2023-02-17,2023,A,4,OT,1
NYI,230218_BOSNYI,2023-02-18,2023,A,2,,0
WSH,230218_CARWSH,2023-02-18,2023,A,1,,0
NYR,230218_CGYNYR,2023-02-18,2023,A,2,OT,0
CBJ,230218_DALCBJ,2023-02-18,2023,A,4,,1
ARI,230218_LAKARI,2023-02-18,2023,A,5,SO,0
FLA,230218_NSHFLA,2023-02-18,2023,A,3,,0
