date,game_id,team,location,G,OT_flag,win_flag
2022-03-05,220305_CBJBOS,BOS,A,5,SO,1
2022-03-05,220305_COLCGY,CGY,A,4,OT,1
2022-03-05,220305_EDMMTL,MTL,A,5,,1
2022-03-05,220305_FLADET,DET,A,2,,0
2022-03-05,220305_NYISTL,STL,A,1,,0
2022-03-05,220305_PHICHI,CHI,A,3,,0
2022-03-05,220305_SJSNSH,NSH,A,8,,1
2022-03-05,220305_TORVAN,VAN,A,6,,1
2022-03-05,220305_WSHSEA,SEA,A,2,,0
2022-03-06,220306_ANASJS,SJS,A,2,OT,0
2022-03-06,220306_BUFLAK,LAK,A,3,,1
2022-03-06,220306_CARSEA,SEA,A,2,,0
2022-03-06,220306_CHITBL,TBL,A,6,,1
2022-03-06,220306_MINDAL,DAL,A,6,,1
2022-03-06,220306_NJDSTL,STL,A,2,OT,0
2022-03-06,220306_VGKOTT,OTT,A,1,,0
2022-03-06,220306_WPGNYR,NYR,A,4,,1
2022-03-07,220307_BOSLAK,LAK,A,3,OT,1
2022-03-07,220307_BUFFLA,FLA,A,6,,1
2022-03-07,220307_CBJTOR,TOR,A,5,,1
2022-03-07,220307_CGYEDM,EDM,A,1,,0
2022-03-07,220307_NYICOL,COL,A,5,,1
2022-03-08,220308_CGYWSH,WSH,A,5,,1
2022-03-08,220308_CHIANA,ANA,A,3,,0
2022-03-08,220308_DETARI,ARI,A,9,,1
2022-03-08,220308_MINNYR,NYR,A,2,,0
2022-03-08,220308_NJDCOL,COL,A,3,,0
2022-03-08,220308_NSHDAL,DAL,A,1,,0
2022-03-08,220308_PHIVGK,VGK,A,1,,0
2022-03-08,220308_PITFLA,FLA,A,4,,1
2022-03-08,220308_STLOTT,OTT,A,4,,1
2022-03-08,220308_TORSEA,SEA,A,4,,0
2022-03-08,220308_WPGTBL,TBL,A,4,,0
2022-03-09,220309_EDMWSH,WSH,A,3,OT,0
2022-03-09,220309_VANMTL,MTL,A,3,,0
2022-03-10,220310_BOSCHI,CHI,A,3,,0
2022-03-10,220310_BUFVGK,VGK,A,1,,0
2022-03-10,220310_CARCOL,COL,A,0,,0
2022-03-10,220310_CGYTBL,TBL,A,1,,0
2022-03-10,220310_DETMIN,MIN,A,6,SO,1
2022-03-10,220310_FLAPHI,PHI,A,3,,0
2022-03-10,220310_LAKSJS,SJS,A,4,OT,1
2022-03-10,220310_NJDWPG,WPG,A,2,,1
2022-03-10,220310_NSHANA,ANA,A,1,,0
2022-03-10,220310_NYICBJ,CBJ,A,0,,0
2022-03-10,220310_OTTSEA,SEA,A,3,OT,0
2022-03-10,220310_STLNYR,NYR,A,2,,0
2022-03-10,220310_TORARI,ARI,A,5,OT,1
2022-03-11,220311_CBJMIN,MIN,A,2,SO,0
2022-03-11,220311_NYIWPG,WPG,A,2,,0
2022-03-11,220311_PITVGK,VGK,A,2,,0
2022-03-11,220311_VANWSH,WSH,A,4,OT,1
2022-03-12,220312_BOSARI,ARI,A,2,,0
2022-03-12,220312_CARPHI,PHI,A,1,,0
2022-03-12,220312_CGYDET,DET,A,0,,0
2022-03-12,220312_DALNYR,NYR,A,7,,1
2022-03-12,220312_EDMTBL,TBL,A,1,,0
2022-03-12,220312_MTLSEA,SEA,A,4,SO,1
2022-03-12,220312_NJDANA,ANA,A,1,SO,0
2022-03-12,220312_NSHSTL,STL,A,7,,1
2022-03-12,220312_OTTCHI,CHI,A,6,,1
2022-03-12,220312_SJSLAK,LAK,A,0,,0
2022-03-13,220313_BUFTOR,TOR,A,2,,0
2022-03-13,220313_CBJVGK,VGK,A,4,,0
2022-03-13,220313_COLCGY,CGY,A,0,,0
2022-03-13,220313_LAKFLA,FLA,A,2,SO,0
2022-03-13,220313_MINNSH,NSH,A,6,,1
2022-03-13,220313_NYIANA,ANA,A,3,,0
2022-03-13,220313_PHIMTL,MTL,A,4,OT,1
2022-03-13,220313_PITCAR,CAR,A,2,,0
2022-03-13,220313_STLWPG,WPG,A,4,OT,1
2022-03-13,220313_VANTBL,TBL,A,2,,1
2022-03-14,220314_OTTARI,ARI,A,5,,1
2022-03-15,220315_CHIBOS,BOS,A,2,OT,1
2022-03-15,220315_EDMDET,DET,A,5,,0
2022-03-15,220315_LAKCOL,COL,A,3,,1
2022-03-15,220315_MTLARI,ARI,A,6,,1
2022-03-15,220315_NSHPIT,PIT,A,1,,0
2022-03-15,220315_NYRANA,ANA,A,3,OT,0
2022-03-15,220315_SJSFLA,FLA,A,3,OT,1
2022-03-15,220315_TORDAL,DAL,A,0,,0
2022-03-15,220315_VANNJD,NJD,A,3,,0
2022-03-15,220315_WPGVGK,VGK,A,3,,0
2022-03-15,220315_WSHNYI,NYI,A,3,SO,0
2022-03-16,220316_CGYNJD,NJD,A,3,,0
2022-03-16,220316_MINBOS,BOS,A,2,,0
2022-03-16,220316_OTTCBJ,CBJ,A,4,,1
2022-03-16,220316_SEATBL,TBL,A,4,,1
2022-03-17,220317_CBJWSH,WSH,A,7,,1
2022-03-17,220317_EDMBUF,BUF,A,1,,0
2022-03-17,220317_LAKSJS,SJS,A,0,,0
2022-03-17,220317_MTLDAL,DAL,A,4,OT,1
2022-03-17,220317_NYRNYI,NYI,A,2,,1
2022-03-17,220317_PHINSH,NSH,A,4,,0
2022-03-17,220317_STLPIT,PIT,A,3,SO,1
2022-03-17,220317_TORCAR,CAR,A,2,,0
2022-03-17,220317_VANDET,DET,A,1,,1
2022-03-17,220317_VGKFLA,FLA,A,3,,0
2022-03-18,220318_ANAFLA,FLA,A,3,,1
2022-03-18,220318_CARWSH,WSH,A,4,SO,1
2022-03-18,220318_CGYBUF,BUF,A,1,OT,1
2022-03-18,220318_OTTPHI,PHI,A,1,,0
2022-03-18,220318_SJSCOL,COL,A,5,,1
2022-03-18,220318_WPGBOS,BOS,A,4,,1
2022-03-19,220319_ARIPIT,PIT,A,4,,1
2022-03-19,220319_CBJSTL,STL,A,4,,0
2022-03-19,220319_EDMNJD,NJD,A,3,,0
2022-03-19,220319_MINCHI,CHI,A,1,,0
2022-03-19,220319_MTLOTT,OTT,A,1,,0
2022-03-19,220319_NSHTOR,TOR,A,3,,0
2022-03-19,220319_NYIDAL,DAL,A,2,,0
2022-03-19,220319_SEADET,DET,A,2,,0
2022-03-19,220319_TBLNYR,NYR,A,2,,1
2022-03-19,220319_VANCGY,CGY,A,5,,1
2022-03-19,220319_VGKLAK,LAK,A,1,,0
2022-03-20,220320_CARNYR,NYR,A,2,,1
2022-03-20,220320_CHIWPG,WPG,A,6,,1
2022-03-20,220320_PHINYI,NYI,A,1,,0
2022-03-20,220320_SJSARI,ARI,A,2,,0
2022-03-20,220320_VANBUF,BUF,A,3,OT,1
2022-03-20,220320_WSHDAL,DAL,A,3,,1
2022-03-21,220321_ANANSH,NSH,A,6,,1
2022-03-21,220321_COLEDM,EDM,A,2,OT,0
2022-03-21,220321_MINVGK,VGK,A,0,,0
2022-03-21,220321_MTLBOS,BOS,A,3,OT,1
2022-03-22,220322_ARISEA,SEA,A,4,,1
2022-03-22,220322_CARTBL,TBL,A,2,,0
2022-03-22,220322_CGYSJS,SJS,A,4,,1
2022-03-22,220322_DALEDM,EDM,A,3,,0
2022-03-22,220322_DETPHI,PHI,A,3,,0
2022-03-22,220322_LAKNSH,NSH,A,1,,0
2022-03-22,220322_NJDNYR,NYR,A,4,,0
2022-03-22,220322_NYIOTT,OTT,A,0,,0
2022-03-22,220322_PITCBJ,CBJ,A,1,,0
2022-03-22,220322_WPGVGK,VGK,A,0,,0
2022-03-22,220322_WSHSTL,STL,A,5,,1
2022-03-23,220323_ANACHI,CHI,A,4,,1
2022-03-23,220323_BUFPIT,PIT,A,3,SO,0
2022-03-23,220323_COLVAN,VAN,A,3,,1
2022-03-23,220323_TORNJD,NJD,A,2,,0
2022-03-24,220324_BOSTBL,TBL,A,2,,0
2022-03-24,220324_CARDAL,DAL,A,4,SO,1
2022-03-24,220324_EDMSJS,SJS,A,2,,0
2022-03-24,220324_LAKCHI,CHI,A,4,SO,1
2022-03-24,220324_MINVAN,VAN,A,2,OT,0
2022-03-24,220324_MTLFLA,FLA,A,4,,1
2022-03-24,220324_NYIDET,DET,A,2,,0
2022-03-24,220324_STLPHI,PHI,A,5,,1
2022-03-24,220324_VGKNSH,NSH,A,1,,0
2022-03-24,220324_WPGOTT,OTT,A,5,,1
2022-03-25,220325_BUFWSH,WSH,A,4,SO,1
2022-03-25,220325_CGYARI,ARI,A,2,,0
2022-03-25,220325_COLPHI,PHI,A,3,,0
2022-03-25,220325_NYRPIT,PIT,A,1,,0
2022-03-25,220325_WPGCBJ,CBJ,A,3,OT,0
2022-03-26,220326_BOSNYI,NYI,A,3,,0
2022-03-26,220326_CGYEDM,EDM,A,5,,0
2022-03-26,220326_DALVAN,VAN,A,4,,1
2022-03-26,220326_DETTBL,TBL,A,2,OT,1
2022-03-26,220326_LAKSEA,SEA,A,2,,0
2022-03-26,220326_MINCBJ,CBJ,A,2,OT,0
2022-03-26,220326_MTLTOR,TOR,A,2,,0
2022-03-26,220326_OTTFLA,FLA,A,4,SO,1
2022-03-26,220326_SJSANA,ANA,A,1,,0
2022-03-26,220326_STLCAR,CAR,A,7,,1
2022-03-26,220326_VGKCHI,CHI,A,4,OT,0
2022-03-26,220326_WSHNJD,NJD,A,3,,0
2022-03-27,220327_MINCOL,COL,A,2,OT,0
2022-03-27,220327_NJDMTL,MTL,A,2,SO,0
2022-03-27,220327_NSHPHI,PHI,A,4,,0
2022-03-27,220327_NYITBL,TBL,A,4,,1
2022-03-27,220327_NYRBUF,BUF,A,4,OT,0
2022-03-27,220327_PITDET,DET,A,2,,0
2022-03-27,220327_TORFLA,FLA,A,2,,0
2022-03-27,220327_WPGARI,ARI,A,1,OT,0
2022-03-28,220328_CHIBUF,BUF,A,6,,1
2022-03-28,220328_EDMARI,ARI,A,1,,0
2022-03-28,220328_LAKSEA,SEA,A,6,,1
2022-03-28,220328_STLVAN,VAN,A,1,,0
2022-03-28,220328_WSHCAR,CAR,A,6,,1
2022-03-29,220329_ANADAL,DAL,A,3,,1
2022-03-29,220329_BOSTOR,TOR,A,6,,1
2022-03-29,220329_CBJNYI,NYI,A,4,,1
2022-03-29,220329_CGYCOL,COL,A,2,,1
2022-03-29,220329_FLAMTL,MTL,A,4,,0
2022-03-29,220329_MINPHI,PHI,A,1,,0
2022-03-29,220329_NSHOTT,OTT,A,1,,0
2022-03-29,220329_PITNYR,NYR,A,3,,1
2022-03-29,220329_TBLCAR,CAR,A,3,OT,0
2022-03-30,220330_ARISJS,SJS,A,2,,0
2022-03-30,220330_BUFWPG,WPG,A,3,SO,1
2022-03-30,220330_DETNYR,NYR,A,5,OT,1
2022-03-30,220330_EDMLAK,LAK,A,3,SO,0
2022-03-30,220330_SEAVGK,VGK,A,3,,1
2022-03-30,220330_VANSTL,STL,A,4,,1
2022-03-31,220331_ANADAL,DAL,A,3,OT,1
2022-03-31,220331_BOSNJD,NJD,A,1,,0
2022-03-31,220331_CARMTL,MTL,A,0,,0
2022-03-31,220331_CGYLAK,LAK,A,3,SO,1
2022-03-31,220331_COLSJS,SJS,A,2,,0
2022-03-31,220331_FLACHI,CHI,A,0,,0
2022-03-31,220331_MINPIT,PIT,A,4,OT,1
2022-03-31,220331_NYICBJ,CBJ,A,2,,0
2022-03-31,220331_TORWPG,WPG,A,3,,0
2022-04-01,220401_ARIANA,ANA,A,5,,1
2022-04-01,220401_BUFNSH,NSH,A,3,,0
2022-04-01,220401_DETOTT,OTT,A,5,,1
2022-04-01,220401_EDMSTL,STL,A,5,OT,0
2022-04-01,220401_NYRNYI,NYI,A,3,,1
2022-04-01,220401_SEAVGK,VGK,A,5,,1
2022-04-01,220401_TBLCHI,CHI,A,2,,0
2022-04-02,220402_BOSCBJ,CBJ,A,2,,0
2022-04-02,220402_CARMIN,MIN,A,3,,1
2022-04-02,220402_CGYSTL,STL,A,6,,1
2022-04-02,220402_COLPIT,PIT,A,2,,0
2022-04-02,220402_NJDFLA,FLA,A,7,OT,1
2022-04-02,220402_PHITOR,TOR,A,6,,1
2022-04-02,220402_SJSDAL,DAL,A,5,,1
2022-04-02,220402_TBLMTL,MTL,A,5,SO,1
2022-04-02,220402_WPGLAK,LAK,A,3,,1
2022-04-03,220403_ANAEDM,EDM,A,6,,1
2022-04-03,220403_BUFFLA,FLA,A,5,,1
2022-04-03,220403_CHIARI,ARI,A,3,OT,1
2022-04-03,220403_NJDNYI,NYI,A,4,,1
2022-04-03,220403_NYRPHI,PHI,A,4,SO,1
2022-04-03,220403_OTTDET,DET,A,2,,0
2022-04-03,220403_SEADAL,DAL,A,1,,0
2022-04-03,220403_VANVGK,VGK,A,3,OT,1
2022-04-03,220403_WSHMIN,MIN,A,5,,1
2022-04-04,220404_CBJBOS,BOS,A,3,OT,1
2022-04-04,220404_LAKCGY,CGY,A,3,,1
2022-04-04,220404_STLARI,ARI,A,1,,0
2022-04-04,220404_TBLTOR,TOR,A,6,,1
2022-04-05,220405_BUFCAR,CAR,A,2,,0
2022-04-05,220405_DALNYI,NYI,A,2,,0
2022-04-05,220405_DETBOS,BOS,A,3,,0
2022-04-05,220405_FLATOR,TOR,A,6,OT,0
2022-04-05,220405_MTLOTT,OTT,A,6,,1
2022-04-05,220405_NJDNYR,NYR,A,3,,1
2022-04-05,220405_NSHMIN,MIN,A,2,,0
2022-04-05,220405_PHICBJ,CBJ,A,4,,1
2022-04-05,220405_PITCOL,COL,A,6,,1
2022-04-05,220405_SJSEDM,EDM,A,2,OT,1
2022-04-06,220406_ANACGY,CGY,A,4,,1
2022-04-06,220406_STLSEA,SEA,A,1,,0
2022-04-06,220406_VGKVAN,VAN,A,5,,1
2022-04-06,220406_WPGDET,DET,A,3,,1
2022-04-06,220406_WSHTBL,TBL,A,3,,0
2022-04-07,220407_ARIVAN,VAN,A,5,,1
2022-04-07,220407_CARBUF,BUF,A,3,,0
2022-04-07,220407_CBJPHI,PHI,A,4,,1
2022-04-07,220407_CHISEA,SEA,A,2,,1
2022-04-07,220407_DALTOR,TOR,A,4,OT,1
2022-04-07,220407_LAKEDM,EDM,A,3,,1
2022-04-07,220407_NJDMTL,MTL,A,7,,1
2022-04-07,220407_NYRPIT,PIT,A,0,,0
2022-04-07,220407_OTTNSH,NSH,A,3,,1
2022-04-07,220407_SJSCGY,CGY,A,4,,1
2022-04-08,220408_CARNYI,NYI,A,2,,1
2022-04-08,220408_FLABUF,BUF,A,3,,0
2022-04-08,220408_STLMIN,MIN,A,3,OT,0
2022-04-08,220408_TBLBOS,BOS,A,2,OT,1
2022-04-08,220408_WPGCOL,COL,A,5,OT,1
2022-04-09,220409_DALNJD,NJD,A,3,,1
2022-04-09,220409_DETCBJ,CBJ,A,5,OT,1
2022-04-09,220409_EDMCOL,COL,A,2,SO,1
2022-04-09,220409_NSHFLA,FLA,A,4,,1
2022-04-09,220409_NYROTT,OTT,A,1,,0
2022-04-09,220409_PHIANA,ANA,A,5,,1
2022-04-09,220409_PITWSH,WSH,A,6,,1
2022-04-09,220409_SEACGY,CGY,A,4,,1
2022-04-09,220409_STLNYI,NYI,A,1,,0
2022-04-09,220409_TORMTL,MTL,A,2,,0
2022-04-09,220409_VANSJS,SJS,A,2,,0
2022-04-09,220409_VGKARI,ARI,A,1,,0
2022-04-10,220410_CARANA,ANA,A,2,,0
2022-04-10,220410_CHIDAL,DAL,A,6,,1
2022-04-10,220410_MINLAK,LAK,A,3,,0
2022-04-10,220410_OTTWPG,WPG,A,4,,1
2022-04-10,220410_PITNSH,NSH,A,2,OT,0
2022-04-10,220410_TBLBUF,BUF,A,0,,0
2022-04-10,220410_WSHBOS,BOS,A,2,,0
2022-04-11,220411_MTLWPG,WPG,A,4,,1
2022-04-12,220412_ARINJD,NJD,A,6,,1
2022-04-12,220412_BOSSTL,STL,A,4,,1
2022-04-12,220412_CGYSEA,SEA,A,3,,0
2022-04-12,220412_CHILAK,LAK,A,5,,1
2022-04-12,220412_DALTBL,TBL,A,0,,0
2022-04-12,220412_DETOTT,OTT,A,4,,1
2022-04-12,220412_FLAANA,ANA,A,2,OT,0
2022-04-12,220412_MINEDM,EDM,A,1,,0
2022-04-12,220412_NSHSJS,SJS,A,0,OT,0
2022-04-12,220412_NYIPIT,PIT,A,4,SO,0
2022-04-12,220412_NYRCAR,CAR,A,4,,1
2022-04-12,220412_TORBUF,BUF,A,5,,1
2022-04-12,220412_VANVGK,VGK,A,4,OT,0
2022-04-12,220412_WSHPHI,PHI,A,2,,0
2022-04-13,220413_CBJMTL,MTL,A,1,,0
2022-04-13,220413_COLLAK,LAK,A,3,,0
2022-04-13,220413_PHINYR,NYR,A,4,,1
2022-04-14,220414_BOSOTT,OTT,A,3,,1
2022-04-14,220414_BUFSTL,STL,A,6,,1
2022-04-14,220414_CARDET,DET,A,3,,1
2022-04-14,220414_CGYVGK,VGK,A,6,,1
2022-04-14,220414_CHISJS,SJS,A,4,SO,0
2022-04-14,220414_COLNJD,NJD,A,1,,0
2022-04-14,220414_DALMIN,MIN,A,3,OT,1
2022-04-14,220414_NSHEDM,EDM,A,4,,1
2022-04-14,220414_PITNYI,NYI,A,3,,0
2022-04-14,220414_TBLANA,ANA,A,3,OT,0
2022-04-14,220414_TORWSH,WSH,A,3,,0
2022-04-14,220414_VANARI,ARI,A,1,,0
2022-04-15,220415_FLAWPG,WPG,A,1,,0
2022-04-15,220415_MTLNYI,NYI,A,3,,1
2022-04-16,220416_BOSPIT,PIT,A,1,,0
2022-04-16,220416_BUFPHI,PHI,A,3,,0
2022-04-16,220416_CGYARI,ARI,A,1,,0
2022-04-16,220416_COLCAR,CAR,A,4,,0
2022-04-16,220416_DALSJS,SJS,A,1,,0
2022-04-16,220416_EDMVGK,VGK,A,0,,0
2022-04-16,220416_LAKCBJ,CBJ,A,1,,0
2022-04-16,220416_MTLWSH,WSH,A,8,,1
2022-04-16,220416_NSHCHI,CHI,A,3,,0
2022-04-16,220416_NYRDET,DET,A,0,,0
2022-04-16,220416_OTTTOR,TOR,A,5,OT,1
2022-04-16,220416_SEANJD,NJD,A,3,SO,0
2022-04-16,220416_STLMIN,MIN,A,5,OT,0
2022-04-16,220416_TBLWPG,WPG,A,4,,0
2022-04-17,220417_ANACBJ,CBJ,A,4,,0
2022-04-17,220417_DETFLA,FLA,A,6,,1
2022-04-17,220417_MINSJS,SJS,A,4,OT,0
2022-04-17,220417_NSHSTL,STL,A,8,,1
2022-04-17,220417_PHIBUF,BUF,A,5,,1
2022-04-17,220417_TORNYI,NYI,A,2,,0
2022-04-18,220418_ARICAR,CAR,A,5,,1
2022-04-18,220418_CHICGY,CGY,A,5,,1
2022-04-18,220418_COLWSH,WSH,A,3,,1
2022-04-18,220418_SEAOTT,OTT,A,2,,0
2022-04-18,220418_VANDAL,DAL,A,2,,0
2022-04-18,220418_VGKNJD,NJD,A,3,,1
2022-04-19,220419_ANALAK,LAK,A,2,,1
2022-04-19,220419_MTLMIN,MIN,A,2,,1
2022-04-19,220419_NSHCGY,CGY,A,2,SO,0
2022-04-19,220419_NYIFLA,FLA,A,3,OT,1
2022-04-19,220419_NYRWPG,WPG,A,0,,0
2022-04-19,220419_SJSCBJ,CBJ,A,2,,0
2022-04-19,220419_STLBOS,BOS,A,3,OT,1
2022-04-19,220419_TBLDET,DET,A,4,,1
2022-04-19,220419_TORPHI,PHI,A,2,,0
2022-04-19,220419_VANOTT,OTT,A,4,SO,1
2022-04-20,220420_ARICHI,CHI,A,4,OT,1
2022-04-20,220420_EDMDAL,DAL,A,2,,0
2022-04-20,220420_SEACOL,COL,A,2,,0
2022-04-20,220420_VGKWSH,WSH,A,3,OT,0
2022-04-21,220421_CARWPG,WPG,A,2,,0
2022-04-21,220421_CGYDAL,DAL,A,2,,0
2022-04-21,220421_FLADET,DET,A,2,,0
2022-04-21,220421_LAKCHI,CHI,A,1,,0
2022-04-21,220421_MINVAN,VAN,A,3,,0
2022-04-21,220421_MTLPHI,PHI,A,6,,1
2022-04-21,220421_NJDBUF,BUF,A,5,,1
2022-04-21,220421_NYINYR,NYR,A,6,,1
2022-04-21,220421_PITBOS,BOS,A,0,,0
2022-04-21,220421_SJSSTL,STL,A,3,,1
2022-04-21,220421_TBLTOR,TOR,A,1,,0
2022-04-22,220422_ARIWSH,WSH,A,2,,1
2022-04-22,220422_CBJOTT,OTT,A,2,SO,1
2022-04-22,220422_EDMCOL,COL,A,3,,0
2022-04-22,220422_MINSEA,SEA,A,3,,0
2022-04-23,220423_ARISTL,STL,A,5,OT,1
2022-04-23,220423_BOSNYR,NYR,A,1,,0
2022-04-23,220423_BUFNYI,NYI,A,3,,0
2022-04-23,220423_CGYVAN,VAN,A,3,,0
2022-04-23,220423_DALSEA,SEA,A,2,,0
2022-04-23,220423_DETPIT,PIT,A,7,,1
2022-04-23,220423_FLATOR,TOR,A,2,OT,0
2022-04-23,220423_LAKANA,ANA,A,2,,0
2022-04-23,220423_NJDCAR,CAR,A,3,OT,1
2022-04-23,220423_OTTMTL,MTL,A,4,,0
2022-04-23,220423_SJSCHI,CHI,A,1,,0
2022-04-23,220423_TBLNSH,NSH,A,2,,0
2022-04-24,220424_ANASTL,STL,A,6,,1
2022-04-24,220424_CBJEDM,EDM,A,2,,0
2022-04-24,220424_FLATBL,TBL,A,8,,1
2022-04-24,220424_MTLBOS,BOS,A,5,,1
2022-04-24,220424_NJDDET,DET,A,3,,1
2022-04-24,220424_NSHMIN,MIN,A,5,OT,1
2022-04-24,220424_NYICAR,CAR,A,5,,1
2022-04-24,220424_PHIPIT,PIT,A,1,,0
2022-04-24,220424_VGKSJS,SJS,A,5,SO,1
2022-04-24,220424_WPGCOL,COL,A,1,,0
2022-04-24,220424_WSHTOR,TOR,A,4,SO,1
2022-04-25,220425_CHIPHI,PHI,A,1,,0
2022-04-26,220426_BOSFLA,FLA,A,2,,0
2022-04-26,220426_COLSTL,STL,A,3,,0
2022-04-26,220426_DALVGK,VGK,A,2,SO,0
2022-04-26,220426_MINARI,ARI,A,5,,1
2022-04-26,220426_NSHCGY,CGY,A,5,OT,1
2022-04-26,220426_NYRCAR,CAR,A,4,,1
2022-04-26,220426_OTTNJD,NJD,A,4,OT,0
2022-04-26,220426_PITEDM,EDM,A,5,,1
2022-04-26,220426_SJSANA,ANA,A,5,,1
2022-04-26,220426_TBLCBJ,CBJ,A,1,,0
2022-04-26,220426_TORDET,DET,A,0,,0
2022-04-26,220426_VANSEA,SEA,A,2,,0
2022-04-26,220426_WSHNYI,NYI,A,4,,1
2022-04-27,220427_CHIVGK,VGK,A,3,SO,0
2022-04-27,220427_DALARI,ARI,A,4,OT,1
2022-04-27,220427_NYRMTL,MTL,A,4,,1
2022-04-27,220427_SEALAK,LAK,A,5,,1
2022-04-27,220427_WPGPHI,PHI,A,0,,0
2022-04-28,220428_BOSBUF,BUF,A,0,,0
2022-04-28,220428_CARNJD,NJD,A,3,,0
2022-04-28,220428_CBJTBL,TBL,A,2,,0
2022-04-28,220428_COLNSH,NSH,A,5,SO,1
2022-04-28,220428_EDMSJS,SJS,A,4,OT,0
2022-04-28,220428_MINCGY,CGY,A,2,OT,0
2022-04-28,220428_NYIWSH,WSH,A,1,,0
2022-04-28,220428_OTTFLA,FLA,A,4,,1
2022-04-28,220428_VANLAK,LAK,A,2,OT,0
2022-04-29,220429_ARINSH,NSH,A,4,,0
2022-04-29,220429_BUFCHI,CHI,A,2,OT,0
2022-04-29,220429_DALANA,ANA,A,2,,0
2022-04-29,220429_EDMVAN,VAN,A,2,SO,0
2022-04-29,220429_MINCOL,COL,A,1,,0
2022-04-29,220429_MTLFLA,FLA,A,2,,0
2022-04-29,220429_NJDDET,DET,A,5,,1
2022-04-29,220429_NYITBL,TBL,A,6,,1
2022-04-29,220429_NYRWSH,WSH,A,2,,0
2022-04-29,220429_PHIOTT,OTT,A,4,,1
2022-04-29,220429_PITCBJ,CBJ,A,3,,0
2022-04-29,220429_SEASJS,SJS,A,0,,0
2022-04-29,220429_STLVGK,VGK,A,7,,1
2022-04-29,220429_TORBOS,BOS,A,2,,0
2022-04-29,220429_WPGCGY,CGY,A,1,,0
2022-05-01,220501_WPGSEA,SEA,A,3,,0
