correlation,diff_mean,diff_med,variance,MAD
-0.08303961588939306,-0.21266019533399677,-0.18265325684372574,16.044520896599185,2.9465508838953354
-0.14724416297529888,-0.3905477389891123,-0.36779523711024764,3.2062024014143526,1.4272664842403522
0.11548680761925324,0.22751699921328136,0.0942693052047473,101.42208255503756,8.053804473379678
0.12056335636621116,0.2284796774929258,0.10299456271008134,89.4812400187007,7.819694189948146
0.06389735273320965,0.1568278626483723,0.20274038316924184,15.505798911711304,3.1970827075490766
0.19054396079828004,0.5223491636212135,0.6092419251954979,0.31501324662163593,0.44966959920321015
0.1444021294257027,0.40625099994582536,0.42696428875681763,0.45657319721149736,0.5346372063196182
0.2008541899701743,0.5613689799162421,0.620210398154986,1.0226054456033127,0.80789526025894
0.03167469988842513,0.08713354099682524,0.0,1.485481619859243,0.966253677014302
-0.030295639926181575,-0.09603510520774426,-0.036750604189337316,3.9183406169569617,1.2514848588540515
0.1576434315329994,0.41609559050881095,0.5397984914925253,0.20184855282179276,0.35967652875824246
0.1738875604713809,0.449205466505823,0.0,0.04934966755216385,0.16629243609279498
0.034161114078698526,0.08705666640612526,0.0,0.005476157108678648,0.03451896367836348
0.11235082694844106,0.28779943887841936,0.0,0.027558915567991445,0.1319865720672344
0.10503635355544884,0.2917302629334474,0.30882695571700747,0.2593988956556429,0.404216657217964
0.14876847828260267,0.3808724790686665,0.6736645695312667,0.10958581444106731,0.2533930705761586
0.000752003761075641,-0.0025807182238832584,0.0,0.005227906567958665,0.035972571011911286
0.19922084014472824,0.5450528159824541,0.5989979297798071,6.446526412004168,2.0411286153231796
-0.09968913049219229,-0.27116229142492754,-0.3017921419765586,57.6113618990928,6.102509842995889
-0.08606936432138242,-0.21767786210605147,-0.19093020057966498,14.868346686825987,2.8375659986345307
-0.1588534630380638,-0.4173318115377831,-0.40188053488030145,2.847967481551393,1.353228330652228
0.11939029447701595,0.2260472977541888,0.07174337337525927,101.08994406314308,8.090547117383778
0.12441723018044833,0.22758357589476097,0.09883926417099065,88.79050817184014,7.841347609757745
0.06087712163205588,0.14749362983008965,0.1996563771198183,15.002399630292745,3.1436073446909765
0.20538401257751518,0.563923255222094,0.6629020308211591,0.27730033813890714,0.4253634582420722
0.1548698773957217,0.43312547128471873,0.45677676711978404,0.396004989758421,0.49761402096764584
0.21283011988278608,0.5918714860698728,0.6575852334910035,0.9258957825528082,0.76969027333837
0.03301506911116046,0.09080463632940398,0.0,1.1775946976778904,0.8615439783298846
-0.03418594224193399,-0.10601770080135216,-0.05173321800177538,3.3009034546832456,1.1599043581028943
0.1750050253662425,0.46376423849269194,0.5616363490772507,0.17050116675547256,0.3328094280229356
0.18363738198262902,0.4788066643675575,0.7296140605231689,0.042897426962726734,0.1554885209696385
0.037727050845242645,0.09557733362753065,0.0,0.004334623374727095,0.034235518765627165
0.12584416848248553,0.33255270652864766,0.8175361902150698,0.0218326090586375,0.11915404052715968
0.11520477471294176,0.32015034559336925,0.3353630616339036,0.2101124220997255,0.3637123558641861
0.15652570001611352,0.4006910963980987,0.6553268190974229,0.0985132185795153,0.24407786540824186
0.00204048880031541,0.0003721337981009693,0.0,0.0041016886083844635,0.03556037389324197
0.20910112072416306,0.570207540204853,0.6159626543918805,6.053486760646305,1.9771154041148382
-0.09857423013919638,-0.26689489908194725,-0.2984786923107855,55.84361632772921,6.020633249393369
-0.08930642238932401,-0.22184525900019184,-0.2003246197870006,14.163999462887448,2.7695643677515127
-0.1654881516642957,-0.4314280965898497,-0.42187203714745647,2.6742482024546463,1.3172830205814015
0.12421334537143085,0.2312084292637871,0.07370474375899383,101.35894158045333,8.137961832313637
0.12878390382889537,0.23486283624230697,0.09695046106301919,88.67841794904881,7.874079929101832
0.05865518210747088,0.14009531804015576,0.19385927379621043,14.636663128168314,3.1037584121246216
0.11167822454559864,0.3035869607849828,0.0,15.815693692515929,2.7437265474648815
0.019172416781538065,0.05109134885938164,0.16684616523821,1.129238582539388,0.8333994327383386
0.017532138351242788,0.04820895718947935,0.054157335676631,20.818751659667182,3.6435744216608654
0.013758606809670735,0.037787785751370734,0.03808873238552983,19.222137801048103,3.5020596890912348
-0.01199027565108146,-0.0319054525784891,-0.024534531757335235,0.0011430427049931888,0.026622884525704132
-0.008624584344221042,-0.019940921965790788,-0.005301869677401594,39.52785899140292,4.88369980245034
0.02435489633298197,0.06715349562440157,0.044104530562087546,0.6967291010878428,0.6635905176874201
0.021824555636641728,0.06250717490999123,0.06406560271315759,14.393555867968642,3.021872880731501
0.017286970580786834,0.050141545421519496,0.04496500128258766,13.043732562632487,2.8856398375819086
-0.015628799210364187,-0.04295010488701709,-0.04955220562136205,0.0006771964067920908,0.020666781273170533
-0.00781538873678462,-0.020869851777074556,-0.007063335344700716,24.553910419907194,3.9910775120759756
0.026128798824816887,0.07196759963953625,0.0745723998574467,0.3982109490002065,0.5050364423576427
0.02629408514939679,0.07532217176757178,0.07100107528592732,9.417801507526423,2.4415947155875584
0.022279484536831737,0.06459637227641638,0.05926348813758054,8.267672142738464,2.2859516606283363
-0.015061175142518512,-0.04094700549282473,-0.04463528336612181,0.00036032820877330684,0.015042155318685402
-0.008753688429267178,-0.023745850074493566,-0.030043288481643143,12.601782682426002,2.818867177443081
0.030135618536466676,0.08240901437536996,0.08274142299039126,0.2986327360613219,0.43750737125980266
0.025908032079745385,0.07546603549320169,0.08314400118358423,7.83158949826428,2.207662968178389
0.021569040682740254,0.06385616838902071,0.06508045930631146,6.770687380271852,2.0606683494568228
-0.019434551071266903,-0.05152031340200242,-0.062190551105019844,0.0002557879092805872,0.012706859364013254
-0.007316459937897038,-0.018633130741676548,-0.03365404170387054,8.439442217680794,2.2779890810288683
0.035576899245406815,0.09931266585502638,0.09008723880153559,0.26020547517160764,0.40706035071361835
0.030381658404614136,0.08536318240430643,0.09033219099685914,6.985572327620681,2.0583930040768714
0.025671911976722545,0.0718086001895149,0.08863638926387193,5.936226890407424,1.9041869928660091
-0.024581656590652732,-0.06662536236858395,-0.05818775709820455,0.00021052247820705928,0.011600050577188012
-0.00990254037488317,-0.023902134573404944,-0.03489883703843613,6.529395246953818,2.005573070572463
