correlation,diff_mean,diff_med,variance,MAD
0.11544506164190257,0.31165890922068495,0.0,0.9467498743121687,0.7896203294385531
0.08103739556482054,0.23110438964171698,0.19472184869399733,1.4410628505953202,0.9558638396103873
0.1251472843401014,0.3584966039862147,0.3863617424843292,2.6235917047124677,1.278171578307834
0.017439793971951858,0.051658800358050296,0.0,6.598080959142612,1.979936801354579
-0.015615343665630593,-0.05710708569857693,0.0,14.669599708955525,2.185724648361829
0.0904004971964438,0.23480185189499633,0.0,0.71254909306015,0.6770363754410132
0.0963973093081039,0.2505109935505058,0.0,0.1535588823499384,0.21006360792559664
0.019901282533973056,0.04527997925607394,0.0,0.023075724751748683,0.03457186178128415
0.06293784452808579,0.1525438175888962,0.0,0.11777307362009061,0.17189442031225038
0.05277362742834288,0.14348608765077453,0.8626202628393654,1.0396476246089712,0.8365624672442376
0.09100222854998986,0.23801672086439082,0.0,0.2933074977168817,0.35561138457354935
0.00713461564716292,0.014334082140246543,0.0,0.022422587046660437,0.035483693153135674
0.14317003809030196,0.3947091106876489,0.42435291092917093,13.212151969288703,2.883544669774597
-0.09254917958033071,-0.25399591778070174,-0.25508728688954097,78.64766707937154,7.061704516592831
-0.07069189093078307,-0.18550536097178033,-0.1399745475016103,22.658138021001776,3.4872460796856113
-0.10773751099461068,-0.2927952350211701,-0.2891811187723965,5.734289144901666,1.8775306233047382
0.09963111051045913,0.22083724596461723,0.10070086556643143,107.18873316331172,8.078229579720169
0.10270220110517161,0.21914254559958718,0.1303104894007331,95.87182817892429,7.877571888132175
0.06687060627239573,0.16779969053930302,0.2123579418988023,17.41264845533698,3.3817159303858255
0.1372173905128348,0.375024729690399,0.8917087259490378,0.6293592499072421,0.6245295604649207
0.09804719456018386,0.2854132682068461,0.30529307667321925,0.9435456265810809,0.7677052504377073
0.1499933136701776,0.426709465691982,0.4766997891496634,1.814266391768429,1.0675380539154256
0.02299045705135196,0.06497100447441416,0.0,4.016484781029864,1.568716180403157
-0.021578994869248573,-0.07387990816196167,-0.010349258630568292,8.934656817003141,1.774580315055988
0.10737456212730268,0.2852691302599308,0.8943318863185137,0.4570819507574073,0.544190432190222
0.11884769931897259,0.3067118552202627,0.0,0.10094093639528562,0.19958057863614032
0.026377813712591527,0.060365307724090926,0.0,0.014245635232728246,0.03464409727992593
0.07522858727640074,0.1843226214544302,0.0,0.07290693551275275,0.16411088761052856
0.06559096158058415,0.18543484398381468,0.0903880209760281,0.6468190531208357,0.6326979511977155
0.10972135628840887,0.28239717763312877,0.0,0.2015335871807807,0.32696388236517887
0.0056784087881517585,0.010753912934390672,0.0,0.013894465524504228,0.0358319449146149
0.16538238327161184,0.4541464154716242,0.5046000872017958,9.815778371058183,2.498635465228415
-0.09638899916911468,-0.26382044820268813,-0.28109843954084507,68.87486971059604,6.629544082747112
-0.07688661840078295,-0.20016138568831376,-0.15964590314281496,19.03034167726529,3.2054399241929854
-0.12797483421118347,-0.34237266951876244,-0.32152584527145806,4.283913670812977,1.633875854429087
0.10527494289805917,0.2214160081941873,0.08141511948526337,103.6622625758201,8.044833392096045
0.1096650092722658,0.22133093834995757,0.13880007586926518,92.21034630530326,7.831644163220009
0.06692878717805989,0.1665249250598881,0.21585856654745744,16.49331140508821,3.296500521198758
0.17207377170096477,0.47307228815753904,0.5341952654333554,0.39300893553247807,0.4986031251948082
0.1266212763107028,0.36462417356092486,0.3746688200025317,0.5779987887685013,0.6011667023239017
0.1834841050725098,0.5193116424557698,0.5646548474937583,1.2207768261149137,0.8800477803665689
0.02775550303080394,0.07704676826557157,0.0,2.124538865442067,1.1523543143657595
-0.027645772681312204,-0.08770681234526402,-0.02646304336334504,5.160361909444049,1.4101890913355954
0.13822571527032473,0.36799928284855354,0.42444065178350404,0.26624958678889643,0.40741507622772566
0.1558424833164302,0.40038836078565687,0.0,0.06202719008204611,0.18021890141866945
0.033730212772928335,0.07963377563143684,0.0,0.007656188789882559,0.03460312166064629
0.09720468438021507,0.24310487476039983,0.0,0.03892364701460918,0.14681679878098886
0.08857004462328313,0.2514827414024168,0.26179655424213305,0.35726461432228857,0.47429710116834795
0.1344127231623675,0.3474203245927928,0.0,0.13255592030123184,0.2796098781483556
0.0032630634913993666,0.004299762204468445,0.0,0.007418594421049204,0.03606858224292144
0.18742334217827772,0.5155123498191192,0.5631520190719856,7.278509788164515,2.1620556560718516
-0.09879443523048927,-0.27019076589810265,-0.29747672871307285,60.752846721573874,6.254265534802327
