player_id,player_name,age,season,game_num,date,team,opponent,home_away_status,result,decision,GA,SA,SV,SV_perc,shutout,PIM,TOI
/a/allenja01,Jake Allen,31,2022,1,2021-10-13,MTL,TOR,0,L,L,2,30,28,0.9329999999999999,0,0,58.71666666666667
/a/allenja01,Jake Allen,31,2022,2,2021-10-16,MTL,NYR,1,L,L,2,23,21,0.9129999999999999,0,0,58.63333333333333
/a/allenja01,Jake Allen,31,2022,3,2021-10-19,MTL,SJS,1,L,L,5,25,20,0.8,0,0,59.96666666666667
/a/allenja01,Jake Allen,31,2022,4,2021-10-21,MTL,CAR,1,L,L,3,32,29,0.9059999999999999,0,0,57.46666666666667
/a/allenja01,Jake Allen,31,2022,5,2021-10-23,MTL,DET,1,W,W,1,27,26,0.963,0,0,60.0
/a/allenja01,Jake Allen,31,2022,6,2021-10-26,MTL,SEA,0,L,L,5,26,21,0.8079999999999999,0,0,60.0
/a/allenja01,Jake Allen,31,2022,7,2021-10-28,MTL,SJS,0,W,W,0,45,45,1.0,1,0,60.0
/a/allenja01,Jake Allen,31,2022,8,2021-10-30,MTL,LAK,0,L,L,5,38,33,0.868,0,0,60.0
/a/allenja01,Jake Allen,31,2022,9,2021-11-02,MTL,DET,1,W,W,0,22,22,1.0,1,0,60.0
/a/allenja01,Jake Allen,31,2022,10,2021-11-04,MTL,NYI,1,L,L,5,25,20,0.8,0,0,40.0
/a/allenja01,Jake Allen,31,2022,11,2021-11-06,MTL,VEG,1,L,L,3,16,13,0.813,0,0,58.38333333333333
/a/allenja01,Jake Allen,31,2022,12,2021-11-09,MTL,LAK,1,L-OT,O,3,34,31,0.912,0,0,63.65
/a/allenja01,Jake Allen,31,2022,13,2021-11-11,MTL,CGY,1,W,W,2,26,24,0.9229999999999999,0,0,59.7
/a/allenja01,Jake Allen,31,2022,14,2021-11-13,MTL,DET,0,L-OT,,0,8,8,1.0,0,0,19.2
/a/allenja01,Jake Allen,31,2022,15,2021-11-24,MTL,WSH,0,L,L,6,34,28,0.8240000000000001,0,0,60.0
/a/allenja01,Jake Allen,31,2022,16,2021-11-27,MTL,PIT,0,W,W,3,50,47,0.94,0,0,59.48333333333333
/a/allenja01,Jake Allen,31,2022,17,2021-11-29,MTL,VAN,1,L,L,2,42,40,0.9520000000000001,0,0,59.05
/a/allenja01,Jake Allen,31,2022,18,2021-12-02,MTL,COL,1,L,L,3,33,30,0.909,0,0,59.05
/a/allenja01,Jake Allen,31,2022,19,2021-12-04,MTL,NSH,0,L-OT,O,4,44,40,0.909,0,0,64.8
/a/allenja01,Jake Allen,31,2022,20,2021-12-07,MTL,TBL,1,L,L,3,27,24,0.889,0,0,59.83333333333334
/a/allenja01,Jake Allen,31,2022,21,2021-12-09,MTL,CHI,1,L,L,2,25,23,0.92,0,0,57.23333333333333
/a/allenja01,Jake Allen,31,2022,22,2021-12-11,MTL,STL,0,L,L,4,37,33,0.892,0,0,60.0
/a/allenja01,Jake Allen,31,2022,23,2021-12-14,MTL,PIT,0,L,L,5,31,26,0.8390000000000001,0,0,60.0
/a/allenja01,Jake Allen,31,2022,24,2022-01-12,MTL,BOS,0,L,L,2,7,5,0.7140000000000001,0,0,17.183333333333334
/a/allenja01,Jake Allen,31,2022,25,2022-03-17,MTL,DAL,1,L-OT,O,4,35,31,0.8859999999999999,0,0,63.85
/a/allenja01,Jake Allen,31,2022,26,2022-03-19,MTL,OTT,1,W,W,1,30,29,0.9670000000000001,0,0,60.0
/a/allenja01,Jake Allen,31,2022,27,2022-03-21,MTL,BOS,1,L-OT,O,3,46,43,0.935,0,0,60.56666666666667
/a/allenja01,Jake Allen,31,2022,28,2022-03-24,MTL,FLA,1,L,L,4,42,38,0.905,0,0,56.75
/a/allenja01,Jake Allen,31,2022,29,2022-03-26,MTL,TOR,1,W,W,2,51,49,0.961,0,0,59.93333333333333
/a/allenja01,Jake Allen,31,2022,30,2022-03-29,MTL,FLA,0,L,L,6,45,39,0.867,0,0,59.3
/a/allenja01,Jake Allen,31,2022,31,2022-03-31,MTL,CAR,0,L,L,3,43,40,0.93,0,2,56.53333333333333
/a/allenja01,Jake Allen,31,2022,32,2022-04-02,MTL,TBL,0,W,W,4,41,37,0.902,0,0,65.0
/a/allenja01,Jake Allen,31,2022,33,2022-04-05,MTL,OTT,1,L,L,5,31,26,0.8390000000000001,0,0,59.85
/a/allenja01,Jake Allen,31,2022,34,2022-04-07,MTL,NJD,0,W,W,4,37,33,0.892,0,0,60.0
/a/allenja01,Jake Allen,31,2022,35,2022-04-09,MTL,TOR,0,L,,1,15,14,0.9329999999999999,0,0,13.533333333333333
/a/alnefhu01,Hugo Alnefelt,20,2022,1,2021-12-30,TBL,FLA,0,L,,3,10,7,0.7,0,0,20.0
/a/andercr01,Craig Anderson,40,2022,1,2021-10-14,BUF,MTL,1,W,W,1,31,30,0.968,0,0,59.95
/a/andercr01,Craig Anderson,40,2022,2,2021-10-19,BUF,VAN,1,W,W,2,34,32,0.941,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,3,2021-10-22,BUF,BOS,1,L,L,3,25,22,0.88,0,0,58.91666666666666
/a/andercr01,Craig Anderson,40,2022,4,2021-10-25,BUF,TBL,1,W,W,1,36,35,0.972,0,0,59.96666666666667
/a/andercr01,Craig Anderson,40,2022,5,2021-10-28,BUF,ANA,0,W,W,3,37,34,0.919,0,0,64.26666666666667
/a/andercr01,Craig Anderson,40,2022,6,2021-11-02,BUF,SJS,0,L,L,5,27,22,0.815,0,0,57.5
/a/andercr01,Craig Anderson,40,2022,7,2022-01-29,BUF,ARI,0,W,W,1,28,27,0.9640000000000001,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,8,2022-02-01,BUF,VEG,0,L,L,5,35,30,0.857,0,0,59.65
/a/andercr01,Craig Anderson,40,2022,9,2022-02-13,BUF,MTL,0,W,W,3,32,29,0.9059999999999999,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,10,2022-02-17,BUF,OTT,1,L,L,2,27,25,0.9259999999999999,0,0,59.53333333333333
/a/andercr01,Craig Anderson,40,2022,11,2022-02-20,BUF,CBJ,0,L,L,6,38,32,0.8420000000000001,0,0,59.0
/a/andercr01,Craig Anderson,40,2022,12,2022-02-23,BUF,MTL,0,L,L,3,28,25,0.893,0,0,59.81666666666667
/a/andercr01,Craig Anderson,40,2022,13,2022-02-27,BUF,DAL,0,L,L,4,31,27,0.871,0,0,58.2
/a/andercr01,Craig Anderson,40,2022,14,2022-03-02,BUF,TOR,0,W,W,1,30,29,0.9670000000000001,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,15,2022-03-04,BUF,MIN,1,W,W,4,33,29,0.879,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,16,2022-03-07,BUF,FLA,1,L,L,6,31,25,0.8059999999999999,0,0,59.16666666666666
/a/andercr01,Craig Anderson,40,2022,17,2022-03-10,BUF,VEG,1,W,W,1,31,30,0.968,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,18,2022-03-13,BUF,TOR,1,W,W,2,36,34,0.9440000000000001,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,19,2022-03-17,BUF,EDM,0,L,L,6,36,30,0.833,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,20,2022-03-20,BUF,VAN,0,W,W,2,32,30,0.938,0,0,60.8
/a/andercr01,Craig Anderson,40,2022,21,2022-03-23,BUF,PIT,1,W,W,3,26,23,0.885,0,0,65.0
/a/andercr01,Craig Anderson,40,2022,22,2022-03-27,BUF,NYR,0,L-OT,O,5,31,26,0.8390000000000001,0,0,62.03333333333333
/a/andercr01,Craig Anderson,40,2022,23,2022-03-30,BUF,WPG,1,L-SO,O,2,27,25,0.9259999999999999,0,0,65.0
/a/andercr01,Craig Anderson,40,2022,24,2022-04-01,BUF,NSH,1,W,W,3,25,22,0.88,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,25,2022-04-05,BUF,CAR,1,W,W,2,34,32,0.941,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,26,2022-04-07,BUF,CAR,0,L,L,4,31,27,0.871,0,0,59.06666666666667
/a/andercr01,Craig Anderson,40,2022,27,2022-04-10,BUF,TBL,0,L,L,5,28,23,0.821,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,28,2022-04-12,BUF,TOR,0,W,W,2,26,24,0.9229999999999999,0,0,60.0
/a/andercr01,Craig Anderson,40,2022,29,2022-04-14,BUF,STL,1,L,L,5,27,22,0.815,0,0,59.48333333333333
/a/andercr01,Craig Anderson,40,2022,30,2022-04-16,BUF,PHI,1,W,W,3,21,18,0.857,0,0,59.9
