player_id,player_name,age,season,game_num,date,team,opponent,home_away_status,result,decision,GA,SA,SV,SV_perc,shutout,PIM,TOI
/a/alexaje01,Jett Alexander,23,2023,1,2023-04-08,TOR,MTL,1,W,nan,0,0,0,,0,0,1.1666666666666667
/a/allenja01,Jake Allen,32,2023,1,2022-10-12,MTL,TOR,1,W,W,3,32,29,0.906,0,0,59.78333333333333
/a/allenja01,Jake Allen,32,2023,2,2022-10-14,MTL,DET,0,L,L,1,38,37,0.974,0,0,58.53333333333333
/a/allenja01,Jake Allen,32,2023,3,2022-10-20,MTL,ARI,1,W,W,2,27,25,0.926,0,0,59.983333333333334
/a/allenja01,Jake Allen,32,2023,4,2022-10-22,MTL,DAL,1,L,L,5,30,25,0.833,0,0,60.0
/a/allenja01,Jake Allen,32,2023,5,2022-10-25,MTL,MIN,1,L,L,2,30,28,0.933,0,0,59.13333333333333
/a/allenja01,Jake Allen,32,2023,6,2022-10-29,MTL,STL,0,W,W,4,30,26,0.867,0,0,59.95
/a/allenja01,Jake Allen,32,2023,7,2022-11-01,MTL,MIN,0,L,L,3,30,27,0.9,0,0,59.61666666666667
/a/allenja01,Jake Allen,32,2023,8,2022-11-05,MTL,VEG,1,L,L,6,42,36,0.857,0,0,58.03333333333333
/a/allenja01,Jake Allen,32,2023,9,2022-11-08,MTL,DET,0,W,W,2,43,41,0.953,0,0,65.0
/a/allenja01,Jake Allen,32,2023,10,2022-11-12,MTL,PIT,1,W,W,4,24,20,0.833,0,0,61.05
/a/allenja01,Jake Allen,32,2023,11,2022-11-15,MTL,NJD,1,L,L,4,38,34,0.895,0,0,56.166666666666664
/a/allenja01,Jake Allen,32,2023,12,2022-11-19,MTL,PHI,1,W,W,4,29,25,0.862,0,0,63.083333333333336
/a/allenja01,Jake Allen,32,2023,13,2022-11-22,MTL,BUF,1,L,L,7,38,31,0.816,0,0,60.0
/a/allenja01,Jake Allen,32,2023,14,2022-11-29,MTL,SJS,1,L,L,3,23,20,0.87,0,0,59.68333333333333
/a/allenja01,Jake Allen,32,2023,15,2022-12-01,MTL,CGY,0,W,W,1,46,45,0.978,0,0,60.0
/a/allenja01,Jake Allen,32,2023,16,2022-12-03,MTL,EDM,0,L,L,5,22,17,0.773,0,0,57.266666666666666
/a/allenja01,Jake Allen,32,2023,17,2022-12-06,MTL,SEA,0,W,W,2,33,31,0.939,0,0,60.0
/a/allenja01,Jake Allen,32,2023,18,2022-12-10,MTL,LAK,1,L,L,3,34,31,0.912,0,0,58.833333333333336
