feature,fisher_pval,odds_ratio,ci_low,ci_high
team_change5_flag,0.010282615393615925,0.7970192563754637,0.6637380581254546,0.9511875241091003
team_change10_flag,0.003720858871730552,0.8310733234047155,0.7298633915017125,0.9434703311291042
home_game_flag,9.337700334286357e-06,1.0723254366328387,1.0396043263376826,1.106082113652051
