Unnamed: 0,date_recorded,time_recorded,game_id,date_game,time_game,team,pl_line,pl_odds
,2023-03-25,10:50:51,314,2023-03-25,19:08:00,PIT Penguins,-1.5,+170
,2023-03-25,10:50:51,315,2023-03-25,21:08:00,VGK Golden Knights,1.5,−150
,2023-03-25,10:50:51,315,2023-03-25,21:08:00,EDM Oilers,-1.5,+130
,2023-03-25,10:50:51,316,2023-03-25,21:38:00,STL Blues,-1.5,+160
,2023-03-25,10:50:51,316,2023-03-25,21:38:00,ANA Ducks,1.5,−190
,2023-03-26,09:46:57,317,2023-03-26,14:00:00,COL Avalanche,-1.5,−120
,2023-03-26,09:46:57,317,2023-03-26,14:00:00,ARI Coyotes,1.5,+100
,2023-03-26,09:46:57,318,2023-03-26,16:00:00,BOS Bruins,1.5,−265
,2023-03-26,09:46:57,318,2023-03-26,16:00:00,CAR Hurricanes,-1.5,+225
,2023-03-26,09:46:57,319,2023-03-26,17:00:00,TOR Maple Leafs,-1.5,+140
,2023-03-26,09:46:57,319,2023-03-26,17:00:00,NSH Predators,1.5,−165
,2023-03-26,09:46:57,320,2023-03-26,17:00:00,VAN Canucks,-1.5,+140
,2023-03-26,09:46:57,320,2023-03-26,17:00:00,CHI Blackhawks,1.5,−165
,2023-03-26,09:47:16,321,2023-03-26,21:30:00,STL Blues,1.5,−135
,2023-03-26,09:47:16,321,2023-03-26,21:30:00,LA Kings,-1.5,+115
,2023-03-27,10:08:14,322,2023-03-27,18:00:00,MTL Canadiens,1.5,−150
,2023-03-27,10:08:14,322,2023-03-27,18:00:00,BUF Sabres,-1.5,+120
,2023-03-27,10:08:14,323,2023-03-27,18:00:00,FLA Panthers,-1.5,+160
,2023-03-27,10:08:14,323,2023-03-27,18:00:00,OTT Senators,1.5,−220
,2023-03-27,10:08:14,324,2023-03-27,18:30:00,NJ Devils,-1.5,+180
,2023-03-27,10:08:14,324,2023-03-27,18:30:00,NY Islanders,1.5,−250
,2023-03-27,10:08:57,325,2023-03-27,19:00:00,SEA Kraken,1.5,−240
,2023-03-27,10:08:57,325,2023-03-27,19:00:00,MIN Wild,-1.5,+175
,2023-03-27,10:08:57,326,2023-03-27,21:00:00,COL Avalanche,-1.5,+100
,2023-03-27,10:08:57,326,2023-03-27,21:00:00,ANA Ducks,1.5,−120
,2023-03-27,10:08:57,327,2023-03-27,21:00:00,EDM Oilers,-1.5,−140
,2023-03-27,10:08:57,327,2023-03-27,21:00:00,ARI Coyotes,1.5,+110
,2023-03-28,11:26:30,328,2023-03-28,18:08:00,NSH Predators,1.5,+105
,2023-03-28,11:26:30,328,2023-03-28,18:08:00,BOS Bruins,-1.5,−130
,2023-03-28,11:26:30,329,2023-03-28,18:08:00,CBJ Blue Jackets,1.5,+130
,2023-03-28,11:26:30,329,2023-03-28,18:08:00,NY Rangers,-1.5,−165
,2023-03-28,11:26:30,330,2023-03-28,18:08:00,PIT Penguins,-1.5,+120
,2023-03-28,11:26:30,330,2023-03-28,18:08:00,DET Red Wings,1.5,−150
,2023-03-28,11:26:30,331,2023-03-28,18:08:00,TB Lightning,1.5,−235
,2023-03-28,11:26:30,331,2023-03-28,18:08:00,CAR Hurricanes,-1.5,+170
,2023-03-28,11:26:30,332,2023-03-28,18:08:00,MTL Canadiens,1.5,−185
,2023-03-28,11:26:30,332,2023-03-28,18:08:00,PHI Flyers,-1.5,+140
,2023-03-28,11:26:58,333,2023-03-28,19:08:00,VAN Canucks,1.5,−290
,2023-03-28,11:26:58,333,2023-03-28,19:08:00,STL Blues,-1.5,+205
,2023-03-28,11:26:58,334,2023-03-28,19:38:00,DAL Stars,-1.5,−110
,2023-03-28,11:26:58,334,2023-03-28,19:38:00,CHI Blackhawks,1.5,−110
,2023-03-28,11:26:58,335,2023-03-28,20:08:00,LA Kings,1.5,−240
,2023-03-28,11:26:58,335,2023-03-28,20:08:00,CGY Flames,-1.5,+175
,2023-03-28,11:26:58,336,2023-03-28,21:08:00,EDM Oilers,-1.5,+175
,2023-03-28,11:26:58,336,2023-03-28,21:08:00,VGK Golden Knights,1.5,−240
,2023-03-28,11:26:58,337,2023-03-28,21:38:00,WPG Jets,-1.5,+125
,2023-03-28,11:26:58,337,2023-03-28,21:38:00,SJ Sharks,1.5,−155
,2023-03-29,10:01:09,338,2023-03-29,18:38:00,FLA Panthers,1.5,−175
,2023-03-29,10:01:09,338,2023-03-29,18:38:00,TOR Maple Leafs,-1.5,+135
,2023-03-29,10:01:09,339,2023-03-29,18:38:00,NY Islanders,-1.5,+205
,2023-03-29,10:01:09,339,2023-03-29,18:38:00,WAS Capitals,1.5,−290
,2023-03-29,10:01:27,340,2023-03-29,21:08:00,MIN Wild,1.5,−220
,2023-03-29,10:01:27,340,2023-03-29,21:08:00,COL Avalanche,-1.5,+160
,2023-03-30,11:32:23,341,2023-03-30,18:00:00,CBJ Blue Jackets,1.5,+140
,2023-03-30,11:32:23,341,2023-03-30,18:00:00,BOS Bruins,-1.5,−185
,2023-03-30,11:32:23,342,2023-03-30,18:00:00,WAS Capitals,1.5,−155
,2023-03-30,11:32:23,342,2023-03-30,18:00:00,TB Lightning,-1.5,+125
,2023-03-30,11:32:23,343,2023-03-30,18:00:00,NSH Predators,1.5,−155
,2023-03-30,11:32:23,343,2023-03-30,18:00:00,PIT Penguins,-1.5,+125
,2023-03-30,11:32:23,344,2023-03-30,18:00:00,FLA Panthers,-1.5,+120
,2023-03-30,11:32:23,344,2023-03-30,18:00:00,MTL Canadiens,1.5,−150
,2023-03-30,11:32:23,345,2023-03-30,18:00:00,NY Rangers,1.5,−210
,2023-03-30,11:32:23,345,2023-03-30,18:00:00,NJ Devils,-1.5,+155
,2023-03-30,11:32:23,346,2023-03-30,18:00:00,PHI Flyers,1.5,−175
,2023-03-30,11:32:23,346,2023-03-30,18:00:00,OTT Senators,-1.5,+135
,2023-03-30,11:32:23,347,2023-03-30,18:30:00,CAR Hurricanes,-1.5,+115
,2023-03-30,11:32:23,347,2023-03-30,18:30:00,DET Red Wings,1.5,−145
,2023-03-30,11:32:45,348,2023-03-30,19:30:00,STL Blues,-1.5,+155
,2023-03-30,11:32:45,348,2023-03-30,19:30:00,CHI Blackhawks,1.5,−210
,2023-03-30,11:32:45,349,2023-03-30,20:00:00,LA Kings,1.5,−175
,2023-03-30,11:32:45,349,2023-03-30,20:00:00,EDM Oilers,-1.5,+135
,2023-03-30,11:32:45,350,2023-03-30,21:00:00,ANA Ducks,1.5,+115
,2023-03-30,11:32:45,350,2023-03-30,21:00:00,SEA Kraken,-1.5,−145
,2023-03-30,11:32:45,351,2023-03-30,21:30:00,VGK Golden Knights,-1.5,+130
,2023-03-30,11:32:45,351,2023-03-30,21:30:00,SJ Sharks,1.5,−165
,2023-03-31,09:53:35,352,2023-03-31,18:08:00,NY Rangers,-1.5,+165
,2023-03-31,09:53:35,352,2023-03-31,18:08:00,BUF Sabres,1.5,−195
,2023-03-31,09:53:59,353,2023-03-31,19:08:00,DET Red Wings,1.5,−125
,2023-03-31,09:53:59,353,2023-03-31,19:08:00,WPG Jets,-1.5,+105
,2023-03-31,09:53:59,354,2023-03-31,21:08:00,CGY Flames,-1.5,+195
,2023-03-31,09:53:59,354,2023-03-31,21:08:00,VAN Canucks,1.5,−230
,2023-03-31,09:53:59,355,2023-03-31,21:38:00,DAL Stars,-1.5,+115
,2023-03-31,09:53:59,355,2023-03-31,21:38:00,ARI Coyotes,1.5,−135
,2023-04-01,10:27:36,356,2023-04-01,12:00:00,STL Blues,1.5,−205
,2023-04-01,10:27:36,356,2023-04-01,12:00:00,NSH Predators,-1.5,+175
,2023-04-01,10:27:36,357,2023-04-01,14:08:00,BOS Bruins,-1.5,+200
,2023-04-01,10:27:36,357,2023-04-01,14:08:00,PIT Penguins,1.5,−240
,2023-04-01,10:27:36,358,2023-04-01,18:00:00,FLA Panthers,-1.5,+100
,2023-04-01,10:27:36,358,2023-04-01,18:00:00,CBJ Blue Jackets,1.5,−120
,2023-04-01,10:27:36,359,2023-04-01,18:00:00,BUF Sabres,-1.5,+215
,2023-04-01,10:27:36,359,2023-04-01,18:00:00,PHI Flyers,1.5,−255
,2023-04-01,10:27:36,360,2023-04-01,18:08:00,CAR Hurricanes,-1.5,−110
,2023-04-01,10:27:36,360,2023-04-01,18:08:00,MTL Canadiens,1.5,−110
,2023-04-01,10:27:36,361,2023-04-01,18:08:00,NY Islanders,1.5,−195
,2023-04-01,10:27:36,361,2023-04-01,18:08:00,TB Lightning,-1.5,+165
,2023-04-01,10:27:36,362,2023-04-01,18:08:00,TOR Maple Leafs,-1.5,+150
,2023-04-01,10:27:36,362,2023-04-01,18:08:00,OTT Senators,1.5,−175
,2023-04-01,10:27:58,363,2023-04-01,19:08:00,NJ Devils,-1.5,−130
,2023-04-01,10:27:58,363,2023-04-01,19:08:00,CHI Blackhawks,1.5,+110
,2023-04-01,10:27:58,364,2023-04-01,20:00:00,DAL Stars,1.5,−190
,2023-04-01,10:27:58,364,2023-04-01,20:00:00,COL Avalanche,-1.5,+160
,2023-04-01,10:27:58,365,2023-04-01,21:00:00,SJ Sharks,-1.5,+205
,2023-04-01,10:27:58,365,2023-04-01,21:00:00,ARI Coyotes,1.5,−245
,2023-04-01,10:27:58,366,2023-04-01,21:08:00,ANA Ducks,1.5,+170
,2023-04-01,10:27:58,366,2023-04-01,21:08:00,EDM Oilers,-1.5,−200
,2023-04-01,10:27:58,367,2023-04-01,21:08:00,LA Kings,1.5,−245
,2023-04-01,10:27:58,367,2023-04-01,21:08:00,SEA Kraken,-1.5,+205
,2023-04-01,10:27:58,368,2023-04-01,21:08:00,MIN Wild,1.5,−260
,2023-04-01,10:27:58,368,2023-04-01,21:08:00,VGK Golden Knights,-1.5,+220
,2023-04-02,09:49:24,369,2023-04-02,12:00:00,NY Rangers,-1.5,+185
,2023-04-02,09:49:24,369,2023-04-02,12:00:00,WAS Capitals,1.5,−215
,2023-04-02,09:49:24,370,2023-04-02,14:30:00,BOS Bruins,-1.5,+105
,2023-04-02,09:49:24,370,2023-04-02,14:30:00,STL Blues,1.5,−125
,2023-04-02,09:49:24,371,2023-04-02,17:00:00,PHI Flyers,1.5,−130
,2023-04-02,09:49:24,371,2023-04-02,17:00:00,PIT Penguins,-1.5,+110
,2023-04-02,09:49:24,372,2023-04-02,17:00:00,NY Islanders,1.5,−165
,2023-04-02,09:49:24,372,2023-04-02,17:00:00,CAR Hurricanes,-1.5,+140
,2023-04-02,09:49:24,373,2023-04-02,17:00:00,OTT Senators,-1.5,+140
,2023-04-02,09:49:24,373,2023-04-02,17:00:00,CBJ Blue Jackets,1.5,−165
,2023-04-02,09:49:24,374,2023-04-02,18:00:00,DET Red Wings,1.5,−110
,2023-04-02,09:49:24,374,2023-04-02,18:00:00,TOR Maple Leafs,-1.5,−110
,2023-04-02,09:49:24,375,2023-04-02,18:00:00,NJ Devils,-1.5,+240
,2023-04-02,09:49:24,375,2023-04-02,18:00:00,WPG Jets,1.5,−285
,2023-04-02,09:49:46,376,2023-04-02,19:00:00,ANA Ducks,1.5,+160
,2023-04-02,09:49:46,376,2023-04-02,19:00:00,CGY Flames,-1.5,−190
,2023-04-02,09:49:46,377,2023-04-02,19:00:00,LA Kings,-1.5,+210
,2023-04-02,09:49:46,377,2023-04-02,19:00:00,VAN Canucks,1.5,−250
,2023-04-03,10:02:32,378,2023-04-03,19:08:00,VGK Golden Knights,1.5,−235
,2023-04-03,10:02:32,378,2023-04-03,19:08:00,MIN Wild,-1.5,+170
,2023-04-03,10:02:32,379,2023-04-03,19:38:00,NSH Predators,1.5,−155
,2023-04-03,10:02:32,379,2023-04-03,19:38:00,DAL Stars,-1.5,+125
,2023-04-03,10:02:32,380,2023-04-03,21:08:00,ARI Coyotes,1.5,+105
,2023-04-03,10:02:32,380,2023-04-03,21:08:00,SEA Kraken,-1.5,−130
,2023-04-04,08:10:30,381,2023-04-04,18:08:00,PIT Penguins,1.5,−175
,2023-04-04,08:10:30,381,2023-04-04,18:08:00,NJ Devils,-1.5,+150
,2023-04-04,08:10:30,382,2023-04-04,18:08:00,CBJ Blue Jackets,1.5,+125
,2023-04-04,08:10:30,382,2023-04-04,18:08:00,TOR Maple Leafs,-1.5,−145
,2023-04-04,08:10:30,383,2023-04-04,18:08:00,OTT Senators,1.5,−115
,2023-04-04,08:10:30,383,2023-04-04,18:08:00,CAR Hurricanes,-1.5,−105
,2023-04-04,08:10:30,384,2023-04-04,18:08:00,BUF Sabres,1.5,−150
,2023-04-04,08:10:30,384,2023-04-04,18:08:00,FLA Panthers,-1.5,+130
,2023-04-04,08:10:30,385,2023-04-04,18:08:00,DET Red Wings,-1.5,+210
,2023-04-04,08:10:30,385,2023-04-04,18:08:00,MTL Canadiens,1.5,−250
,2023-04-04,08:10:48,386,2023-04-04,19:08:00,VGK Golden Knights,-1.5,+185
,2023-04-04,08:10:48,386,2023-04-04,19:08:00,NSH Predators,1.5,−215
,2023-04-04,08:10:48,387,2023-04-04,19:08:00,PHI Flyers,1.5,−210
,2023-04-04,08:10:48,387,2023-04-04,19:08:00,STL Blues,-1.5,+180
,2023-04-04,08:10:48,388,2023-04-04,20:08:00,CHI Blackhawks,1.5,+140
,2023-04-04,08:10:48,388,2023-04-04,20:08:00,CGY Flames,-1.5,−165
,2023-04-04,08:10:48,389,2023-04-04,21:08:00,SEA Kraken,-1.5,+210
,2023-04-04,08:10:48,389,2023-04-04,21:08:00,VAN Canucks,1.5,−250
,2023-04-04,08:10:48,390,2023-04-04,21:38:00,COL Avalanche,-1.5,+115
,2023-04-04,08:10:48,390,2023-04-04,21:38:00,SJ Sharks,1.5,−135
,2023-04-04,08:10:48,391,2023-04-04,21:38:00,EDM Oilers,-1.5,+200
,2023-04-04,08:10:48,391,2023-04-04,21:38:00,LA Kings,1.5,−240
,2023-04-05,09:47:30,392,2023-04-05,18:38:00,TB Lightning,1.5,−275
,2023-04-05,09:47:30,392,2023-04-05,18:38:00,NY Rangers,-1.5,+195
,2023-04-05,09:47:30,393,2023-04-05,18:38:00,CGY Flames,1.5,−235
,2023-04-05,09:47:30,393,2023-04-05,18:38:00,WPG Jets,-1.5,+170
,2023-04-05,09:47:58,394,2023-04-05,21:08:00,EDM Oilers,-1.5,−140
,2023-04-05,09:47:58,394,2023-04-05,21:08:00,ANA Ducks,1.5,+110
,2023-04-06,11:34:27,395,2023-04-06,18:00:00,CBJ Blue Jackets,1.5,+135
,2023-04-06,11:34:27,395,2023-04-06,18:00:00,NJ Devils,-1.5,−175
,2023-04-06,11:34:27,396,2023-04-06,18:00:00,MIN Wild,1.5,−250
,2023-04-06,11:34:27,396,2023-04-06,18:00:00,PIT Penguins,-1.5,+180
,2023-04-06,11:34:27,397,2023-04-06,18:00:00,WAS Capitals,-1.5,+140
,2023-04-06,11:34:27,397,2023-04-06,18:00:00,MTL Canadiens,1.5,−185
,2023-04-06,11:34:27,398,2023-04-06,18:08:00,OTT Senators,1.5,−120
,2023-04-06,11:34:27,398,2023-04-06,18:08:00,FLA Panthers,-1.5,+100
,2023-04-06,11:34:27,399,2023-04-06,18:08:00,TOR Maple Leafs,1.5,−225
,2023-04-06,11:34:27,399,2023-04-06,18:08:00,BOS Bruins,-1.5,+165
,2023-04-06,11:34:27,400,2023-04-06,18:08:00,BUF Sabres,-1.5,+205
,2023-04-06,11:34:27,400,2023-04-06,18:08:00,DET Red Wings,1.5,−290
,2023-04-06,11:34:27,401,2023-04-06,18:30:00,TB Lightning,1.5,−240
,2023-04-06,11:34:27,401,2023-04-06,18:30:00,NY Islanders,-1.5,+175
,2023-04-06,11:34:47,402,2023-04-06,19:00:00,CAR Hurricanes,-1.5,+135
,2023-04-06,11:34:47,402,2023-04-06,19:00:00,NSH Predators,1.5,−175
,2023-04-06,11:34:47,403,2023-04-06,19:00:00,NY Rangers,-1.5,+135
,2023-04-06,11:34:47,403,2023-04-06,19:00:00,STL Blues,1.5,−175
,2023-04-06,11:34:47,404,2023-04-06,19:30:00,PHI Flyers,1.5,−115
,2023-04-06,11:34:47,404,2023-04-06,19:30:00,DAL Stars,-1.5,−105
,2023-04-06,11:34:47,405,2023-04-06,21:00:00,CHI Blackhawks,1.5,−140
,2023-04-06,11:34:47,405,2023-04-06,21:00:00,VAN Canucks,-1.5,+110
,2023-04-06,11:34:47,406,2023-04-06,21:00:00,LA Kings,1.5,−275
,2023-04-06,11:34:47,406,2023-04-06,21:00:00,VGK Golden Knights,-1.5,+195
,2023-04-06,11:34:47,407,2023-04-06,21:30:00,ARI Coyotes,1.5,+110
,2023-04-06,11:34:47,407,2023-04-06,21:30:00,SEA Kraken,-1.5,−140
,2023-04-06,11:34:47,408,2023-04-06,21:30:00,COL Avalanche,-1.5,+110
,2023-04-06,11:34:47,408,2023-04-06,21:30:00,SJ Sharks,1.5,−140
,2023-04-08,10:05:01,409,2023-04-08,11:30:00,CAR Hurricanes,-1.5,+140
,2023-04-08,10:05:01,409,2023-04-08,11:30:00,BUF Sabres,1.5,−185
,2023-04-08,10:05:01,410,2023-04-08,12:00:00,PIT Penguins,-1.5,+135
,2023-04-08,10:05:01,410,2023-04-08,12:00:00,DET Red Wings,1.5,−175
,2023-04-08,10:05:01,411,2023-04-08,14:30:00,VGK Golden Knights,1.5,−235
,2023-04-08,10:05:01,411,2023-04-08,14:30:00,DAL Stars,-1.5,+170
,2023-04-08,10:05:01,412,2023-04-08,15:00:00,EDM Oilers,-1.5,−130
,2023-04-08,10:05:01,412,2023-04-08,15:00:00,SJ Sharks,1.5,+105
,2023-04-08,10:05:01,413,2023-04-08,16:30:00,ANA Ducks,1.5,−220
,2023-04-08,10:05:01,413,2023-04-08,16:30:00,ARI Coyotes,-1.5,+160
,2023-04-08,10:05:01,414,2023-04-08,18:00:00,NY Rangers,-1.5,−110
,2023-04-08,10:05:01,414,2023-04-08,18:00:00,CBJ Blue Jackets,1.5,−110
,2023-04-08,10:05:01,415,2023-04-08,18:00:00,MTL Canadiens,1.5,+115
,2023-04-08,10:05:01,415,2023-04-08,18:00:00,TOR Maple Leafs,-1.5,−145
,2023-04-08,10:05:01,416,2023-04-08,18:00:00,NSH Predators,1.5,−185
,2023-04-08,10:05:01,416,2023-04-08,18:00:00,WPG Jets,-1.5,+140
,2023-04-08,10:05:01,417,2023-04-08,18:00:00,FLA Panthers,-1.5,+140
,2023-04-08,10:05:01,417,2023-04-08,18:00:00,WAS Capitals,1.5,−185
,2023-04-08,10:05:01,418,2023-04-08,18:00:00,TB Lightning,-1.5,+150
,2023-04-08,10:05:01,418,2023-04-08,18:00:00,OTT Senators,1.5,−205
,2023-04-08,10:05:01,419,2023-04-08,18:30:00,PHI Flyers,1.5,−110
,2023-04-08,10:05:01,419,2023-04-08,18:30:00,NY Islanders,-1.5,−110
,2023-04-08,10:05:57,420,2023-04-08,19:00:00,STL Blues,1.5,−120
,2023-04-08,10:05:57,420,2023-04-08,19:00:00,MIN Wild,-1.5,+100
,2023-04-08,10:05:57,421,2023-04-08,19:00:00,NJ Devils,1.5,−240
,2023-04-08,10:05:57,421,2023-04-08,19:00:00,BOS Bruins,-1.5,+175
,2023-04-08,10:05:57,422,2023-04-08,21:00:00,CHI Blackhawks,1.5,+125
,2023-04-08,10:05:57,422,2023-04-08,21:00:00,SEA Kraken,-1.5,−155
,2023-04-08,10:05:57,423,2023-04-08,21:00:00,CGY Flames,-1.5,+145
,2023-04-08,10:05:57,423,2023-04-08,21:00:00,VAN Canucks,1.5,−195
,2023-04-08,10:05:57,424,2023-04-08,21:30:00,COL Avalanche,-1.5,+185
,2023-04-08,10:05:57,424,2023-04-08,21:30:00,LA Kings,1.5,−260
,2023-04-09,10:31:07,425,2023-04-09,17:00:00,BOS Bruins,-1.5,+100
,2023-04-09,10:31:07,425,2023-04-09,17:00:00,PHI Flyers,1.5,−120
,2023-04-09,10:31:36,426,2023-04-09,19:30:00,COL Avalanche,-1.5,−130
,2023-04-09,10:31:36,426,2023-04-09,19:30:00,ANA Ducks,1.5,+105
,2023-04-10,13:51:38,427,2023-04-10,18:00:00,SJ Sharks,1.5,+100
,2023-04-10,13:51:38,427,2023-04-10,18:00:00,WPG Jets,-1.5,−120
,2023-04-10,13:51:38,428,2023-04-10,18:00:00,BUF Sabres,1.5,−140
,2023-04-10,13:51:38,428,2023-04-10,18:00:00,NY Rangers,-1.5,+110
,2023-04-10,13:51:38,429,2023-04-10,18:00:00,CAR Hurricanes,-1.5,+125
,2023-04-10,13:51:38,429,2023-04-10,18:00:00,OTT Senators,1.5,−155
,2023-04-10,13:51:38,430,2023-04-10,18:00:00,DAL Stars,-1.5,+135
,2023-04-10,13:51:38,430,2023-04-10,18:00:00,DET Red Wings,1.5,−175
,2023-04-10,13:51:38,431,2023-04-10,18:00:00,TOR Maple Leafs,1.5,−205
,2023-04-10,13:51:38,431,2023-04-10,18:00:00,FLA Panthers,-1.5,+150
,2023-04-10,13:51:38,432,2023-04-10,18:00:00,NY Islanders,-1.5,+135
,2023-04-10,13:51:38,432,2023-04-10,18:00:00,WAS Capitals,1.5,−175
,2023-04-10,13:51:57,433,2023-04-10,20:00:00,MIN Wild,-1.5,+105
,2023-04-10,13:51:57,433,2023-04-10,20:00:00,CHI Blackhawks,1.5,−130
,2023-04-10,13:51:57,434,2023-04-10,20:30:00,NSH Predators,1.5,−155
,2023-04-10,13:51:57,434,2023-04-10,20:30:00,CGY Flames,-1.5,+125
,2023-04-10,13:51:57,435,2023-04-10,21:00:00,SEA Kraken,-1.5,+105
,2023-04-10,13:51:57,435,2023-04-10,21:00:00,ARI Coyotes,1.5,−130
,2023-04-10,13:51:57,436,2023-04-10,21:30:00,VAN Canucks,1.5,−155
,2023-04-10,13:51:57,436,2023-04-10,21:30:00,LA Kings,-1.5,+125
,2023-04-11,11:33:42,437,2023-04-11,18:00:00,WAS Capitals,1.5,+105
,2023-04-11,11:33:42,437,2023-04-11,18:00:00,BOS Bruins,-1.5,−130
,2023-04-11,11:33:42,438,2023-04-11,18:00:00,DET Red Wings,1.5,−115
,2023-04-11,11:33:42,438,2023-04-11,18:00:00,CAR Hurricanes,-1.5,−105
,2023-04-11,11:33:42,439,2023-04-11,18:00:00,BUF Sabres,1.5,−115
,2023-04-11,11:33:42,439,2023-04-11,18:00:00,NJ Devils,-1.5,−105
,2023-04-11,11:33:42,440,2023-04-11,18:00:00,TOR Maple Leafs,1.5,−175
,2023-04-11,11:33:42,440,2023-04-11,18:00:00,TB Lightning,-1.5,+135
,2023-04-11,11:33:42,441,2023-04-11,18:00:00,CBJ Blue Jackets,1.5,−165
,2023-04-11,11:33:42,441,2023-04-11,18:00:00,PHI Flyers,-1.5,+130
,2023-04-11,11:33:42,442,2023-04-11,18:30:00,CHI Blackhawks,1.5,+150
,2023-04-11,11:33:42,442,2023-04-11,18:30:00,PIT Penguins,-1.5,−205
,2023-04-11,11:33:59,443,2023-04-11,19:00:00,WPG Jets,1.5,−280
,2023-04-11,11:33:59,443,2023-04-11,19:00:00,MIN Wild,-1.5,+200
,2023-04-11,11:33:59,444,2023-04-11,20:30:00,EDM Oilers,-1.5,+190
,2023-04-11,11:33:59,444,2023-04-11,20:30:00,COL Avalanche,1.5,−265
,2023-04-11,11:33:59,445,2023-04-11,21:00:00,SEA Kraken,1.5,−220
,2023-04-11,11:33:59,445,2023-04-11,21:00:00,VGK Golden Knights,-1.5,+160
,2023-04-11,11:33:59,446,2023-04-11,21:00:00,VAN Canucks,-1.5,+150
,2023-04-11,11:33:59,446,2023-04-11,21:00:00,ANA Ducks,1.5,−205
,2023-04-12,09:58:46,447,2023-04-12,18:00:00,MTL Canadiens,1.5,+110
,2023-04-12,09:58:46,447,2023-04-12,18:00:00,NY Islanders,-1.5,−140
,2023-04-12,09:58:46,448,2023-04-12,18:30:00,DAL Stars,-1.5,+145
,2023-04-12,09:58:46,448,2023-04-12,18:30:00,STL Blues,1.5,−195
,2023-04-12,09:59:04,449,2023-04-12,21:00:00,SJ Sharks,1.5,−110
,2023-04-12,09:59:04,449,2023-04-12,21:00:00,CGY Flames,-1.5,−110
,2023-04-13,11:41:13,450,2023-04-13,18:00:00,BOS Bruins,-1.5,−120
,2023-04-13,11:41:13,450,2023-04-13,18:00:00,MTL Canadiens,1.5,+100
,2023-04-13,11:41:13,451,2023-04-13,18:00:00,DET Red Wings,1.5,−130
,2023-04-13,11:41:13,451,2023-04-13,18:00:00,TB Lightning,-1.5,+105
,2023-04-13,11:41:13,452,2023-04-13,18:00:00,NJ Devils,-1.5,+130
,2023-04-13,11:41:13,452,2023-04-13,18:00:00,WAS Capitals,1.5,−165
,2023-04-13,11:41:13,453,2023-04-13,18:00:00,PIT Penguins,-1.5,+105
,2023-04-13,11:41:13,453,2023-04-13,18:00:00,CBJ Blue Jackets,1.5,−130
,2023-04-13,11:41:13,454,2023-04-13,18:00:00,TOR Maple Leafs,1.5,−225
,2023-04-13,11:41:13,454,2023-04-13,18:00:00,NY Rangers,-1.5,+165
,2023-04-13,11:41:13,455,2023-04-13,18:00:00,CAR Hurricanes,1.5,−290
,2023-04-13,11:41:13,455,2023-04-13,18:00:00,FLA Panthers,-1.5,+205
,2023-04-13,11:41:13,456,2023-04-13,18:08:00,OTT Senators,1.5,−220
,2023-04-13,11:41:13,456,2023-04-13,18:08:00,BUF Sabres,-1.5,+160
,2023-04-13,11:41:31,457,2023-04-13,19:00:00,STL Blues,+1.5,−115
,2023-04-13,11:41:31,457,2023-04-13,19:00:00,DAL Stars,-1.5,−105
,2023-04-13,11:41:31,458,2023-04-13,19:00:00,WPG Jets,+1.5,−120
,2023-04-13,11:41:31,458,2023-04-13,19:00:00,COL Avalanche,-1.5,+100
,2023-04-13,11:41:31,459,2023-04-13,19:00:00,MIN Wild,+1.5,−275
,2023-04-13,11:41:31,459,2023-04-13,19:00:00,NSH Predators,-1.5,+195
,2023-04-13,11:41:31,460,2023-04-13,19:38:00,PHI Flyers,-1.5,+200
,2023-04-13,11:41:31,460,2023-04-13,19:38:00,CHI Blackhawks,+1.5,−280
,2023-04-13,11:41:31,461,2023-04-13,20:00:00,SJ Sharks,+1.5,+145
,2023-04-13,11:41:31,461,2023-04-13,20:00:00,EDM Oilers,-1.5,−195
,2023-04-13,11:41:31,462,2023-04-13,21:08:00,LA Kings,-1.5,+105
,2023-04-13,11:41:31,462,2023-04-13,21:08:00,ANA Ducks,+1.5,−130
,2023-04-13,11:41:31,463,2023-04-13,21:08:00,VAN Canucks,-1.5,+150
,2023-04-13,11:41:31,463,2023-04-13,21:08:00,ARI Coyotes,+1.5,−205
,2023-04-13,11:41:31,464,2023-04-13,21:30:00,VGK Golden Knights,-1.5,+185
,2023-04-13,11:41:31,464,2023-04-13,21:30:00,SEA Kraken,+1.5,−260
