date_game,team,ml_odds
2021-11-06,DET,-105
2021-11-06,BUF,-115
2021-11-06,VGK,-115
2021-11-06,MTL,-105
2021-11-06,MIN,-105
2021-11-06,PIT,-115
2021-11-06,PHI,130
2021-11-06,WSH,-150
2021-11-06,NYI,-105
2021-11-06,WPG,-115
2021-11-06,SEA,-160
2021-11-06,ARI,135
2021-11-06,NYR,120
2021-11-06,CGY,-140
2021-11-06,NJD,120
2021-11-06,SJS,-140
2021-11-07,VGK,-135
2021-11-07,DET,115
2021-11-07,NSH,-110
2021-11-07,CHI,-110
2021-11-07,STL,-170
2021-11-07,ANA,145
2021-11-07,NYI,105
2021-11-07,MIN,-125
2021-11-07,DAL,-105
2021-11-07,VAN,-115
2021-11-08,FLA,-115
2021-11-08,NYR,-105
2021-11-08,BUF,210
2021-11-08,WSH,-260
2021-11-08,LAK,190
2021-11-08,TOR,-235
2021-11-09,CAR,110
2021-11-09,TBL,-130
2021-11-09,LAK,115
2021-11-09,MTL,-135
2021-11-09,OTT,230
2021-11-09,BOS,-280
2021-11-09,FLA,-145
2021-11-09,NJD,125
2021-11-09,EDM,-180
2021-11-09,DET,150
2021-11-09,STL,-115
2021-11-09,WPG,-105
2021-11-09,PIT,-125
2021-11-09,CHI,105
2021-11-09,SJS,150
2021-11-09,CGY,-180
2021-11-09,SEA,115
2021-11-09,VGK,-135
2021-11-09,ANA,130
2021-11-09,VAN,-150
2021-11-10,TOR,-125
2021-11-10,PHI,105
2021-11-10,NSH,125
2021-11-10,DAL,-145
2021-11-10,MIN,-200
2021-11-10,ARI,170
2021-11-11,FLA,-120
2021-11-11,PIT,100
2021-11-11,LAK,-110
2021-11-11,OTT,-110
2021-11-11,NYI,-130
2021-11-11,NJD,110
2021-11-11,CGY,-120
2021-11-11,MTL,100
2021-11-11,EDM,110
2021-11-11,BOS,-130
2021-11-11,WSH,-130
2021-11-11,DET,110
2021-11-11,SJS,135
2021-11-11,WPG,-160
2021-11-11,NSH,130
2021-11-11,STL,-150
2021-11-11,VAN,160
2021-11-11,COL,-190
2021-11-11,MIN,-110
2021-11-11,VGK,-110
2021-11-11,ANA,130
2021-11-11,SEA,-150
2021-11-12,WSH,-140
2021-11-12,CBJ,120
2021-11-12,EDM,-170
2021-11-12,BUF,145
2021-11-12,CGY,130
2021-11-12,TOR,-150
2021-11-12,PHI,145
2021-11-12,CAR,-170
2021-11-12,ARI,150
2021-11-12,CHI,-180
2021-11-13,BOS,-130
2021-11-13,NJD,110
2021-11-13,FLA,105
2021-11-13,TBL,-125
2021-11-13,PIT,-140
2021-11-13,OTT,120
2021-11-13,MTL,-105
2021-11-13,DET,-115
2021-11-13,NYR,-125
2021-11-13,CBJ,105
2021-11-13,LAK,145
2021-11-13,WPG,-170
2021-11-13,TOR,-185
2021-11-13,BUF,155
2021-11-13,STL,120
2021-11-13,CAR,-140
2021-11-13,ARI,235
2021-11-13,NSH,-290
2021-11-13,PHI,125
2021-11-13,DAL,-145
2021-11-13,SJS,175
2021-11-13,COL,-210
2021-11-13,VAN,125
2021-11-13,VGK,-145
2021-11-13,MIN,-115
2021-11-13,SEA,-105
2021-11-14,CGY,-180
2021-11-14,OTT,150
2021-11-14,NJD,130
2021-11-14,NYR,-150
2021-11-14,EDM,-105
2021-11-14,STL,-105
2021-11-14,MTL,175
2021-11-14,BOS,-210
2021-11-14,PIT,145
2021-11-14,WSH,-170
2021-11-14,VAN,105
2021-11-14,ANA,-125
2021-11-15,NYI,120
2021-11-15,TBL,-140
2021-11-15,DET,110
2021-11-15,CBJ,-130
2021-11-16,MTL,125
2021-11-16,NYR,-145
2021-11-16,NSH,160
2021-11-16,TOR,-190
2021-11-16,NYI,135
2021-11-16,FLA,-160
2021-11-16,BUF,185
2021-11-16,PIT,-225
2021-11-16,CGY,-120
2021-11-16,PHI,100
2021-11-16,EDM,-110
2021-11-16,WPG,-110
2021-11-16,SJS,160
2021-11-16,MIN,-190
2021-11-16,ARI,240
2021-11-16,STL,-300
2021-11-16,DET,150
2021-11-16,DAL,-180
2021-11-16,WSH,-150
2021-11-16,ANA,130
2021-11-16,CAR,-125
2021-11-16,VGK,105
2021-11-17,COL,-170
2021-11-17,VAN,145
2021-11-17,CHI,120
2021-11-17,SEA,-140
2021-11-17,WSH,-130
2021-11-17,LAK,110
2021-11-18,NYR,135
2021-11-18,TOR,-160
2021-11-18,NJD,165
2021-11-18,FLA,-195
2021-11-18,PIT,-135
2021-11-18,MTL,115
2021-11-18,TBL,-130
2021-11-18,PHI,110
2021-11-18,CGY,-170
2021-11-18,BUF,145
2021-11-18,SJS,145
2021-11-18,STL,-170
2021-11-18,DAL,140
2021-11-18,MIN,-165
2021-11-18,CBJ,-160
2021-11-18,ARI,135
2021-11-18,WPG,105
2021-11-18,EDM,-125
2021-11-18,CAR,-145
2021-11-18,ANA,125
2021-11-18,DET,145
2021-11-18,VGK,-170
2021-11-19,WPG,-120
2021-11-19,VAN,100
2021-11-19,COL,-170
2021-11-19,SEA,145
2021-11-20,NJD,170
2021-11-20,TBL,-200
2021-11-20,CAR,-150
2021-11-20,LAK,130
2021-11-20,MIN,115
2021-11-20,FLA,-135
2021-11-20,NSH,-110
2021-11-20,MTL,-110
2021-11-20,PIT,145
2021-11-20,TOR,-170
2021-11-20,CGY,110
2021-11-20,NYI,-130
2021-11-20,BOS,-125
2021-11-20,PHI,105
2021-11-20,DET,-130
2021-11-20,ARI,110
2021-11-20,STL,105
2021-11-20,DAL,-125
2021-11-20,CBJ,130
2021-11-20,VGK,-150
2021-11-20,CHI,165
2021-11-20,EDM,-195
2021-11-20,WSH,-130
2021-11-20,SJS,110
2021-11-21,MIN,130
2021-11-21,TBL,-150
2021-11-21,BUF,180
2021-11-21,NYR,-220
2021-11-21,CGY,145
2021-11-21,BOS,-170
2021-11-21,TOR,100
2021-11-21,NYI,-120
2021-11-21,CHI,120
2021-11-21,VAN,-140
2021-11-21,WSH,-130
2021-11-21,SEA,110
2021-11-21,ARI,180
2021-11-21,LAK,-220
2021-11-22,CBJ,-115
2021-11-22,BUF,-105
2021-11-22,VGK,100
2021-11-22,STL,-120
2021-11-22,ANA,115
2021-11-22,NSH,-135
2021-11-22,OTT,285
2021-11-22,COL,-355
2021-11-22,PIT,-105
2021-11-22,WPG,-115
2021-11-22,CAR,-130
2021-11-22,SJS,110
2021-11-23,PHI,120
2021-11-23,TBL,-140
2021-11-23,EDM,-105
2021-11-23,DAL,-115
2021-11-23,CHI,155
2021-11-23,CGY,-185
2021-11-24,MTL,165
2021-11-24,WSH,-195
2021-11-24,PHI,145
2021-11-24,FLA,-170
2021-11-24,WPG,-120
2021-11-24,CBJ,100
2021-11-24,BOS,-210
2021-11-24,BUF,175
2021-11-24,VAN,150
2021-11-24,PIT,-180
2021-11-24,MIN,-135
2021-11-24,NJD,115
2021-11-24,STL,-145
2021-11-24,DET,125
2021-11-24,NYR,100
2021-11-24,NYI,-120
2021-11-24,VGK,-105
2021-11-24,NSH,-115
2021-11-24,ANA,195
2021-11-24,COL,-245
2021-11-24,EDM,-220
2021-11-24,ARI,180
2021-11-24,TOR,-150
2021-11-24,LAK,130
2021-11-24,CAR,-165
2021-11-24,SEA,140
2021-11-24,OTT,145
2021-11-24,SJS,-170
2021-11-26,STL,-115
2021-11-26,CHI,-105
2021-11-26,WPG,115
2021-11-26,MIN,-135
2021-11-26,NYR,125
2021-11-26,BOS,-145
2021-11-26,CAR,-135
2021-11-26,PHI,115
2021-11-26,OTT,150
2021-11-26,ANA,-180
2021-11-26,FLA,105
2021-11-26,WSH,-125
2021-11-26,NJD,145
2021-11-26,NSH,-170
2021-11-26,SEA,170
2021-11-26,TBL,-200
2021-11-26,VAN,105
2021-11-26,CBJ,-125
2021-11-26,MTL,-110
2021-11-26,BUF,-110
2021-11-26,COL,-140
2021-11-26,DAL,120
2021-11-26,PIT,-160
2021-11-26,NYI,135
2021-11-26,TOR,-160
2021-11-26,SJS,135
2021-11-27,SEA,170
2021-11-27,FLA,-200
2021-11-27,EDM,100
2021-11-27,VGK,-120
2021-11-27,BUF,155
2021-11-27,DET,-175
2021-11-27,OTT,185
2021-11-27,LAK,-225
2021-11-27,MTL,170
2021-11-27,PIT,-200
2021-11-27,CBJ,145
2021-11-27,STL,-165
2021-11-27,DAL,-200
2021-11-27,ARI,170
2021-11-27,NSH,175
2021-11-27,COL,-210
2021-11-27,WPG,145
2021-11-27,CGY,-165
2021-11-28,WSH,135
2021-11-28,CAR,-155
2021-11-28,TBL,-110
2021-11-28,MIN,-110
2021-11-28,SJS,100
2021-11-28,CHI,-120
2021-11-28,PHI,120
2021-11-28,NJD,-140
2021-11-28,VAN,195
2021-11-28,BOS,-235
2021-11-28,TOR,-160
2021-11-28,ANA,140
2021-11-29,SEA,-145
2021-11-29,BUF,125
2021-11-29,ARI,245
2021-11-29,WPG,-305
2021-11-29,VAN,105
2021-11-29,MTL,-125
2021-11-29,PIT,125
2021-11-29,CGY,-145
2021-11-30,WSH,115
2021-11-30,FLA,-135
2021-11-30,DET,205
2021-11-30,BOS,-255
2021-11-30,SJS,100
2021-11-30,NJD,-120
2021-11-30,CBJ,125
2021-11-30,NSH,-145
2021-11-30,TBL,-110
2021-11-30,STL,-110
2021-11-30,ARI,280
2021-11-30,MIN,-350
2021-11-30,CAR,-115
2021-11-30,DAL,-105
2021-11-30,ANA,110
2021-11-30,LAK,-130
2021-12-01,PHI,140
2021-12-01,NYR,-165
2021-12-01,COL,105
2021-12-01,TOR,-125
2021-12-01,SEA,110
2021-12-01,DET,-130
2021-12-01,VAN,-120
2021-12-01,OTT,100
2021-12-01,VGK,-145
2021-12-01,ANA,125
2021-12-01,PIT,115
2021-12-01,EDM,-135
2021-12-02,STL,120
2021-12-02,TBL,-140
2021-12-02,OTT,256
2021-12-02,CAR,-290
2021-12-02,CHI,170
2021-12-02,WSH,-200
2021-12-02,COL,-158
2021-12-02,MTL,143
2021-12-02,BUF,235
2021-12-02,FLA,-290
2021-12-02,SJS,105
2021-12-02,NYI,-116
2021-12-02,NJD,165
2021-12-02,MIN,-195
2021-12-02,BOS,-120
2021-12-02,NSH,100
2021-12-02,CBJ,145
2021-12-02,DAL,-170
2021-12-02,CGY,-135
2021-12-02,LAK,115
2021-12-03,SJS,150
2021-12-03,NYR,-180
2021-12-03,NJD,150
2021-12-03,WPG,-180
2021-12-03,VGK,-195
2021-12-03,ARI,165
2021-12-03,EDM,-130
2021-12-03,SEA,110
2021-12-03,CGY,-130
2021-12-03,ANA,110
2021-12-04,STL,125
2021-12-04,FLA,-145
2021-12-04,TOR,-110
2021-12-04,MIN,-110
2021-12-04,NYI,-120
2021-12-04,DET,100
2021-12-04,TBL,-105
2021-12-04,BOS,-115
2021-12-04,MTL,145
2021-12-04,NSH,-170
2021-12-04,CBJ,170
2021-12-04,WSH,-200
2021-12-04,BUF,240
2021-12-04,CAR,-300
2021-12-04,COL,-245
2021-12-04,OTT,195
2021-12-04,CHI,160
2021-12-04,NYR,-190
2021-12-04,PIT,-145
2021-12-04,VAN,125
2021-12-05,SJS,100
2021-12-05,CBJ,-120
2021-12-05,TBL,-135
2021-12-05,PHI,115
2021-12-05,TOR,-125
2021-12-05,WPG,105
2021-12-05,CHI,135
2021-12-05,NYI,-160
2021-12-05,LAK,160
2021-12-05,EDM,-190
2021-12-05,CGY,105
2021-12-05,VGK,-125
2021-12-06,ANA,155
2021-12-06,WSH,-185
2021-12-06,COL,-160
2021-12-06,PHI,135
2021-12-06,ARI,245
2021-12-06,DAL,-305
2021-12-06,LAK,115
2021-12-06,VAN,-135
2021-12-06,PIT,-120
2021-12-06,SEA,100
2021-12-06,OTT,145
2021-12-06,NJD,-170
2021-12-07,TBL,-180
2021-12-07,MTL,150
2021-12-07,NYI,-130
2021-12-07,OTT,110
2021-12-07,CBJ,230
2021-12-07,TOR,-280
2021-12-07,NSH,-115
2021-12-07,DET,-105
2021-12-07,ANA,-125
2021-12-07,BUF,105
2021-12-07,FLA,-115
2021-12-07,STL,-105
2021-12-07,CAR,-110
2021-12-07,WPG,-110
2021-12-07,NYR,-135
2021-12-07,CHI,115
2021-12-07,MIN,-105
2021-12-07,EDM,-115
2021-12-07,CGY,-140
2021-12-07,SJS,120
2021-12-08,COL,-140
2021-12-08,NYR,120
2021-12-08,PHI,115
2021-12-08,NJD,-135
2021-12-08,BOS,-150
2021-12-08,VAN,130
2021-12-08,DAL,120
2021-12-08,VGK,-140
2021-12-09,TBL,110
2021-12-09,TOR,-130
2021-12-09,CHI,-130
2021-12-09,MTL,110
2021-12-09,ANA,-110
2021-12-09,CBJ,-110
2021-12-09,NSH,100
2021-12-09,NYI,-120
2021-12-09,DET,150
2021-12-09,STL,-180
2021-12-09,BOS,105
2021-12-09,EDM,-125
2021-12-09,CAR,-105
2021-12-09,CGY,-115
2021-12-09,WPG,-110
2021-12-09,SEA,-110
2021-12-09,MIN,-145
2021-12-09,SJS,125
2021-12-09,DAL,-135
2021-12-09,LAK,115
2021-12-10,PIT,120
2021-12-10,WSH,-140
2021-12-10,NYR,-170
2021-12-10,BUF,145
2021-12-10,NSH,-130
2021-12-10,NJD,110
2021-12-10,DET,250
2021-12-10,COL,-310
2021-12-10,FLA,-245
2021-12-10,ARI,195
2021-12-10,PHI,165
2021-12-10,VGK,-195
2021-12-10,WPG,100
2021-12-10,VAN,-120
2021-12-11,TBL,-255
2021-12-11,OTT,205
2021-12-11,WSH,-220
2021-12-11,BUF,180
2021-12-11,CHI,195
2021-12-11,TOR,-245
2021-12-11,MTL,170
2021-12-11,STL,-200
2021-12-11,ANA,145
2021-12-11,PIT,-170
2021-12-11,NJD,140
2021-12-11,NYI,-165
2021-12-11,PHI,-165
2021-12-11,ARI,140
2021-12-11,CBJ,130
2021-12-11,SEA,-150
2021-12-11,BOS,105
2021-12-11,CGY,-125
2021-12-11,CAR,100
2021-12-11,EDM,-120
2021-12-11,MIN,-160
2021-12-11,LAK,135
2021-12-11,DAL,-125
2021-12-11,SJS,105
2021-12-12,ANA,135
2021-12-12,STL,-160
2021-12-12,NSH,130
2021-12-12,NYR,-150
2021-12-12,FLA,125
2021-12-12,COL,-145
2021-12-12,MIN,110
2021-12-12,VGK,-130
2021-12-12,CAR,-130
2021-12-12,VAN,110
2021-12-14,VGK,115
2021-12-14,BOS,-135
2021-12-14,NJD,125
2021-12-14,PHI,-145
2021-12-14,MTL,230
2021-12-14,PIT,-280
2021-12-14,LAK,175
2021-12-14,TBL,-210
2021-12-14,OTT,260
2021-12-14,FLA,-320
2021-12-14,NYI,-125
2021-12-14,DET,105
2021-12-14,BUF,215
2021-12-14,WPG,-265
2021-12-14,STL,105
2021-12-14,DAL,-125
2021-12-14,TOR,-125
2021-12-14,EDM,105
2021-12-14,NYR,175
2021-12-14,COL,-210
2021-12-14,CBJ,120
2021-12-14,VAN,-140
2021-12-14,SEA,110
2021-12-14,SJS,-130
2021-12-15,WSH,-150
2021-12-15,CHI,130
2021-12-15,NYR,-210
2021-12-15,ARI,175
2021-12-15,SEA,130
2021-12-15,ANA,-150
2021-12-16,DET,195
2021-12-16,CAR,-245
2021-12-16,OTT,235
2021-12-16,TBL,-290
2021-12-16,PHI,-130
2021-12-16,MTL,110
2021-12-16,LAK,170
2021-12-16,FLA,-200
2021-12-16,VGK,-170
2021-12-16,NJD,145
2021-12-16,BOS,-130
2021-12-16,NYI,110
2021-12-16,BUF,250
2021-12-16,MIN,-310
2021-12-16,COL,-140
2021-12-16,NSH,120
2021-12-16,CBJ,170
2021-12-16,EDM,-200
2021-12-16,VAN,105
2021-12-16,SJS,-125
2021-12-17,VGK,-130
2021-12-17,NYR,110
2021-12-17,BUF,240
2021-12-17,PIT,-300
2021-12-17,DAL,110
2021-12-17,STL,-130
2021-12-17,WSH,-110
2021-12-17,WPG,-110
2021-12-17,NSH,100
2021-12-17,CHI,-120
2021-12-17,ARI,205
2021-12-17,ANA,-255
2021-12-18,OTT,135
2021-12-18,PHI,-160
2021-12-18,LAK,130
2021-12-18,CAR,-150
2021-12-18,CHI,145
2021-12-18,DAL,-170
2021-12-18,NJD,125
2021-12-18,DET,-145
2021-12-18,EDM,-125
2021-12-18,SEA,105
2021-12-19,VGK,-140
2021-12-19,NYI,120
2021-12-19,STL,110
2021-12-19,WPG,-130
2021-12-19,LAK,125
2021-12-19,WSH,-145
2021-12-19,PIT,-170
2021-12-19,NJD,145
2021-12-20,MIN,-105
2021-12-20,DAL,-115
2021-12-21,TBL,115
2021-12-21,VGK,-135
2021-12-28,MTL,225
2021-12-28,TBL,-275
2021-12-28,ARI,190
2021-12-28,SJS,-235
2021-12-28,VGK,-150
2021-12-28,LAK,130
2021-12-29,NJD,-120
2021-12-29,BUF,100
2021-12-29,NYR,135
2021-12-29,FLA,-160
2021-12-29,NSH,125
2021-12-29,WSH,-145
2021-12-29,EDM,110
2021-12-29,STL,-130
2021-12-29,PHI,120
2021-12-29,SEA,-140
2021-12-29,VAN,120
2021-12-29,ANA,-140
2021-12-30,TBL,120
2021-12-30,FLA,-140
2021-12-30,NSH,-125
2021-12-30,CBJ,105
2021-12-30,MTL,240
2021-12-30,CAR,-300
2021-12-30,BUF,165
2021-12-30,NYI,-195
2021-12-30,CGY,-145
2021-12-30,SEA,125
2021-12-30,PHI,115
2021-12-30,SJS,-135
2021-12-30,VAN,115
2021-12-30,LAK,-135
2021-12-31,EDM,-160
2021-12-31,NJD,135
2021-12-31,ANA,150
2021-12-31,VGK,-180
2021-12-31,NYR,130
2021-12-31,TBL,-150
2021-12-31,WSH,-135
2021-12-31,DET,115
2022-01-01,BUF,275
2022-01-01,BOS,-345
2022-01-01,MTL,275
2022-01-01,FLA,-345
2022-01-01,CAR,-145
2022-01-01,CBJ,125
2022-01-01,CHI,135
2022-01-01,NSH,-160
2022-01-01,EDM,105
2022-01-01,NYI,-125
2022-01-01,OTT,230
2022-01-01,TOR,-280
2022-01-01,STL,110
2022-01-01,MIN,-130
2022-01-01,VAN,100
2022-01-01,SEA,-120
2022-01-01,PHI,120
2022-01-01,LAK,-140
2022-01-02,TBL,-115
2022-01-02,NYR,-105
2022-01-02,SJS,145
2022-01-02,PIT,-170
2022-01-02,BOS,-140
2022-01-02,DET,120
2022-01-02,ANA,190
2022-01-02,COL,-235
2022-01-02,NJD,180
2022-01-02,WSH,-220
2022-01-02,WPG,140
2022-01-02,VGK,-165
2022-01-02,CGY,-145
2022-01-02,CHI,125
2022-01-03,EDM,105
2022-01-03,NYR,-125
2022-01-04,CGY,115
2022-01-04,FLA,-135
2022-01-04,NJD,215
2022-01-04,BOS,-265
2022-01-04,TBL,-190
2022-01-04,CBJ,160
2022-01-04,SJS,-110
2022-01-04,DET,-110
2022-01-04,COL,-190
2022-01-04,CHI,160
2022-01-04,WPG,-190
2022-01-04,ARI,160
2022-01-04,PHI,-105
2022-01-04,ANA,-115
2022-01-04,NSH,130
2022-01-04,VGK,-150
2022-01-05,EDM,180
2022-01-05,TOR,-220
2022-01-05,STL,115
2022-01-05,PIT,-135
2022-01-06,PIT,-185
2022-01-06,PHI,155
2022-01-06,SJS,-125
2022-01-06,BUF,105
2022-01-06,CBJ,-105
2022-01-06,NJD,-115
2022-01-06,MIN,135
2022-01-06,BOS,-160
2022-01-06,CGY,125
2022-01-06,TBL,-145
2022-01-06,FLA,-115
2022-01-06,DAL,-105
2022-01-06,WPG,170
2022-01-06,COL,-200
2022-01-06,CHI,-160
2022-01-06,ARI,135
2022-01-06,NYR,135
2022-01-06,VGK,-160
2022-01-06,NSH,-125
2022-01-06,LAK,105
2022-01-07,CGY,145
2022-01-07,CAR,-170
2022-01-07,WSH,-105
2022-01-07,STL,-115
2022-01-08,PIT,-130
2022-01-08,DAL,110
2022-01-08,NJD,115
2022-01-08,CBJ,-135
2022-01-08,BOS,130
2022-01-08,TBL,-150
2022-01-08,SJS,-110
2022-01-08,PHI,-110
2022-01-08,TOR,115
2022-01-08,COL,-135
2022-01-08,FLA,115
2022-01-08,CAR,-135
2022-01-08,WSH,-125
2022-01-08,MIN,105
2022-01-08,NSH,-255
2022-01-08,ARI,205
2022-01-08,CHI,170
2022-01-08,VGK,-200
2022-01-08,NYR,-115
2022-01-08,ANA,-105
2022-01-08,DET,130
2022-01-08,LAK,-150
2022-01-09,DAL,135
2022-01-09,STL,-160
2022-01-09,DET,120
2022-01-09,ANA,-140
2022-01-10,BOS,100
2022-01-10,WSH,-120
2022-01-10,SEA,280
2022-01-10,COL,-350
2022-01-10,NYR,-105
2022-01-10,LAK,-115
2022-01-11,VAN,190
2022-01-11,FLA,-235
2022-01-11,CHI,100
2022-01-11,CBJ,-120
2022-01-11,TBL,-255
2022-01-11,BUF,205
2022-01-11,COL,-160
2022-01-11,NSH,135
2022-01-11,PIT,-130
2022-01-11,ANA,110
2022-01-11,TOR,-105
2022-01-11,VGK,-115
2022-01-11,DET,115
2022-01-11,SJS,-135
2022-01-12,SEA,145
2022-01-12,DAL,-170
2022-01-12,TOR,-330
2022-01-12,ARI,265
2022-01-12,MTL,255
2022-01-12,BOS,-315
2022-01-13,CBJ,205
2022-01-13,CAR,-255
2022-01-13,VAN,210
2022-01-13,TBL,-260
2022-01-13,PHI,205
2022-01-13,BOS,-255
2022-01-13,NJD,160
2022-01-13,NYI,-190
2022-01-13,WPG,-140
2022-01-13,DET,120
2022-01-13,SEA,185
2022-01-13,STL,-225
2022-01-13,BUF,245
2022-01-13,NSH,-305
2022-01-13,MTL,155
2022-01-13,CHI,-185
2022-01-13,OTT,195
2022-01-13,CGY,-245
2022-01-13,PIT,-145
2022-01-13,LAK,125
2022-01-13,NYR,-125
2022-01-13,SJS,105
2022-01-14,DAL,160
2022-01-14,FLA,-190
2022-01-14,ANA,170
2022-01-14,MIN,-200
2022-01-14,ARI,350
2022-01-14,COL,-450
2022-01-15,VAN,175
2022-01-15,CAR,-210
2022-01-15,NSH,125
2022-01-15,BOS,-145
2022-01-15,WSH,-125
2022-01-15,NYI,105
2022-01-15,CBJ,240
2022-01-15,FLA,-300
2022-01-15,BUF,155
2022-01-15,DET,-185
2022-01-15,TOR,-145
2022-01-15,STL,125
2022-01-15,DAL,170
2022-01-15,TBL,-200
2022-01-15,NYR,-150
2022-01-15,PHI,130
2022-01-15,ANA,110
2022-01-15,CHI,-130
2022-01-15,COL,-350
2022-01-15,ARI,280
2022-01-15,LAK,-125
2022-01-15,SEA,105
2022-01-15,PIT,-160
2022-01-15,SJS,135
2022-01-15,OTT,190
2022-01-15,EDM,-235
2022-01-16,VAN,160
2022-01-16,WSH,-190
2022-01-17,DET,-125
2022-01-17,BUF,105
2022-01-17,MIN,165
2022-01-17,COL,-195
2022-01-17,LAK,-115
2022-01-17,SJS,-105
2022-01-17,MTL,-105
2022-01-17,ARI,-115
2022-01-17,CHI,-110
2022-01-17,SEA,-110
2022-01-17,PHI,150
2022-01-17,NYI,-180
2022-01-17,NSH,100
2022-01-17,STL,-120
2022-01-17,PIT,-105
2022-01-17,VGK,-115
2022-01-18,WPG,115
2022-01-18,WSH,-135
2022-01-18,BUF,125
2022-01-18,OTT,-145
2022-01-18,CAR,110
2022-01-18,BOS,-130
2022-01-18,VAN,155
2022-01-18,NSH,-185
2022-01-18,MTL,240
2022-01-18,DAL,-300
2022-01-18,FLA,-125
2022-01-18,CGY,105
2022-01-18,TBL,-170
2022-01-18,LAK,145
2022-01-18,NYI,600
2022-01-18,PHI,-850
2022-01-19,ARI,170
2022-01-19,NJD,-200
2022-01-19,TOR,-145
2022-01-19,NYR,125
2022-01-19,COL,-270
2022-01-19,ANA,220
2022-01-20,OTT,225
2022-01-20,PIT,-275
2022-01-20,CBJ,110
2022-01-20,PHI,-130
2022-01-20,DAL,-150
2022-01-20,BUF,130
2022-01-20,WSH,135
2022-01-20,BOS,-160
2022-01-20,WPG,115
2022-01-20,NSH,-135
2022-01-20,FLA,-150
2022-01-20,EDM,130
2022-01-20,COL,-200
2022-01-20,LAK,170
2022-01-20,MTL,265
2022-01-20,VGK,-330
2022-01-20,SJS,-105
2022-01-20,SEA,-115
2022-01-21,NYR,130
2022-01-21,CAR,-150
2022-01-21,PIT,-185
2022-01-21,CBJ,155
2022-01-21,ARI,230
2022-01-21,NYI,-280
2022-01-21,DAL,-120
2022-01-21,DET,100
2022-01-21,MIN,-140
2022-01-21,CHI,120
2022-01-21,TBL,-235
2022-01-21,ANA,190
2022-01-21,FLA,-165
2022-01-21,VAN,140
2022-01-21,STL,-170
2022-01-21,SEA,145
2022-01-22,PHI,-125
2022-01-22,BUF,105
2022-01-22,WPG,145
2022-01-22,BOS,-170
2022-01-22,CAR,-220
2022-01-22,NJD,180
2022-01-22,MTL,305
2022-01-22,COL,-390
2022-01-22,OTT,185
2022-01-22,WSH,-225
2022-01-22,ARI,235
2022-01-22,NYR,-290
2022-01-22,DET,165
2022-01-22,NSH,-195
2022-01-22,CHI,160
2022-01-22,MIN,-190
2022-01-22,CGY,-110
2022-01-22,EDM,-110
2022-01-22,TBL,-200
2022-01-22,SJS,170
2022-01-22,TOR,-170
2022-01-22,NYI,145
2022-01-23,WPG,160
2022-01-23,PIT,-190
2022-01-23,OTT,130
2022-01-23,CBJ,-150
2022-01-23,LAK,-130
2022-01-23,NJD,110
2022-01-23,FLA,-200
2022-01-23,SEA,170
2022-01-23,STL,-150
2022-01-23,VAN,130
2022-01-24,LAK,140
2022-01-24,NYR,-165
2022-01-24,VGK,105
2022-01-24,WSH,-125
2022-01-24,DAL,-140
2022-01-24,PHI,120
2022-01-24,ANA,220
2022-01-24,BOS,-270
2022-01-24,MTL,265
2022-01-24,MIN,-330
2022-01-24,CHI,235
2022-01-24,COL,-290
2022-01-24,STL,110
2022-01-24,CGY,-130
2022-01-25,BUF,140
2022-01-25,OTT,-165
2022-01-25,DAL,-130
2022-01-25,NJD,110
2022-01-25,VGK,140
2022-01-25,CAR,-165
2022-01-25,ARI,295
2022-01-25,PIT,-370
2022-01-25,PHI,160
2022-01-25,NYI,-190
2022-01-25,FLA,-160
2022-01-25,WPG,135
2022-01-25,NSH,-165
2022-01-25,SEA,140
2022-01-25,EDM,-160
2022-01-25,VAN,135
2022-01-26,SJS,155
2022-01-26,WSH,-185
2022-01-26,ANA,235
2022-01-26,TOR,-290
2022-01-26,CGY,-180
2022-01-26,CBJ,150
2022-01-26,CHI,105
2022-01-26,DET,-125
2022-01-26,BOS,145
2022-01-26,COL,-170
2022-01-27,CAR,-220
2022-01-27,OTT,180
2022-01-27,ANA,-140
2022-01-27,MTL,120
2022-01-27,LAK,125
2022-01-27,NYI,-145
2022-01-27,NJD,255
2022-01-27,TBL,-315
2022-01-27,VGK,130
2022-01-27,FLA,-150
2022-01-27,SEA,255
2022-01-27,PIT,-315
2022-01-27,NYR,-220
2022-01-27,CBJ,180
2022-01-27,VAN,145
2022-01-27,WPG,-170
2022-01-27,CGY,110
2022-01-27,STL,-130
2022-01-27,NSH,-105
2022-01-27,EDM,-115
2022-01-28,DET,190
2022-01-28,PIT,-235
2022-01-28,MIN,-120
2022-01-28,NYR,100
2022-01-28,COL,-220
2022-01-28,CHI,180
2022-01-28,WSH,-125
2022-01-28,DAL,105
2022-01-28,BOS,-315
2022-01-28,ARI,255
2022-01-29,ANA,-110
2022-01-29,OTT,-110
2022-01-29,LAK,-180
2022-01-29,PHI,150
2022-01-29,WPG,145
2022-01-29,STL,-170
2022-01-29,SJS,235
2022-01-29,FLA,-290
2022-01-29,NJD,240
2022-01-29,CAR,-300
2022-01-29,VGK,135
2022-01-29,TBL,-160
2022-01-29,EDM,-195
2022-01-29,MTL,165
2022-01-29,TOR,-220
2022-01-29,DET,180
2022-01-29,BUF,-125
2022-01-29,ARI,105
2022-01-29,VAN,165
2022-01-29,CGY,-195
2022-01-30,LAK,170
