Unnamed: 0,date_recorded,time_recorded,game_id,date_game,time_game,team,ml_odds
324.0,2023-03-06,10:05:55,163,2023-03-06,21:30:00,WAS Capitals,+125
325.0,2023-03-06,10:05:55,163,2023-03-06,21:30:00,LA Kings,−145
326.0,2023-03-07,10:48:47,164,2023-03-07,18:00:00,CAR Hurricanes,−325
327.0,2023-03-07,10:48:47,164,2023-03-07,18:00:00,MTL Canadiens,+270
328.0,2023-03-07,10:48:47,165,2023-03-07,18:00:00,CBJ Blue Jackets,+250
329.0,2023-03-07,10:48:47,165,2023-03-07,18:00:00,PIT Penguins,−300
330.0,2023-03-07,10:48:47,166,2023-03-07,18:00:00,TOR Maple Leafs,+110
331.0,2023-03-07,10:48:47,166,2023-03-07,18:00:00,NJ Devils,−130
332.0,2023-03-07,10:48:47,167,2023-03-07,18:08:00,PHI Flyers,+240
333.0,2023-03-07,10:48:47,167,2023-03-07,18:08:00,TB Lightning,−285
334.0,2023-03-07,10:48:47,168,2023-03-07,18:08:00,VGK Golden Knights,+125
335.0,2023-03-07,10:48:47,168,2023-03-07,18:08:00,FLA Panthers,−145
336.0,2023-03-07,10:48:47,169,2023-03-07,18:30:00,BUF Sabres,+140
337.0,2023-03-07,10:48:47,169,2023-03-07,18:30:00,NY Islanders,−165
338.0,2023-03-07,10:48:47,170,2023-03-07,19:00:00,CGY Flames,+120
339.0,2023-03-07,10:48:47,170,2023-03-07,19:00:00,MIN Wild,−140
340.0,2023-03-07,10:48:47,171,2023-03-07,20:00:00,SJ Sharks,+275
341.0,2023-03-07,10:48:47,171,2023-03-07,20:00:00,COL Avalanche,−330
342.0,2023-03-07,10:48:47,172,2023-03-07,20:00:00,STL Blues,−140
343.0,2023-03-07,10:48:47,172,2023-03-07,20:00:00,ARI Coyotes,+120
344.0,2023-03-07,10:48:47,173,2023-03-07,21:08:00,ANA Ducks,+250
345.0,2023-03-07,10:48:47,173,2023-03-07,21:08:00,SEA Kraken,−300
346.0,2023-03-08,09:59:42,174,2023-03-08,18:38:00,CHI Blackhawks,+200
347.0,2023-03-08,09:59:42,174,2023-03-08,18:38:00,DET Red Wings,−240
348.0,2023-03-08,09:59:42,175,2023-03-08,18:38:00,MIN Wild,+115
349.0,2023-03-08,09:59:42,175,2023-03-08,18:38:00,WPG Jets,−135
350.0,2023-03-08,09:59:42,176,2023-03-08,21:08:00,ANA Ducks,+195
351.0,2023-03-08,09:59:42,176,2023-03-08,21:08:00,VAN Canucks,−230
352.0,2023-03-09,11:02:45,177,2023-03-09,18:00:00,NY Rangers,−280
353.0,2023-03-09,11:02:45,177,2023-03-09,18:00:00,MTL Canadiens,+235
354.0,2023-03-09,11:02:45,178,2023-03-09,18:00:00,VGK Golden Knights,+145
355.0,2023-03-09,11:02:45,178,2023-03-09,18:00:00,TB Lightning,−170
356.0,2023-03-09,11:02:45,179,2023-03-09,18:00:00,NY Islanders,+115
357.0,2023-03-09,11:02:45,179,2023-03-09,18:00:00,PIT Penguins,−135
358.0,2023-03-09,11:02:45,180,2023-03-09,18:00:00,DAL Stars,−165
359.0,2023-03-09,11:02:45,180,2023-03-09,18:00:00,BUF Sabres,+140
360.0,2023-03-09,11:02:45,181,2023-03-09,18:08:00,PHI Flyers,+320
361.0,2023-03-09,11:02:45,181,2023-03-09,18:08:00,CAR Hurricanes,−390
362.0,2023-03-09,11:02:45,182,2023-03-09,18:08:00,NJ Devils,−140
363.0,2023-03-09,11:02:45,182,2023-03-09,18:08:00,WAS Capitals,+120
364.0,2023-03-09,11:02:45,183,2023-03-09,18:30:00,EDM Oilers,+140
365.0,2023-03-09,11:02:45,183,2023-03-09,18:30:00,BOS Bruins,−165
366.0,2023-03-09,11:02:45,184,2023-03-09,19:00:00,SJ Sharks,+120
367.0,2023-03-09,11:02:45,184,2023-03-09,19:00:00,STL Blues,−140
368.0,2023-03-09,11:02:45,185,2023-03-09,20:00:00,LA Kings,+135
369.0,2023-03-09,11:02:45,185,2023-03-09,20:00:00,COL Avalanche,−155
370.0,2023-03-09,11:02:45,186,2023-03-09,20:08:00,NSH Predators,−170
371.0,2023-03-09,11:02:45,186,2023-03-09,20:08:00,ARI Coyotes,+145
372.0,2023-03-09,11:02:45,187,2023-03-09,21:00:00,OTT Senators,+120
373.0,2023-03-09,11:02:45,187,2023-03-09,21:00:00,SEA Kraken,−140
374.0,2023-03-10,10:30:08,188,2023-03-10,18:00:00,CHI Blackhawks,+360
375.0,2023-03-10,10:30:08,188,2023-03-10,18:00:00,FLA Panthers,−450
376.0,2023-03-10,10:30:08,189,2023-03-10,20:00:00,ANA Ducks,+310
377.0,2023-03-10,10:30:08,189,2023-03-10,20:00:00,CGY Flames,−380
378.0,2023-03-11,09:23:29,190,2023-03-11,12:00:00,DET Red Wings,+295
379.0,2023-03-11,09:23:29,190,2023-03-11,12:00:00,BOS Bruins,−360
380.0,2023-03-11,09:23:29,191,2023-03-11,14:30:00,PHI Flyers,+220
381.0,2023-03-11,09:23:29,191,2023-03-11,14:30:00,PIT Penguins,−260
382.0,2023-03-11,09:23:29,192,2023-03-11,16:00:00,NY Rangers,−145
383.0,2023-03-11,09:23:29,192,2023-03-11,16:00:00,BUF Sabres,+125
384.0,2023-03-11,09:23:29,193,2023-03-11,17:00:00,ARI Coyotes,+330
385.0,2023-03-11,09:23:29,193,2023-03-11,17:00:00,COL Avalanche,−410
386.0,2023-03-11,09:24:04,194,2023-03-11,18:00:00,CHI Blackhawks,+370
387.0,2023-03-11,09:24:04,194,2023-03-11,18:00:00,TB Lightning,−460
388.0,2023-03-11,09:24:04,195,2023-03-11,18:00:00,VGK Golden Knights,+170
389.0,2023-03-11,09:24:04,195,2023-03-11,18:00:00,CAR Hurricanes,−200
390.0,2023-03-11,09:24:04,196,2023-03-11,18:00:00,NJ Devils,−260
391.0,2023-03-11,09:24:04,196,2023-03-11,18:00:00,MTL Canadiens,+220
392.0,2023-03-11,09:24:04,197,2023-03-11,18:00:00,EDM Oilers,+110
393.0,2023-03-11,09:24:04,197,2023-03-11,18:00:00,TOR Maple Leafs,−130
394.0,2023-03-11,09:24:04,198,2023-03-11,18:00:00,WPG Jets,+110
395.0,2023-03-11,09:24:04,198,2023-03-11,18:00:00,FLA Panthers,−130
396.0,2023-03-11,09:24:04,199,2023-03-11,18:00:00,STL Blues,−115
397.0,2023-03-11,09:24:04,199,2023-03-11,18:00:00,CBJ Blue Jackets,−105
398.0,2023-03-11,09:24:04,200,2023-03-11,18:30:00,WAS Capitals,+110
399.0,2023-03-11,09:24:04,200,2023-03-11,18:30:00,NY Islanders,−130
400.0,2023-03-11,09:24:04,201,2023-03-11,21:00:00,DAL Stars,−120
401.0,2023-03-11,09:24:04,201,2023-03-11,21:00:00,SEA Kraken,+100
402.0,2023-03-11,09:24:04,202,2023-03-11,21:00:00,OTT Senators,−130
403.0,2023-03-11,09:24:04,202,2023-03-11,21:00:00,VAN Canucks,+110
404.0,2023-03-11,09:24:04,203,2023-03-11,21:30:00,NSH Predators,+135
405.0,2023-03-11,09:24:04,203,2023-03-11,21:30:00,LA Kings,−155
406.0,2023-03-11,09:24:04,204,2023-03-11,21:30:00,MIN Wild,−180
407.0,2023-03-11,09:24:04,204,2023-03-11,21:30:00,SJ Sharks,+155
408.0,2023-03-12,10:19:07,205,2023-03-12,12:38:00,BOS Bruins,−255
409.0,2023-03-12,10:19:07,205,2023-03-12,12:38:00,DET Red Wings,+215
410.0,2023-03-12,10:19:07,206,2023-03-12,15:08:00,NY Rangers,+100
411.0,2023-03-12,10:19:07,206,2023-03-12,15:08:00,PIT Penguins,−120
412.0,2023-03-12,10:19:07,207,2023-03-12,18:08:00,WPG Jets,+160
413.0,2023-03-12,10:19:07,207,2023-03-12,18:08:00,TB Lightning,−190
414.0,2023-03-12,10:19:07,208,2023-03-12,18:08:00,VGK Golden Knights,−145
415.0,2023-03-12,10:19:07,208,2023-03-12,18:08:00,STL Blues,+125
416.0,2023-03-12,10:19:07,209,2023-03-12,18:08:00,CAR Hurricanes,−110
417.0,2023-03-12,10:19:07,209,2023-03-12,18:08:00,NJ Devils,−110
418.0,2023-03-12,10:19:23,210,2023-03-12,20:08:00,OTT Senators,+160
419.0,2023-03-12,10:19:23,210,2023-03-12,20:08:00,CGY Flames,−190
420.0,2023-03-12,10:19:23,211,2023-03-12,20:38:00,NSH Predators,−165
421.0,2023-03-12,10:19:23,211,2023-03-12,20:38:00,ANA Ducks,+140
422.0,2023-03-12,10:19:23,212,2023-03-12,20:38:00,MIN Wild,−205
423.0,2023-03-12,10:19:23,212,2023-03-12,20:38:00,ARI Coyotes,+175
,2023-03-13,10:04:55,213,2023-03-13,18:38:00,COL Avalanche,−255
,2023-03-13,10:04:55,213,2023-03-13,18:38:00,MTL Canadiens,+215
,2023-03-13,10:04:55,214,2023-03-13,18:38:00,BUF Sabres,+210
,2023-03-13,10:04:55,214,2023-03-13,18:38:00,TOR Maple Leafs,−250
,2023-03-13,10:05:16,215,2023-03-13,21:08:00,DAL Stars,−125
,2023-03-13,10:05:16,215,2023-03-13,21:08:00,SEA Kraken,+105
,2023-03-14,12:07:23,216,2023-03-14,18:00:00,MTL Canadiens,+295
,2023-03-14,12:07:23,216,2023-03-14,18:00:00,PIT Penguins,−360
,2023-03-14,12:07:23,217,2023-03-14,18:00:00,VGK Golden Knights,−190
,2023-03-14,12:07:23,217,2023-03-14,18:00:00,PHI Flyers,+160
,2023-03-14,12:07:23,218,2023-03-14,18:00:00,WPG Jets,+180
,2023-03-14,12:07:23,218,2023-03-14,18:00:00,CAR Hurricanes,−210
,2023-03-14,12:07:23,219,2023-03-14,18:00:00,TB Lightning,+115
,2023-03-14,12:07:23,219,2023-03-14,18:00:00,NJ Devils,−135
,2023-03-14,12:07:23,220,2023-03-14,18:00:00,WAS Capitals,+140
,2023-03-14,12:07:23,220,2023-03-14,18:00:00,NY Rangers,−165
,2023-03-14,12:07:43,221,2023-03-14,19:00:00,DET Red Wings,+135
,2023-03-14,12:07:43,221,2023-03-14,19:00:00,NSH Predators,−155
,2023-03-14,12:07:43,222,2023-03-14,19:30:00,BOS Bruins,−435
,2023-03-14,12:07:43,222,2023-03-14,19:30:00,CHI Blackhawks,+350
,2023-03-14,12:07:43,223,2023-03-14,20:00:00,OTT Senators,+180
,2023-03-14,12:07:43,223,2023-03-14,20:00:00,EDM Oilers,−210
,2023-03-14,12:07:43,224,2023-03-14,21:00:00,CGY Flames,−255
,2023-03-14,12:07:43,224,2023-03-14,21:00:00,ARI Coyotes,+215
,2023-03-14,12:07:43,225,2023-03-14,21:00:00,DAL Stars,−140
,2023-03-14,12:07:43,225,2023-03-14,21:00:00,VAN Canucks,+120
,2023-03-14,12:07:43,226,2023-03-14,21:30:00,NY Islanders,+115
,2023-03-14,12:07:43,226,2023-03-14,21:30:00,LA Kings,−135
,2023-03-14,12:07:43,227,2023-03-14,21:30:00,CBJ Blue Jackets,+125
,2023-03-14,12:07:43,227,2023-03-14,21:30:00,SJ Sharks,−145
,2023-03-15,10:18:55,228,2023-03-15,18:00:00,COL Avalanche,+115
,2023-03-15,10:18:55,228,2023-03-15,18:00:00,TOR Maple Leafs,−135
,2023-03-15,10:18:55,229,2023-03-15,18:00:00,BUF Sabres,+100
,2023-03-15,10:18:55,229,2023-03-15,18:00:00,WAS Capitals,−120
,2023-03-15,10:19:44,230,2023-03-15,20:30:00,MIN Wild,−140
,2023-03-15,10:19:44,230,2023-03-15,20:30:00,STL Blues,+120
,2023-03-15,10:19:44,231,2023-03-15,21:00:00,NY Islanders,−190
,2023-03-15,10:19:44,231,2023-03-15,21:00:00,ANA Ducks,+160
,2023-03-16,10:41:36,232,2023-03-16,18:00:00,MTL Canadiens,+275
,2023-03-16,10:41:36,232,2023-03-16,18:00:00,FLA Panthers,−330
,2023-03-16,10:41:36,233,2023-03-16,18:00:00,PIT Penguins,+125
,2023-03-16,10:41:36,233,2023-03-16,18:00:00,NY Rangers,−145
,2023-03-16,10:41:36,234,2023-03-16,18:00:00,COL Avalanche,−130
,2023-03-16,10:41:36,234,2023-03-16,18:00:00,OTT Senators,+110
,2023-03-16,10:41:36,235,2023-03-16,18:00:00,TB Lightning,+110
,2023-03-16,10:41:36,235,2023-03-16,18:00:00,NJ Devils,−130
,2023-03-16,10:42:19,236,2023-03-16,19:00:00,CHI Blackhawks,+215
,2023-03-16,10:42:19,236,2023-03-16,19:00:00,NSH Predators,−255
,2023-03-16,10:42:19,237,2023-03-16,19:00:00,BOS Bruins,−155
,2023-03-16,10:42:19,237,2023-03-16,19:00:00,WPG Jets,+135
,2023-03-16,10:42:19,238,2023-03-16,20:00:00,DAL Stars,+115
,2023-03-16,10:42:19,238,2023-03-16,20:00:00,EDM Oilers,−135
,2023-03-16,10:42:19,239,2023-03-16,21:00:00,CGY Flames,−105
,2023-03-16,10:42:19,239,2023-03-16,21:00:00,VGK Golden Knights,−115
,2023-03-16,10:42:19,240,2023-03-16,21:00:00,VAN Canucks,−145
,2023-03-16,10:42:19,240,2023-03-16,21:00:00,ARI Coyotes,+125
,2023-03-16,10:42:19,241,2023-03-16,21:30:00,CBJ Blue Jackets,+235
,2023-03-16,10:42:19,241,2023-03-16,21:30:00,LA Kings,−280
,2023-03-16,10:42:19,242,2023-03-16,21:30:00,SEA Kraken,−165
,2023-03-16,10:42:19,242,2023-03-16,21:30:00,SJ Sharks,+140
,2023-03-17,10:50:47,243,2023-03-17,18:08:00,STL Blues,+150
,2023-03-17,10:50:47,243,2023-03-17,18:08:00,WAS Capitals,−175
,2023-03-17,10:50:47,244,2023-03-17,18:08:00,BUF Sabres,−135
,2023-03-17,10:50:47,244,2023-03-17,18:08:00,PHI Flyers,+115
,2023-03-17,10:50:47,245,2023-03-17,18:08:00,CAR Hurricanes,−110
,2023-03-17,10:50:47,245,2023-03-17,18:08:00,TOR Maple Leafs,−110
,2023-03-17,10:51:30,246,2023-03-17,21:08:00,CBJ Blue Jackets,+105
,2023-03-17,10:51:30,246,2023-03-17,21:08:00,ANA Ducks,−125
,2023-03-18,11:30:00,247,2023-03-18,12:00:00,COL Avalanche,−180
,2023-03-18,11:30:00,247,2023-03-18,12:00:00,DET Red Wings,+155
,2023-03-18,11:30:00,248,2023-03-18,13:00:00,BOS Bruins,−155
,2023-03-18,11:30:00,248,2023-03-18,13:00:00,MIN Wild,+135
,2023-03-18,11:30:00,249,2023-03-18,13:00:00,WPG Jets,−145
,2023-03-18,11:30:00,249,2023-03-18,13:00:00,NSH Predators,+125
,2023-03-18,11:30:00,250,2023-03-18,15:00:00,EDM Oilers,−125
,2023-03-18,11:30:00,250,2023-03-18,15:00:00,SEA Kraken,+105
,2023-03-18,11:30:00,251,2023-03-18,16:00:00,CAR Hurricanes,−225
,2023-03-18,11:30:00,251,2023-03-18,16:00:00,PHI Flyers,+190
,2023-03-18,11:30:00,252,2023-03-18,17:00:00,NJ Devils,+100
,2023-03-18,11:30:00,252,2023-03-18,17:00:00,FLA Panthers,−120
,2023-03-18,11:30:00,253,2023-03-18,18:00:00,MTL Canadiens,+260
,2023-03-18,11:30:00,253,2023-03-18,18:00:00,TB Lightning,−315
,2023-03-18,11:30:00,254,2023-03-18,18:00:00,TOR Maple Leafs,−135
,2023-03-18,11:30:00,254,2023-03-18,18:00:00,OTT Senators,+115
,2023-03-18,11:30:46,255,2023-03-18,19:00:00,PIT Penguins,+125
,2023-03-18,11:30:46,255,2023-03-18,19:00:00,NY Rangers,−145
,2023-03-18,11:30:46,256,2023-03-18,21:00:00,VAN Canucks,+160
,2023-03-18,11:30:46,256,2023-03-18,21:00:00,LA Kings,−190
,2023-03-18,11:30:46,257,2023-03-18,21:00:00,DAL Stars,+110
,2023-03-18,11:30:46,257,2023-03-18,21:00:00,CGY Flames,−130
,2023-03-18,11:30:46,258,2023-03-18,21:30:00,CHI Blackhawks,+125
,2023-03-18,11:30:46,258,2023-03-18,21:30:00,ARI Coyotes,−145
,2023-03-18,11:30:46,259,2023-03-18,21:30:00,NY Islanders,−190
,2023-03-18,11:30:46,259,2023-03-18,21:30:00,SJ Sharks,+160
,2023-03-19,10:26:07,260,2023-03-19,12:00:00,BOS Bruins,−190
,2023-03-19,10:26:07,260,2023-03-19,12:00:00,BUF Sabres,+160
,2023-03-19,10:26:07,261,2023-03-19,13:00:00,WAS Capitals,+135
,2023-03-19,10:26:07,261,2023-03-19,13:00:00,MIN Wild,−155
,2023-03-19,10:26:07,262,2023-03-19,15:08:00,CBJ Blue Jackets,+250
,2023-03-19,10:26:07,262,2023-03-19,15:08:00,VGK Golden Knights,−300
,2023-03-19,10:26:07,263,2023-03-19,18:00:00,NSH Predators,+190
,2023-03-19,10:26:07,263,2023-03-19,18:00:00,NY Rangers,−225
,2023-03-19,10:26:07,264,2023-03-19,18:00:00,NJ Devils,+110
,2023-03-19,10:26:07,264,2023-03-19,18:00:00,TB Lightning,−130
,2023-03-19,10:26:07,265,2023-03-19,18:00:00,WPG Jets,−125
,2023-03-19,10:26:07,265,2023-03-19,18:00:00,STL Blues,+105
,2023-03-19,10:26:30,266,2023-03-19,19:00:00,VAN Canucks,−135
,2023-03-19,10:26:30,266,2023-03-19,19:00:00,ANA Ducks,+115
,2023-03-20,10:05:49,267,2023-03-20,18:00:00,FLA Panthers,−180
,2023-03-20,10:05:49,267,2023-03-20,18:00:00,DET Red Wings,+155
,2023-03-20,10:05:49,268,2023-03-20,18:00:00,OTT Senators,+140
,2023-03-20,10:05:49,268,2023-03-20,18:00:00,PIT Penguins,−165
,2023-03-20,10:06:29,269,2023-03-20,20:00:00,CHI Blackhawks,+370
,2023-03-20,10:06:29,269,2023-03-20,20:00:00,COL Avalanche,−460
,2023-03-20,10:06:29,270,2023-03-20,20:30:00,SJ Sharks,+270
,2023-03-20,10:06:29,270,2023-03-20,20:30:00,EDM Oilers,−325
,2023-03-20,10:06:29,271,2023-03-20,21:30:00,CGY Flames,−110
,2023-03-20,10:06:29,271,2023-03-20,21:30:00,LA Kings,−110
,2023-03-21,11:23:14,272,2023-03-21,18:08:00,OTT Senators,+245
,2023-03-21,11:23:14,272,2023-03-21,18:08:00,BOS Bruins,−295
,2023-03-21,11:23:14,273,2023-03-21,18:08:00,TB Lightning,−255
,2023-03-21,11:23:14,273,2023-03-21,18:08:00,MTL Canadiens,+215
,2023-03-21,11:23:14,274,2023-03-21,18:08:00,FLA Panthers,−175
,2023-03-21,11:23:14,274,2023-03-21,18:08:00,PHI Flyers,+150
,2023-03-21,11:23:14,275,2023-03-21,18:08:00,MIN Wild,+150
,2023-03-21,11:23:14,275,2023-03-21,18:08:00,NJ Devils,−175
,2023-03-21,11:23:14,276,2023-03-21,18:08:00,CBJ Blue Jackets,+205
,2023-03-21,11:23:14,276,2023-03-21,18:08:00,WAS Capitals,−245
,2023-03-21,11:23:14,277,2023-03-21,18:08:00,NSH Predators,+130
,2023-03-21,11:23:14,277,2023-03-21,18:08:00,BUF Sabres,−150
,2023-03-21,11:23:14,278,2023-03-21,18:08:00,CAR Hurricanes,−105
,2023-03-21,11:23:14,278,2023-03-21,18:08:00,NY Rangers,−115
,2023-03-21,11:23:14,279,2023-03-21,18:38:00,TOR Maple Leafs,−120
,2023-03-21,11:23:14,279,2023-03-21,18:38:00,NY Islanders,+100
,2023-03-21,11:23:49,280,2023-03-21,19:08:00,ARI Coyotes,+245
,2023-03-21,11:23:49,280,2023-03-21,19:08:00,WPG Jets,−295
,2023-03-21,11:23:49,281,2023-03-21,19:08:00,DET Red Wings,+120
,2023-03-21,11:23:49,281,2023-03-21,19:08:00,STL Blues,−140
,2023-03-21,11:23:49,282,2023-03-21,19:38:00,SEA Kraken,+140
,2023-03-21,11:23:49,282,2023-03-21,19:38:00,DAL Stars,−165
,2023-03-21,11:23:49,283,2023-03-21,21:08:00,CGY Flames,−215
,2023-03-21,11:23:49,283,2023-03-21,21:08:00,ANA Ducks,+185
,2023-03-21,11:23:49,284,2023-03-21,21:08:00,VGK Golden Knights,−135
,2023-03-21,11:23:49,284,2023-03-21,21:08:00,VAN Canucks,+115
,2023-03-22,10:02:18,285,2023-03-22,19:08:00,PIT Penguins,+140
,2023-03-22,10:02:18,285,2023-03-22,19:08:00,COL Avalanche,−165
,2023-03-22,10:02:18,286,2023-03-22,21:38:00,ARI Coyotes,+360
,2023-03-22,10:02:18,286,2023-03-22,21:38:00,EDM Oilers,−450
,2023-03-23,10:56:59,287,2023-03-23,17:30:00,MIN Wild,−145
,2023-03-23,10:56:59,287,2023-03-23,17:30:00,PHI Flyers,+125
,2023-03-23,10:56:59,288,2023-03-23,18:00:00,MTL Canadiens,+350
,2023-03-23,10:56:59,288,2023-03-23,18:00:00,BOS Bruins,−435
,2023-03-23,10:56:59,289,2023-03-23,18:00:00,NY Rangers,+130
,2023-03-23,10:56:59,289,2023-03-23,18:00:00,CAR Hurricanes,−150
,2023-03-23,10:56:59,290,2023-03-23,18:00:00,CHI Blackhawks,+230
,2023-03-23,10:56:59,290,2023-03-23,18:00:00,WAS Capitals,−275
,2023-03-23,10:56:59,291,2023-03-23,18:00:00,TB Lightning,−135
,2023-03-23,10:56:59,291,2023-03-23,18:00:00,OTT Senators,+115
,2023-03-23,10:56:59,292,2023-03-23,18:00:00,TOR Maple Leafs,+115
,2023-03-23,10:56:59,292,2023-03-23,18:00:00,FLA Panthers,−135
,2023-03-23,10:56:59,293,2023-03-23,18:00:00,STL Blues,+105
,2023-03-23,10:56:59,293,2023-03-23,18:00:00,DET Red Wings,−125
,2023-03-23,10:57:26,294,2023-03-23,19:00:00,SEA Kraken,−130
,2023-03-23,10:57:26,294,2023-03-23,19:00:00,NSH Predators,+110
,2023-03-23,10:57:26,295,2023-03-23,20:00:00,PIT Penguins,+130
,2023-03-23,10:57:26,295,2023-03-23,20:00:00,DAL Stars,−150
,2023-03-23,10:57:26,296,2023-03-23,20:00:00,VGK Golden Knights,+130
,2023-03-23,10:57:26,296,2023-03-23,20:00:00,CGY Flames,−150
,2023-03-23,10:57:26,297,2023-03-23,21:00:00,WPG Jets,−230
,2023-03-23,10:57:26,297,2023-03-23,21:00:00,ANA Ducks,+195
,2023-03-23,10:57:26,298,2023-03-23,21:00:00,SJ Sharks,+140
,2023-03-23,10:57:26,298,2023-03-23,21:00:00,VAN Canucks,−165
,2023-03-24,10:07:38,299,2023-03-24,18:00:00,NJ Devils,−175
,2023-03-24,10:07:38,299,2023-03-24,18:00:00,BUF Sabres,+150
,2023-03-24,10:07:38,300,2023-03-24,18:00:00,NY Islanders,−200
,2023-03-24,10:07:38,300,2023-03-24,18:00:00,CBJ Blue Jackets,+170
,2023-03-24,10:08:04,301,2023-03-24,20:00:00,ARI Coyotes,+360
,2023-03-24,10:08:04,301,2023-03-24,20:00:00,COL Avalanche,−450
,2023-03-25,10:50:24,302,2023-03-25,12:08:00,TB Lightning,+145
,2023-03-25,10:50:24,302,2023-03-25,12:08:00,BOS Bruins,−170
,2023-03-25,10:50:24,303,2023-03-25,12:08:00,DET Red Wings,+110
,2023-03-25,10:50:24,303,2023-03-25,12:08:00,PHI Flyers,−130
,2023-03-25,10:50:24,304,2023-03-25,13:00:00,SEA Kraken,−130
,2023-03-25,10:50:24,304,2023-03-25,13:00:00,NSH Predators,+110
,2023-03-25,10:50:24,305,2023-03-25,15:08:00,SJ Sharks,+250
,2023-03-25,10:50:24,305,2023-03-25,15:08:00,CGY Flames,−300
,2023-03-25,10:50:24,306,2023-03-25,15:08:00,WPG Jets,−105
,2023-03-25,10:50:24,306,2023-03-25,15:08:00,LA Kings,−115
,2023-03-25,10:50:24,307,2023-03-25,16:00:00,BUF Sabres,+150
,2023-03-25,10:50:24,307,2023-03-25,16:00:00,NY Islanders,−175
,2023-03-25,10:50:24,308,2023-03-25,16:08:00,NY Rangers,+105
,2023-03-25,10:50:24,308,2023-03-25,16:08:00,FLA Panthers,−125
,2023-03-25,10:50:24,309,2023-03-25,16:08:00,CHI Blackhawks,+280
,2023-03-25,10:50:24,309,2023-03-25,16:08:00,MIN Wild,−340
,2023-03-25,10:50:24,310,2023-03-25,18:00:00,OTT Senators,+165
,2023-03-25,10:50:24,310,2023-03-25,18:00:00,NJ Devils,−195
,2023-03-25,10:50:24,311,2023-03-25,18:00:00,CBJ Blue Jackets,+130
,2023-03-25,10:50:24,311,2023-03-25,18:00:00,MTL Canadiens,−150
,2023-03-25,10:50:24,312,2023-03-25,18:08:00,VAN Canucks,+165
,2023-03-25,10:50:24,312,2023-03-25,18:08:00,DAL Stars,−195
,2023-03-25,10:50:24,313,2023-03-25,18:08:00,TOR Maple Leafs,+125
,2023-03-25,10:50:24,313,2023-03-25,18:08:00,CAR Hurricanes,−145
,2023-03-25,10:50:51,314,2023-03-25,19:08:00,WAS Capitals,+120
,2023-03-25,10:50:51,314,2023-03-25,19:08:00,PIT Penguins,−140
,2023-03-25,10:50:51,315,2023-03-25,21:08:00,VGK Golden Knights,+155
,2023-03-25,10:50:51,315,2023-03-25,21:08:00,EDM Oilers,−180
,2023-03-25,10:50:51,316,2023-03-25,21:38:00,STL Blues,−155
,2023-03-25,10:50:51,316,2023-03-25,21:38:00,ANA Ducks,+135
,2023-03-26,09:46:57,317,2023-03-26,14:00:00,COL Avalanche,−305
,2023-03-26,09:46:57,317,2023-03-26,14:00:00,ARI Coyotes,+255
,2023-03-26,09:46:57,318,2023-03-26,16:00:00,BOS Bruins,+100
,2023-03-26,09:46:57,318,2023-03-26,16:00:00,CAR Hurricanes,−120
,2023-03-26,09:46:57,319,2023-03-26,17:00:00,TOR Maple Leafs,−180
,2023-03-26,09:46:57,319,2023-03-26,17:00:00,NSH Predators,+155
,2023-03-26,09:46:57,320,2023-03-26,17:00:00,VAN Canucks,−170
,2023-03-26,09:46:57,320,2023-03-26,17:00:00,CHI Blackhawks,+145
,2023-03-26,09:47:16,321,2023-03-26,21:30:00,STL Blues,+190
,2023-03-26,09:47:16,321,2023-03-26,21:30:00,LA Kings,−225
,2023-03-27,10:08:14,322,2023-03-27,18:00:00,MTL Canadiens,+150
,2023-03-27,10:08:14,322,2023-03-27,18:00:00,BUF Sabres,−175
,2023-03-27,10:08:14,323,2023-03-27,18:00:00,FLA Panthers,−135
,2023-03-27,10:08:14,323,2023-03-27,18:00:00,OTT Senators,+115
,2023-03-27,10:08:14,324,2023-03-27,18:30:00,NJ Devils,−130
,2023-03-27,10:08:14,324,2023-03-27,18:30:00,NY Islanders,+110
,2023-03-27,10:08:57,325,2023-03-27,19:00:00,SEA Kraken,+110
,2023-03-27,10:08:57,325,2023-03-27,19:00:00,MIN Wild,−130
,2023-03-27,10:08:57,326,2023-03-27,21:00:00,COL Avalanche,−250
,2023-03-27,10:08:57,326,2023-03-27,21:00:00,ANA Ducks,+210
,2023-03-27,10:08:57,327,2023-03-27,21:00:00,EDM Oilers,−315
,2023-03-27,10:08:57,327,2023-03-27,21:00:00,ARI Coyotes,+260
,2023-03-28,11:26:30,328,2023-03-28,18:08:00,NSH Predators,+260
,2023-03-28,11:26:30,328,2023-03-28,18:08:00,BOS Bruins,−315
,2023-03-28,11:26:30,329,2023-03-28,18:08:00,CBJ Blue Jackets,+320
,2023-03-28,11:26:30,329,2023-03-28,18:08:00,NY Rangers,−390
,2023-03-28,11:26:30,330,2023-03-28,18:08:00,PIT Penguins,−195
,2023-03-28,11:26:30,330,2023-03-28,18:08:00,DET Red Wings,+165
,2023-03-28,11:26:30,331,2023-03-28,18:08:00,TB Lightning,+115
,2023-03-28,11:26:30,331,2023-03-28,18:08:00,CAR Hurricanes,−135
,2023-03-28,11:26:30,332,2023-03-28,18:08:00,MTL Canadiens,+145
,2023-03-28,11:26:30,332,2023-03-28,18:08:00,PHI Flyers,−170
,2023-03-28,11:26:58,333,2023-03-28,19:08:00,VAN Canucks,−110
