home,away,date_recorded,time_recorded,date_game,time_game,bet_type,line,odds
STL,MTL,2023-11-04,10:13:02,2023-11-04,18:08:00,U,6.5,-120
WSH,CBJ,2023-11-04,10:13:02,2023-11-04,18:08:00,O,6.5,-105
WSH,CBJ,2023-11-04,10:13:02,2023-11-04,18:08:00,U,6.5,-115
PHI,LAK,2023-11-04,10:13:02,2023-11-04,18:38:00,O,6.5,-120
PHI,LAK,2023-11-04,10:13:02,2023-11-04,18:38:00,U,6.5,100
NYI,CAR,2023-11-04,10:13:02,2023-11-04,18:38:00,O,5.5,-110
NYI,CAR,2023-11-04,10:13:02,2023-11-04,18:38:00,U,5.5,-110
CHI,FLA,2023-11-04,10:13:02,2023-11-04,19:08:00,O,6.5,100
CHI,FLA,2023-11-04,10:13:02,2023-11-04,19:08:00,U,6.5,-120
MIN,NYR,2023-11-04,10:13:02,2023-11-04,19:08:00,O,6.0,-115
MIN,NYR,2023-11-04,10:13:02,2023-11-04,19:08:00,U,6.0,-105
SJS,PIT,2023-11-04,10:13:02,2023-11-04,21:08:00,O,6.5,-110
SJS,PIT,2023-11-04,10:13:02,2023-11-04,21:08:00,U,6.5,-110
VGK,COL,2023-11-04,10:13:02,2023-11-04,21:08:00,O,6.0,-110
VGK,COL,2023-11-04,10:13:02,2023-11-04,21:08:00,U,6.0,-110
VAN,DAL,2023-11-04,10:13:02,2023-11-04,21:08:00,O,6.0,-120
VAN,DAL,2023-11-04,10:13:02,2023-11-04,21:08:00,U,6.0,100
SEA,CGY,2023-11-04,10:13:02,2023-11-04,21:08:00,O,6.0,-105
SEA,CGY,2023-11-04,10:13:02,2023-11-04,21:08:00,U,6.0,-115
CHI,NJD,2023-11-05,09:13:46,2023-11-05,17:00:00,O,6.5,100
CHI,NJD,2023-11-05,09:13:46,2023-11-05,17:00:00,U,6.5,-120
ANA,VGK,2023-11-05,09:13:46,2023-11-05,18:00:00,O,6.5,100
ANA,VGK,2023-11-05,09:13:46,2023-11-05,18:00:00,U,6.5,-120
FLA,CBJ,2023-11-06,11:13:31,2023-11-06,18:00:00,O,6.5,-120
FLA,CBJ,2023-11-06,11:13:31,2023-11-06,18:00:00,U,6.5,100
TOR,TBL,2023-11-06,11:13:31,2023-11-06,18:00:00,O,6.5,-130
TOR,TBL,2023-11-06,11:13:31,2023-11-06,18:00:00,U,6.5,105
DAL,BOS,2023-11-06,11:13:31,2023-11-06,19:00:00,O,5.5,-110
DAL,BOS,2023-11-06,11:13:31,2023-11-06,19:00:00,U,5.5,-110
VAN,EDM,2023-11-06,11:13:31,2023-11-06,21:00:00,O,7,105
VAN,EDM,2023-11-06,11:13:31,2023-11-06,21:00:00,U,7,-130
